"{""chat"": [{""sex"": ""1"", ""content"": ""我们能够认识也算一种缘分吧""}, {""sex"": ""2"", ""content"": ""认识是一种缘分，但可能不适合""}, {""sex"": ""1"", ""content"": ""没事，适合不适合我们试试才知道啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有这个习惯""}, {""sex"": ""1"", ""content"": ""那你可以习惯有我了吗？""}, {""sex"": ""1"", ""content"": ""习惯靠养成，兴趣靠培养。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照顾好自己。""}, {""sex"": ""1"", ""content"": ""放心吧，我还会顺带照顾你的。""}, {""sex"": ""1"", ""content"": ""我要是自己都照顾不好，以后咋还照顾你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑点低""}, {""sex"": ""1"", ""content"": ""那你应该很爱哭。""}, {""sex"": ""2"", ""content"": ""还好吧。""}, {""sex"": ""1"", ""content"": ""因为笑点低的人泪点也很低。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相信你一回""}, {""sex"": ""1"", ""content"": ""你绝对是可以相信我的。""}, {""sex"": ""1"", ""content"": ""那你一定要好好相信我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起吃嘛""}, {""sex"": ""1"", ""content"": ""跟你一起吃会暴露我的超大食量的""}, {""sex"": ""1"", ""content"": ""好啊，跟你一起吃肯定会特别香""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大狗狗""}, {""sex"": ""1"", ""content"": ""你是喜欢小奶狗还是大狼狗？""}, {""sex"": ""1"", ""content"": ""你喜欢狗嘛，那我们以后一起养。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你不认识""}, {""sex"": ""1"", ""content"": ""那我们正好现在可以来认识认识。""}, {""sex"": ""1"", ""content"": ""就是因为不认识所以我们应该要开启我们的交友模式。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太自恋咯""}, {""sex"": ""1"", ""content"": ""人要是不自恋，那还能是人吗。""}, {""sex"": ""1"", ""content"": ""没人被我恋，那我只好自己恋自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚去睡觉吧""}, {""sex"": ""1"", ""content"": ""那我就滚在你身边睡！""}, {""sex"": ""1"", ""content"": ""那我们就一起去滚床单吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小姐姐能加个微信""}, {""sex"": ""2"", ""content"": ""小姐姐的微信只加帅哥哦""}, {""sex"": ""2"", ""content"": ""加了你的微信有啥好处吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""珍惜每段感情""}, {""sex"": ""1"", ""content"": ""我一定会好好珍惜你的。""}, {""sex"": ""1"", ""content"": ""每一段感情我都很珍惜好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天啥日子""}, {""sex"": ""1"", ""content"": ""今天是个喜欢你的日子。""}, {""sex"": ""1"", ""content"": ""不管什么日子，我只想陪着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小女子不敢""}, {""sex"": ""1"", ""content"": ""大姑娘，你有啥不敢的！""}, {""sex"": ""1"", ""content"": ""你脑子里还有不敢？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没少骗人家小姑娘吧""}, {""sex"": ""1"", ""content"": ""哪敢啊，你不知道现在骗小姑娘会判刑的吗。""}, {""sex"": ""1"", ""content"": ""现在只想把你骗到我的户口本上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好多呢""}, {""sex"": ""1"", ""content"": ""我对你的喜欢也有好多好多呢""}, {""sex"": ""1"", ""content"": ""好多是多少呀，十只手指头数得过来吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""定什么""}, {""sex"": ""1"", ""content"": ""可以把我们的好日子定一下""}, {""sex"": ""1"", ""content"": ""定什么还不是取决于你的意愿嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道找什么样的""}, {""sex"": ""1"", ""content"": ""人生建议：找个像我这样的就挺好""}, {""sex"": ""1"", ""content"": ""其实找什么样的根本就没有标准，等你遇到了你自然就知道了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么可以这样子""}, {""sex"": ""1"", ""content"": ""难道我这个样子你不喜欢吗？""}, {""sex"": ""1"", ""content"": ""那我就换个样子给你看好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚好呐""}, {""sex"": ""1"", ""content"": ""小仙女晚上好~今天开心嘛？""}, {""sex"": ""1"", ""content"": ""感觉美好的夜晚从现在才刚刚开始。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想要你的人""}, {""sex"": ""1"", ""content"": ""原来你只是馋我的身子吗？""}, {""sex"": ""1"", ""content"": ""我的人给你，心给你，我的一切都给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片没了""}, {""sex"": ""1"", ""content"": ""没事儿，照片没了又不是人没了。""}, {""sex"": ""1"", ""content"": ""本人在这呢，你怕什么？照片没了就算了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是这样的""}, {""sex"": ""1"", ""content"": ""这样是哪样，你要说清楚呀""}, {""sex"": ""1"", ""content"": ""我爱你的心也是这样，清清楚楚""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己能保护自己""}, {""sex"": ""1"", ""content"": ""你觉得我能放心你一个人吗？！""}, {""sex"": ""1"", ""content"": ""那你就替我保护好自己！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想靠在你的肩膀上""}, {""sex"": ""1"", ""content"": ""你放心吧，我的肩膀专门为你留的。""}, {""sex"": ""1"", ""content"": ""别想了，直接过来靠着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想撞南墙了，想撞先生的胸膛""}, {""sex"": ""1"", ""content"": ""你都已经撞进我的心里了。""}, {""sex"": ""1"", ""content"": ""赶紧的，我都敞开胸膛那么久了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好。""}, {""sex"": ""1"", ""content"": ""我也觉得不好，我们还是做男女朋友比较好。""}, {""sex"": ""1"", ""content"": ""我哪儿做得不好你要告诉我，我才会改，才不会惹你不开心呐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好好聊天""}, {""sex"": ""1"", ""content"": ""对不起，看到仙子总是想撩一下。""}, {""sex"": ""1"", ""content"": ""不好意思，就是看到好看的姑娘有点激动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，晚上好""}, {""sex"": ""1"", ""content"": ""你晚上打算怎么浪？""}, {""sex"": ""1"", ""content"": ""晚上的月亮还是没有你好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己都照顾不好自己还想照顾我""}, {""sex"": ""1"", ""content"": ""不试试怎么知道照顾不好呢？""}, {""sex"": ""1"", ""content"": ""可是我就是想照顾你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不照顾好自己""}, {""sex"": ""1"", ""content"": ""那就让我来照顾你啊。""}, {""sex"": ""1"", ""content"": ""那以后让我怎么照顾你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好嘛！""}, {""sex"": ""1"", ""content"": ""那做我的女朋友好不好嘛？""}, {""sex"": ""1"", ""content"": ""你这样撒娇，我可是会受不了的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好鸭""}, {""sex"": ""1"", ""content"": ""午安，可爱的小仙女。""}, {""sex"": ""1"", ""content"": ""下午有点晒，你可别乱跑哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好呀！""}, {""sex"": ""1"", ""content"": ""本来还在打瞌睡的我，看到你的问候瞬间精神百倍！""}, {""sex"": ""1"", ""content"": ""中午好！小仙女下午茶有啥安排吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脾气好""}, {""sex"": ""1"", ""content"": ""能娶到一个脾气好的女孩那是天大的福分啊。""}, {""sex"": ""1"", ""content"": ""脾气好的女孩都长得很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脾气好""}, {""sex"": ""1"", ""content"": ""妈妈说娶老婆要娶脾气好的女孩子。""}, {""sex"": ""1"", ""content"": ""一看你就是温柔善良的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我帅不""}, {""sex"": ""1"", ""content"": ""蟋蟀的蟀""}, {""sex"": ""1"", ""content"": ""你是好看不是帅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""困吗""}, {""sex"": ""1"", ""content"": ""我能说自己不困吗？""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""和你聊天已经是最好的休息了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你好吖""}, {""sex"": ""1"", ""content"": ""小姐姐，这么腼腆的嘛。""}, {""sex"": ""1"", ""content"": ""像你这么可爱的小姐姐，已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是我不好意思吖""}, {""sex"": ""1"", ""content"": ""你居然还会不好意思啊。""}, {""sex"": ""1"", ""content"": ""你的字典里居然还有不好意思？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""电影不好看""}, {""sex"": ""1"", ""content"": ""肯定不好看啦，我比较好看的。""}, {""sex"": ""1"", ""content"": ""对啊，没你好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身材真好""}, {""sex"": ""1"", ""content"": ""嘿嘿，那你想以后天天见到这么好的身材吗？""}, {""sex"": ""1"", ""content"": ""我不光身材好哦，长得好脾气也好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身材那么好""}, {""sex"": ""1"", ""content"": ""想不想摸摸我的腹肌？""}, {""sex"": ""1"", ""content"": ""这样才能保护你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身材变形""}, {""sex"": ""1"", ""content"": ""健身房是你的真爱知道不。""}, {""sex"": ""1"", ""content"": ""没有变形啊，感觉还是挺好看的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又要去上课了""}, {""sex"": ""1"", ""content"": ""上课多好啊，你可得好好学习才行。""}, {""sex"": ""1"", ""content"": ""那我们下课再聊了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但是他对我好""}, {""sex"": ""1"", ""content"": ""搞得我不能对你好似得。""}, {""sex"": ""1"", ""content"": ""而我只想对你一个人好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲爱的，早上好""}, {""sex"": ""1"", ""content"": ""好想面对面对你说早上好呀""}, {""sex"": ""1"", ""content"": ""真的好的话就该请我吃早饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你现在干嘛呢""}, {""sex"": ""1"", ""content"": ""想着你在干嘛呢。""}, {""sex"": ""1"", ""content"": ""我再想怎么回复你这大美女比较好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦了呢""}, {""sex"": ""1"", ""content"": ""没事，这不是还有你陪着我吗。""}, {""sex"": ""1"", ""content"": ""不辛苦，反正心里有你就不辛苦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那也挺好""}, {""sex"": ""1"", ""content"": ""只是挺好而已，那我要努力变得更好""}, {""sex"": ""1"", ""content"": ""我觉得你做我女朋友也挺好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没出去嗨""}, {""sex"": ""1"", ""content"": ""我就知道老阿姨已经嗨不动了。""}, {""sex"": ""1"", ""content"": ""可你在我心里嗨了一整天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就喜欢说实话""}, {""sex"": ""1"", ""content"": ""我就喜欢诚实的女生。""}, {""sex"": ""1"", ""content"": ""你这大实话说的我怪难受的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也可以这样说""}, {""sex"": ""1"", ""content"": ""嗯？这么随便的嘛？""}, {""sex"": ""1"", ""content"": ""那不这样说是怎么样说的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加我不说话""}, {""sex"": ""1"", ""content"": ""我在等好看的人先开口呀。""}, {""sex"": ""1"", ""content"": ""在仙女面前不敢随便说话呀，生怕一不小心就说错话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想不想说点啥""}, {""sex"": ""1"", ""content"": ""我现在只想说喜欢你。""}, {""sex"": ""1"", ""content"": ""想说的太多了，你能不能留在我身边听我慢慢说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有个性""}, {""sex"": ""1"", ""content"": ""宁愿做个有个性的人也不愿意被生活磨平了棱角。""}, {""sex"": ""1"", ""content"": ""我不想成为被丢进人海里就再也找不到的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就这么任性""}, {""sex"": ""1"", ""content"": ""那我能咋办呢，只好让你任性啦""}, {""sex"": ""1"", ""content"": ""做个任性的小孩子不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有些任性""}, {""sex"": ""1"", ""content"": ""女生的任性都是男生惯出来的。""}, {""sex"": ""1"", ""content"": ""没事，我宠的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是个猪""}, {""sex"": ""1"", ""content"": ""那你不就成猪婆了吗？""}, {""sex"": ""1"", ""content"": ""能与猪对话的只有猪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈过几次？""}, {""sex"": ""1"", ""content"": ""就算谈过几次，你就是最后一次。""}, {""sex"": ""1"", ""content"": ""仙女姐姐关注问题都和一般凡人都不一样啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈过恋爱么""}, {""sex"": ""1"", ""content"": ""想跟你恋爱算不算谈恋爱？""}, {""sex"": ""1"", ""content"": ""谈过，不过无疾而终了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那个来了""}, {""sex"": ""1"", ""content"": ""是不是觉得不舒服啊，有没有肚子疼？""}, {""sex"": ""1"", ""content"": ""那你不可以乱吃东西哦，凉的辣的都不能吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一个小仙女""}, {""sex"": ""1"", ""content"": ""有本事你带我飞一个！""}, {""sex"": ""1"", ""content"": ""那你仙女证拿出来我瞅瞅。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我一个备注""}, {""sex"": ""1"", ""content"": ""那你就备注世界上最帅的人吧""}, {""sex"": ""1"", ""content"": ""你想怎么备注都可以，老公，亲爱的，宝贝……你自己选吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很累""}, {""sex"": ""1"", ""content"": ""一个人当然会累的啊。""}, {""sex"": ""2"", ""content"": ""那你有什么办法？""}, {""sex"": ""1"", ""content"": ""两个人，男女搭配干活不累！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛见面""}, {""sex"": ""1"", ""content"": ""不知道就是想见见你。""}, {""sex"": ""1"", ""content"": ""看到我难道不好嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气好热""}, {""sex"": ""1"", ""content"": ""这时候应该这么做才合适。""}, {""sex"": ""2"", ""content"": ""怎么做？""}, {""sex"": ""1"", ""content"": ""这种天气就应该抱着你吹着空调吃着雪糕，哈哈""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝了一点点""}, {""sex"": ""1"", ""content"": ""都喝飘了，还说一点点？""}, {""sex"": ""1"", ""content"": ""你的一点点，我怎么感觉能把我喝醉呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""迷人的危险""}, {""sex"": ""1"", ""content"": ""我已经深陷你这个迷人的危险之中了。""}, {""sex"": ""1"", ""content"": ""最迷人的最危险，可是人们总是躲不过诱惑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以发个照片吗""}, {""sex"": ""1"", ""content"": ""照骗而已有啥好看的。""}, {""sex"": ""1"", ""content"": ""本人比照片好看多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋不发照片""}, {""sex"": ""1"", ""content"": ""这不是怕照片不够好看吗？""}, {""sex"": ""1"", ""content"": ""都是照骗有啥好发的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅很重要！""}, {""sex"": ""1"", ""content"": ""那我不就是很重要的嘛。""}, {""sex"": ""1"", ""content"": ""原来在你心里我是这么重要的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会不会聊天啊""}, {""sex"": ""1"", ""content"": ""不会，你愿意教我嘛？""}, {""sex"": ""1"", ""content"": ""我只会撩你，聊天就算了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕别人误会""}, {""sex"": ""1"", ""content"": ""别怕，反正都是事实。""}, {""sex"": ""1"", ""content"": ""别人要误会就误会吧，清者自清。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会想""}, {""sex"": ""1"", ""content"": ""我就知道你会想我呀""}, {""sex"": ""1"", ""content"": ""不止会想，而且是特别想吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会不会唱歌""}, {""sex"": ""1"", ""content"": ""我怕你听了会后悔的。""}, {""sex"": ""1"", ""content"": ""只是唱起来会让你难受，你确定？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会吗""}, {""sex"": ""1"", ""content"": ""要不，你来教教我好了。""}, {""sex"": ""1"", ""content"": ""会不会你还不知道？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好会啊""}, {""sex"": ""1"", ""content"": ""没办法，本人就是这么优秀""}, {""sex"": ""1"", ""content"": ""我只有在你面前才会这样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会疯""}, {""sex"": ""1"", ""content"": ""不会不会，我不会看着你疯的。""}, {""sex"": ""1"", ""content"": ""我相信你不会这么脆弱的，对不对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就会说""}, {""sex"": ""1"", ""content"": ""碰到自己喜欢的人当然会说啦。""}, {""sex"": ""1"", ""content"": ""要不我说点你爱听的如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唱山歌""}, {""sex"": ""1"", ""content"": ""会唱山歌的女孩子现在可不多了。""}, {""sex"": ""1"", ""content"": ""我想听听你唱的山歌，可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能让你会说话呀""}, {""sex"": ""1"", ""content"": ""想跟你说一辈子的话。""}, {""sex"": ""1"", ""content"": ""想跟你说话才这么会说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想咋办""}, {""sex"": ""1"", ""content"": ""那我只好喜欢你了。""}, {""sex"": ""1"", ""content"": ""不咋办，就是想喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看看你咋撩""}, {""sex"": ""1"", ""content"": ""我怕不小心把你撩动心了咋办。""}, {""sex"": ""1"", ""content"": ""不用看了，你自己来体会一下就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丢了吗""}, {""sex"": ""1"", ""content"": ""没有，我怎么可能会随随便便就丢掉呢？""}, {""sex"": ""1"", ""content"": ""好好放在家里呢，我怎么可能舍得丢掉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩会""}, {""sex"": ""1"", ""content"": ""想玩什么，我陪你玩""}, {""sex"": ""1"", ""content"": ""那只能玩一会哦，不可以太贪玩了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那么会撩""}, {""sex"": ""1"", ""content"": ""我也不是逢人就撩，我只撩你这么漂亮的小姐姐""}, {""sex"": ""1"", ""content"": ""我会撩的话就不会到现在还单身了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我不会聊天""}, {""sex"": ""1"", ""content"": ""没事，我手把手教你。""}, {""sex"": ""1"", ""content"": ""仙女不需要聊天，我们可以视频""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己喝酒""}, {""sex"": ""1"", ""content"": ""一个人喝酒没意思，我来陪你。""}, {""sex"": ""1"", ""content"": ""解酒消愁，你是有什么烦心事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不多啊""}, {""sex"": ""1"", ""content"": ""那要多少才算多？""}, {""sex"": ""1"", ""content"": ""其实挺多的，但多的是你不知道的事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋那么会撩呢""}, {""sex"": ""1"", ""content"": ""那得看我遇到了谁啊。""}, {""sex"": ""1"", ""content"": ""那么会撩也不见得撩动你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是河南的""}, {""sex"": ""1"", ""content"": ""河南的妹子都是仙女吧。""}, {""sex"": ""1"", ""content"": ""听说河南的女生性格都很爽朗很好相处。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请多指教""}, {""sex"": ""1"", ""content"": ""我会用我一生好好指教你的""}, {""sex"": ""1"", ""content"": ""必须的，你也要好好指教我唷""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这样我会飘的""}, {""sex"": ""1"", ""content"": ""你放心，我会在地面上拉住你的。""}, {""sex"": ""1"", ""content"": ""小仙女不应该是飘起来的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开心不开心""}, {""sex"": ""1"", ""content"": ""这一刻你皱眉了，我心痛了。""}, {""sex"": ""1"", ""content"": ""想不到脑袋空空的你也有不开心的时候""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱宝宝""}, {""sex"": ""1"", ""content"": ""我想跟你生一个可爱宝宝。""}, {""sex"": ""1"", ""content"": ""这么可爱的宝宝，当然是我家的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""努力就好""}, {""sex"": ""1"", ""content"": ""那我要努力让你喜欢上我。""}, {""sex"": ""1"", ""content"": ""看在我这么努力的份上，你能多喜欢我一点嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早呀[愉快]""}, {""sex"": ""1"", ""content"": ""今天又是愉快的一天。""}, {""sex"": ""1"", ""content"": ""早，小仙女吃早餐了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愉快的童年""}, {""sex"": ""1"", ""content"": ""如果再有你更加愉快了。""}, {""sex"": ""1"", ""content"": ""现在的我有你也一样快乐啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你眼睛有问题""}, {""sex"": ""1"", ""content"": ""你竟然怀疑看上你的这双眼睛有问题？""}, {""sex"": ""1"", ""content"": ""确实是有问题，不然怎么会喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信么""}, {""sex"": ""1"", ""content"": ""信啊，我有什么理由不去相信啊。""}, {""sex"": ""1"", ""content"": ""不相信都没有理由了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气很好""}, {""sex"": ""1"", ""content"": ""那我们是不是应该出去玩耍呢。""}, {""sex"": ""1"", ""content"": ""好到我们都可以一起出去玩了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有品位""}, {""sex"": ""1"", ""content"": ""品位不都是因为你嘛！""}, {""sex"": ""1"", ""content"": ""我最大的品位就是你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你早点睡觉吧""}, {""sex"": ""1"", ""content"": ""嗯，这样可以早点梦到你。""}, {""sex"": ""1"", ""content"": ""你又不来陪我，我睡不着""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可得了""}, {""sex"": ""1"", ""content"": ""我我我怎么了呀，我说错什么了吗？""}, {""sex"": ""1"", ""content"": ""不行，我还要缠着你赖着你一辈子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想打自己""}, {""sex"": ""1"", ""content"": ""干嘛呀干嘛呀，不准你打我的小仙女""}, {""sex"": ""1"", ""content"": ""不行不行，你打自己我会心疼的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能陪我说会话吗""}, {""sex"": ""1"", ""content"": ""傻瓜，你不说我也会一直陪着你的。""}, {""sex"": ""2"", ""content"": ""你真好。""}, {""sex"": ""1"", ""content"": ""只要你需要我，我永远都在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不明白""}, {""sex"": ""1"", ""content"": ""其实已不需要明白。""}, {""sex"": ""2"", ""content"": ""啊？""}, {""sex"": ""1"", ""content"": ""因为你心里知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一定要把话说得那么明白吗？""}, {""sex"": ""1"", ""content"": ""我从不喜欢拐弯抹角的人。""}, {""sex"": ""1"", ""content"": ""明明白白才能知道的更多啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气不会差""}, {""sex"": ""1"", ""content"": ""那能把你的好运分一点给我嘛？""}, {""sex"": ""1"", ""content"": ""你的好运气指引你遇到我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天好忙哦""}, {""sex"": ""1"", ""content"": ""忙点不好吗，我觉得忙起来更好""}, {""sex"": ""1"", ""content"": ""那你一定要好好注意自己的身体。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要吃胖""}, {""sex"": ""1"", ""content"": ""胖了，也是最好看的那个。""}, {""sex"": ""1"", ""content"": ""这不是胖，是丰满！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫什么名字？""}, {""sex"": ""1"", ""content"": ""我的名字不重要，你的名字比较重要""}, {""sex"": ""1"", ""content"": ""记住我的名字也要记住我的人哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你叫什么名字了""}, {""sex"": ""1"", ""content"": ""我的名字不足挂齿，你就叫我小哥哥吧""}, {""sex"": ""1"", ""content"": ""我的名字跟你的名字放在一起，真的绝配呢""}], ""lock"": 1}"
