"{""chat"": [{""sex"": ""2"", ""content"": ""先生你是哪位？""}, {""sex"": ""1"", ""content"": ""你竟然不记得我了，也罢，我们重新再认识一次吧""}, {""sex"": ""2"", ""content"": ""我们以前认识？""}, {""sex"": ""1"", ""content"": ""那是上辈子的事，多亏我还认得你的手和手毛""}, {""sex"": ""2"", ""content"": ""那你心里装的唯一的一个人是谁？""}, {""sex"": ""1"", ""content"": ""过高中的人都知道，心是分成两瓣的，左心房和右心房，左心房里面住着我最爱的女人，右心房里面住着最爱我的女人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""我帅吗""}, {""sex"": ""2"", ""content"": ""不帅 ""}, {""sex"": ""1"", ""content"": ""挺好，起码确定你加我不是垂涎我的美色""}, {""sex"": ""2"", ""content"": ""我呸，这么自恋""}, {""sex"": ""1"", ""content"": ""随地吐痰，罚款""}, {""sex"": ""1"", ""content"": ""老子撩你还这么凶""}, {""sex"": ""2"", ""content"": ""呸呸，我承受不起?""}, {""sex"": ""1"", ""content"": ""放心，我才一百一，没你重 ""}, {""sex"": ""1"", ""content"": ""记住我这个不一样的社会主义接班人，好了互相认识了可以进入真诚的环节了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怎么又看见你了？""}, {""sex"": ""1"", ""content"": ""这就是传说中的阴魂不散""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你你你你""}, {""sex"": ""1"", ""content"": ""没见过这么帅气的我吗？""}, {""sex"": ""1"", ""content"": ""怎么？看到我就害羞得接不上话来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""个人喜欢""}, {""sex"": ""1"", ""content"": ""那我希望你也能喜欢我一下。""}, {""sex"": ""1"", ""content"": ""好巧，我也喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班休息""}, {""sex"": ""1"", ""content"": ""好好休息一下，才会有精神继续上班呀""}, {""sex"": ""1"", ""content"": ""那你好好休息，我就先不打扰你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特点""}, {""sex"": ""1"", ""content"": ""特点就是没有特点啦。""}, {""sex"": ""1"", ""content"": ""感觉特点都不是特点呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为你认识我""}, {""sex"": ""1"", ""content"": ""之前不认识，现在不就可以认识了吗。""}, {""sex"": ""1"", ""content"": ""我没办法把每一个长得好看的人都认识吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上一起吃饭吧""}, {""sex"": ""1"", ""content"": ""好啊，终于能跟仙女一起共进晚餐了。""}, {""sex"": ""1"", ""content"": ""是一起吃你亲手做的饭嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑一笑，十年少""}, {""sex"": ""1"", ""content"": ""你不在我面前，我笑不出来""}, {""sex"": ""1"", ""content"": ""摆脱能注意下我的血糖吗，每次都笑的这么甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微风""}, {""sex"": ""1"", ""content"": ""今天的风是秋天的信差""}, {""sex"": ""1"", ""content"": ""我想让温柔的微风，替我轻抚你的脸庞""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""山穷水尽""}, {""sex"": ""1"", ""content"": ""疑无路，柳暗花明又一村。""}, {""sex"": ""1"", ""content"": ""你以为你走到了尽头，其实路的尽头还是路。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子好痛。""}, {""sex"": ""1"", ""content"": ""是不是吃坏肚子了？怎么会突然肚子痛呢？""}, {""sex"": ""1"", ""content"": ""严不严重啊？我现在就过去找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被蚊子咬醒了""}, {""sex"": ""1"", ""content"": ""真羡慕蚊子，光明正大的亲你。""}, {""sex"": ""1"", ""content"": ""下次就是我咬醒你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""孩子气""}, {""sex"": ""1"", ""content"": ""我的孩子气只在你面前展示""}, {""sex"": ""1"", ""content"": ""人总是要保留有天真的一面""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是小孩子吗""}, {""sex"": ""1"", ""content"": ""我哪点像是小孩子？""}, {""sex"": ""1"", ""content"": ""难不成你喜欢小孩子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男孩子出门在外""}, {""sex"": ""1"", ""content"": ""像我这么帅的男孩子出门总是担惊受怕的。""}, {""sex"": ""1"", ""content"": ""你放心，我会好好保护自己的，你会见到完整的我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一笼饺子""}, {""sex"": ""1"", ""content"": ""记得来点陈醋！""}, {""sex"": ""1"", ""content"": ""饺子配酒，越吃越有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""招蚊子""}, {""sex"": ""1"", ""content"": ""蚊子都比我幸福，能够亲吻到你。""}, {""sex"": ""1"", ""content"": ""那以后我就不怕被蚊子咬了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼你个老头坏的很""}, {""sex"": ""1"", ""content"": ""说的你这个糟老婆子就不坏似得。""}, {""sex"": ""1"", ""content"": ""是挺坏的，但也就是想对你一个人坏。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道什么啊""}, {""sex"": ""1"", ""content"": ""我知道我自己还是喜欢你的。""}, {""sex"": ""1"", ""content"": ""那你来跟我说说你知道什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看着舒服""}, {""sex"": ""1"", ""content"": ""引起极度舒适。""}, {""sex"": ""1"", ""content"": ""看着舒服，心情也会跟着好起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被虫子咬了""}, {""sex"": ""1"", ""content"": ""哪个坏虫子竟然敢咬小仙女？！""}, {""sex"": ""1"", ""content"": ""要不要紧？会疼吗？我给你买点药吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么搞笑""}, {""sex"": ""1"", ""content"": ""是啊，我都要笑断气了""}, {""sex"": ""1"", ""content"": ""就是因为觉得搞笑所以分享给你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男的都是大猪蹄子""}, {""sex"": ""1"", ""content"": ""大猪蹄子炖汤刚好给你们女人美容养颜啊。""}, {""sex"": ""1"", ""content"": ""那你也少不了猪蹄子的滋润。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱能正常点不""}, {""sex"": ""1"", ""content"": ""我怕太正常你会受不了。""}, {""sex"": ""1"", ""content"": ""喜欢你还有什么不正常的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很正常啊""}, {""sex"": ""1"", ""content"": ""我喜欢你貌似也是一件很正常的事情吧。""}, {""sex"": ""1"", ""content"": ""正常啊，要是不正常就奇怪了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我个子小""}, {""sex"": ""1"", ""content"": ""娇小玲珑的女孩子更显得可爱呀。""}, {""sex"": ""1"", ""content"": ""这样子我就可以把你整个人抱在怀里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我嗓子发炎了""}, {""sex"": ""1"", ""content"": ""嗓子发炎很可能会感冒，赶紧吃点药预防一下。""}, {""sex"": ""1"", ""content"": ""你先喝些温水，我这就给你买一些消炎药。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我嗓子好痛""}, {""sex"": ""1"", ""content"": ""怎么了，是不是吃上火了？""}, {""sex"": ""1"", ""content"": ""那你要多喝点水，可以润润嗓子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是要请我吃饭""}, {""sex"": ""1"", ""content"": ""请你吃饭，你给埋单？""}, {""sex"": ""1"", ""content"": ""你个吃货，还能想点啥不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是个大骗子""}, {""sex"": ""1"", ""content"": ""那我能骗走你的心吗。""}, {""sex"": ""1"", ""content"": ""我只想把你骗到我的户口本上就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""空降""}, {""sex"": ""1"", ""content"": ""就算是空降，那也是有实力才行的呀""}, {""sex"": ""1"", ""content"": ""希望你能够空降到我身边来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一场空""}, {""sex"": ""1"", ""content"": ""不会一场空的，你的付出肯定会有回报。""}, {""sex"": ""1"", ""content"": ""怎么会是一场空呢，至少你学到了以前不知道的东西呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子有点痛""}, {""sex"": ""1"", ""content"": ""难不成是亲戚来了吗？""}, {""sex"": ""1"", ""content"": ""我在你身边的话，就背着你去看病了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""痛不痛""}, {""sex"": ""1"", ""content"": ""好痛啊，需要宝贝帮我呼呼。""}, {""sex"": ""1"", ""content"": ""你是我的止痛片，想想你就不痛了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱健身""}, {""sex"": ""1"", ""content"": ""爱健身的女孩子身体肯定特别好。""}, {""sex"": ""1"", ""content"": ""看来你是个运动型的小仙女啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后请多多关照""}, {""sex"": ""1"", ""content"": ""余生请多多关照！""}, {""sex"": ""1"", ""content"": ""互相关照，毕竟以后是要过一辈子的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我马上飞过去""}, {""sex"": ""1"", ""content"": ""你是开飞机的啊，还马上飞过来""}, {""sex"": ""1"", ""content"": ""你飞过来，我接着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""娇滴滴""}, {""sex"": ""1"", ""content"": ""不仅娇滴滴，还羞嗒嗒吧。""}, {""sex"": ""1"", ""content"": ""我最喜欢你这样娇滴滴的女孩子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这会干啥呢""}, {""sex"": ""1"", ""content"": ""本来想干点别的，结果卡在想你这块了。""}, {""sex"": ""1"", ""content"": ""正好没事干，可以跟你聊聊天呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己保护自己""}, {""sex"": ""1"", ""content"": ""有我在呢，我会保护你的。""}, {""sex"": ""1"", ""content"": ""别逞强，再厉害你也不过是个小女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可没发现""}, {""sex"": ""1"", ""content"": ""我的喜欢都写在脸上了，还没发现啊。""}, {""sex"": ""1"", ""content"": ""以后总是会发现的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好，""}, {""sex"": ""1"", ""content"": ""感觉小仙女兴趣缺缺啊""}, {""sex"": ""1"", ""content"": ""还好那就是不太好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干活咯""}, {""sex"": ""1"", ""content"": ""又要开始勤奋搬砖了，加油！""}, {""sex"": ""1"", ""content"": ""别人一干活就蔫了，你倒是活力满满啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大哥晚上好""}, {""sex"": ""1"", ""content"": ""小仙女晚上好，给小仙女请安了！""}, {""sex"": ""1"", ""content"": ""晚上好呀，小仙女晚上打算怎么过呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的  晚安""}, {""sex"": ""1"", ""content"": ""晚安，请做一个好梦。""}, {""sex"": ""1"", ""content"": ""那你记得晚上小心点，我会突然跑进你梦里的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你照顾好自己""}, {""sex"": ""1"", ""content"": ""放心吧，我会照顾好你未来男朋友的身体。""}, {""sex"": ""1"", ""content"": ""我也想顺便照顾好你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己会照顾好自己""}, {""sex"": ""1"", ""content"": ""每次你这么说，我都有点不信。""}, {""sex"": ""1"", ""content"": ""确定啊，你一定照顾好我家宝贝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好看。""}, {""sex"": ""1"", ""content"": ""好看吗，我觉得你更加好看""}, {""sex"": ""1"", ""content"": ""好看你就多看几眼呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你好帅啊""}, {""sex"": ""1"", ""content"": ""那你喜欢我的帅吗？""}, {""sex"": ""1"", ""content"": ""小姐姐你也很好看呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我太好奇了""}, {""sex"": ""1"", ""content"": ""好奇心会害死猫的哟。""}, {""sex"": ""1"", ""content"": ""有啥好好奇的，不都是一样的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想法好""}, {""sex"": ""1"", ""content"": ""但现实很残酷啊。""}, {""sex"": ""1"", ""content"": ""想法再好也没有你来的好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家好好休息""}, {""sex"": ""1"", ""content"": ""这是我在家待得最无聊的一个假期了。""}, {""sex"": ""1"", ""content"": ""放心，我会好好修养身心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吗。""}, {""sex"": ""1"", ""content"": ""好~只要你撒个娇我什么都答应你。""}, {""sex"": ""1"", ""content"": ""我怎么可能会拒绝你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好看不？""}, {""sex"": ""1"", ""content"": ""好看啊，你什么时候不好看了。""}, {""sex"": ""1"", ""content"": ""像你这么好看的已经很少见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像好看吗""}, {""sex"": ""1"", ""content"": ""如果是你的照片肯定会更好看。""}, {""sex"": ""1"", ""content"": ""不是和我的一对的，不好看！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好，早点休息""}, {""sex"": ""1"", ""content"": ""和你聊天就是最好的休息了。""}, {""sex"": ""1"", ""content"": ""没有你的笑我怎么睡得着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备休息啦""}, {""sex"": ""1"", ""content"": ""吃好睡好，然后好好想我。""}, {""sex"": ""1"", ""content"": ""那小仙女要好好休息哦，休息完找我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好鸭，小哥哥""}, {""sex"": ""1"", ""content"": ""多叫几声哥哥，就给你糖吃哦""}, {""sex"": ""1"", ""content"": ""小姐姐是不是想和我谈什么呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀小姐姐""}, {""sex"": ""2"", ""content"": ""你以为小姐姐是你可以叫的吗""}, {""sex"": ""2"", ""content"": ""明明是小仙女不是小姐姐""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯  好的""}, {""sex"": ""1"", ""content"": ""你这么高冷，让我觉得浑身发冷。""}, {""sex"": ""1"", ""content"": ""你要是能答应做我女朋友的时候也这么爽快就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也刚洗漱好""}, {""sex"": ""1"", ""content"": ""这么说算不算我们是一起洗漱的？""}, {""sex"": ""1"", ""content"": ""那我们一起吃早餐吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好美女""}, {""sex"": ""2"", ""content"": ""早上不好，都没早饭吃""}, {""sex"": ""2"", ""content"": ""你知道美女的早上都怎么度过吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安做个好梦""}, {""sex"": ""1"", ""content"": ""晚安，我会去你梦里找你的。""}, {""sex"": ""1"", ""content"": ""要是跟你一起睡肯定能做好梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你了解我嘛""}, {""sex"": ""1"", ""content"": ""你给过我机会了解你嘛？""}, {""sex"": ""1"", ""content"": ""喜欢一个人总是要好好了解对方的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点不好玩""}, {""sex"": ""1"", ""content"": ""所以我在想带你玩点啥比较好。""}, {""sex"": ""1"", ""content"": ""那你觉得什么比较好玩呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦你了哦""}, {""sex"": ""1"", ""content"": ""这有啥辛苦的，反正有你就好。""}, {""sex"": ""1"", ""content"": ""不辛苦，这都是与你相关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""妹妹生日""}, {""sex"": ""1"", ""content"": ""作为姐姐，有没有给妹妹准备生日礼物呀。""}, {""sex"": ""1"", ""content"": ""那我要买个大蛋糕送给咱妹妹。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快说啊""}, {""sex"": ""1"", ""content"": ""我……我紧张得说不出口了。""}, {""sex"": ""1"", ""content"": ""我怕我说出来会吓到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快跟我说教师节快乐""}, {""sex"": ""1"", ""content"": ""教师节快乐，超级无敌可爱的仙女老师肯定会被很多很多学生喜欢的""}, {""sex"": ""1"", ""content"": ""祝福是真心意，不用千言，不用万语，默默唱着心曲，祝教师节日快乐！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感恩节快乐呀[愉快]""}, {""sex"": ""1"", ""content"": ""感谢这份快乐是与你相关。""}, {""sex"": ""1"", ""content"": ""你的快乐就是我的快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也不知道说啥""}, {""sex"": ""1"", ""content"": ""那你脑子里想和我说点啥？""}, {""sex"": ""1"", ""content"": ""想咋说就咋说！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为不知道说啥""}, {""sex"": ""1"", ""content"": ""啥也别说，吻我。""}, {""sex"": ""1"", ""content"": ""那你听我说，我有些话想对你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要说话""}, {""sex"": ""1"", ""content"": ""不让我说话是准备亲我了吗？""}, {""sex"": ""1"", ""content"": ""那我只好默默地与你的心灵沟通了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好说""}, {""sex"": ""1"", ""content"": ""你就说一句我爱你会死吗？""}, {""sex"": ""2"", ""content"": ""会。""}, {""sex"": ""1"", ""content"": ""那只好我来说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感性动物""}, {""sex"": ""1"", ""content"": ""毕竟人是拥有丰富的感情的呀""}, {""sex"": ""1"", ""content"": ""感性才能感受到这个世界的美好呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个猪头""}, {""sex"": ""1"", ""content"": ""难道你喜欢被猪头喜欢的感觉吗？""}, {""sex"": ""1"", ""content"": ""看来我得把你这只猪媳妇养肥了抓去卖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜哪个是我""}, {""sex"": ""1"", ""content"": ""人群中哪个最好看，哪个就是你。""}, {""sex"": ""1"", ""content"": ""我要是猜对了是不是有奖励啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你是哪个小可爱""}, {""sex"": ""1"", ""content"": ""我是你属于你的小可爱啊。""}, {""sex"": ""1"", ""content"": ""你准备让我做哪个小可爱呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又是哪个""}, {""sex"": ""1"", ""content"": ""我是来跟你谈恋爱的那个。""}, {""sex"": ""1"", ""content"": ""小姐姐，这样子问很没有礼貌哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去洗澡澡""}, {""sex"": ""1"", ""content"": ""去就去呗，我又不帮你搓背""}, {""sex"": ""1"", ""content"": ""洗澡时想想早饭吃什么，明天早点我包了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是个淑女""}, {""sex"": ""1"", ""content"": ""你不是仙女嘛，怎么可能淑女呢。""}, {""sex"": ""1"", ""content"": ""美女加淑女才对啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的好直男""}, {""sex"": ""1"", ""content"": ""那我也是一个喜欢你的直男。""}, {""sex"": ""1"", ""content"": ""直男不好吗，我要是弯的就不会喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给个眼神，自己体会""}, {""sex"": ""1"", ""content"": ""爱的眼神，我体会到了。""}, {""sex"": ""1"", ""content"": ""不用这么隐晦，喜欢我就大声告诉我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是小哥哥""}, {""sex"": ""1"", ""content"": ""我这个小哥哥是不是被你盯上了？""}, {""sex"": ""1"", ""content"": ""刚好是你喜欢的小哥哥对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥，在干嘛呢""}, {""sex"": ""1"", ""content"": ""小哥哥在想妹妹是不是只陪我这一个小哥哥。""}, {""sex"": ""1"", ""content"": ""在想要跟小可爱聊什么话题好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以爆照吗""}, {""sex"": ""1"", ""content"": ""主要怕你会沉迷在我的容颜中。""}, {""sex"": ""1"", ""content"": ""梦里都见过好几次了，还爆照啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这就不好玩了""}, {""sex"": ""1"", ""content"": ""你可真是个贪玩的小女孩。""}, {""sex"": ""1"", ""content"": ""那小仙女说说什么样才是好玩的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没话题聊了""}, {""sex"": ""1"", ""content"": ""我这有好多话题，你想聊什么都可以哦。""}, {""sex"": ""1"", ""content"": ""别担心，没话题了是可以创造话题的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没话题""}, {""sex"": ""1"", ""content"": ""我们之间貌似已经开始不用话题了。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""只要有心什么都可以当做话题来聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感情吧""}, {""sex"": ""1"", ""content"": ""我已经把所有的感情都投到你身上了""}, {""sex"": ""1"", ""content"": ""感情啊，可是最复杂的东西了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去买东西""}, {""sex"": ""1"", ""content"": ""老夫掐指一算，你需要一个同伴""}, {""sex"": ""2"", ""content"": ""我不需要""}, {""sex"": ""1"", ""content"": ""难道你不需要找个人帮你提东西吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要见面""}, {""sex"": ""1"", ""content"": ""我们不是已经在梦里见过了吗？！""}, {""sex"": ""1"", ""content"": ""你是想让我看看这么好的腻？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这脾气""}, {""sex"": ""1"", ""content"": ""没办法，我就是喜欢你这个脾气。""}, {""sex"": ""1"", ""content"": ""你这个暴脾气，我真的太爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以发照片""}, {""sex"": ""1"", ""content"": ""我怕照片太好看了，你被迷住了咋办""}, {""sex"": ""1"", ""content"": ""都是照骗啦，有啥好看的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""其实我很丑的""}, {""sex"": ""1"", ""content"": ""其实我是不瞎的。""}, {""sex"": ""1"", ""content"": ""丑小鸭也会有变成白天鹅的时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这不是理由""}, {""sex"": ""1"", ""content"": ""我知道爱一个人是没有理由的。""}, {""sex"": ""1"", ""content"": ""所有的理由都不过是因为我爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个人，我有一喜欢，但是说不出来什么感觉""}, {""sex"": ""1"", ""content"": ""喜欢的感觉谁又能说的清楚呢。""}, {""sex"": ""1"", ""content"": ""要不你试试喜欢我，就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不教""}, {""sex"": ""1"", ""content"": ""助人为乐，不要这么小气嘛""}, {""sex"": ""1"", ""content"": ""你不教我，我就自己学，我肯定能学会的，哼""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会开心的""}, {""sex"": ""1"", ""content"": ""我还有让你更开心的办法。""}, {""sex"": ""1"", ""content"": ""本来男孩子就要学会逗女朋友开心呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会哄人开心""}, {""sex"": ""1"", ""content"": ""我只会哄我喜欢的人开心。""}, {""sex"": ""1"", ""content"": ""哄你开心，是我想要做的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会讲故事吗？""}, {""sex"": ""1"", ""content"": ""那你会喝酒吗？""}, {""sex"": ""1"", ""content"": ""故事很长，要不你留在我身边慢慢听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼不会的""}, {""sex"": ""1"", ""content"": ""当然啦，我才不会扔下你不管的""}, {""sex"": ""1"", ""content"": ""我当然知道，你不会不爱我的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就会说好听的""}, {""sex"": ""1"", ""content"": ""那得看是对谁说的啊。""}, {""sex"": ""1"", ""content"": ""那你不也是喜欢听好听的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无缘无故""}, {""sex"": ""1"", ""content"": ""没有什么事情是无缘无故的，所有事情都有前因后果""}, {""sex"": ""1"", ""content"": ""对啊，无缘无故我就想起了你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太会撩了""}, {""sex"": ""1"", ""content"": ""那我啥时候能把你撩到手啊。""}, {""sex"": ""1"", ""content"": ""还好，只是因为你而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩你的游戏吧""}, {""sex"": ""1"", ""content"": ""游戏怎么会有你重要呢。""}, {""sex"": ""1"", ""content"": ""抱歉，游戏死机了还是陪你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会说话哈""}, {""sex"": ""1"", ""content"": ""说你好看，我还是没问题的。""}, {""sex"": ""1"", ""content"": ""毕竟要哄你，怎么可以不会说话呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己选的""}, {""sex"": ""1"", ""content"": ""既然是自己选的那就要自己负责啦""}, {""sex"": ""1"", ""content"": ""我相信小仙女的眼光肯定不会错""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不会丢了""}, {""sex"": ""1"", ""content"": ""我怕会把你弄丢了啊。""}, {""sex"": ""1"", ""content"": ""不会丢就好，你千万不要悄无声息就离开我。""}], ""lock"": 1}"
