"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我好像在哪见过你""}, {""sex"": ""1"", ""content"": ""真奇怪，我也有这种感觉，莫非你就是我的百分百女孩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也好好的""}, {""sex"": ""1"", ""content"": ""没娶你之前我都会好好的。""}, {""sex"": ""1"", ""content"": ""放心吧我会好好的，你只管照顾好自己就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还相信爱情吗？""}, {""sex"": ""1"", ""content"": ""那你愿意让我相信爱情吗。""}, {""sex"": ""1"", ""content"": ""爱一次你之后我才能知道答案。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又想睡觉了""}, {""sex"": ""1"", ""content"": ""周公又找你下棋了？""}, {""sex"": ""1"", ""content"": ""睡觉之神在眷顾你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和朋友一起""}, {""sex"": ""1"", ""content"": ""什么时候你才能和我一起？""}, {""sex"": ""1"", ""content"": ""做你的朋友一定是很幸福的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜甜的笑""}, {""sex"": ""1"", ""content"": ""我就喜欢你这甜甜的笑。""}, {""sex"": ""1"", ""content"": ""你笑起来还真的是好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等一下找你""}, {""sex"": ""1"", ""content"": ""我会乖乖做好等你来找我。""}, {""sex"": ""1"", ""content"": ""等一下是等多久，我有点迫不及待了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""稍等一下""}, {""sex"": ""1"", ""content"": ""嗯嗯，两下也可以。""}, {""sex"": ""1"", ""content"": ""要快一点哦，我怕我睡着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冷静一下吧""}, {""sex"": ""1"", ""content"": ""我不知道该如何冷静。""}, {""sex"": ""1"", ""content"": ""好，我需要自己缓一缓。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真自恋""}, {""sex"": ""1"", ""content"": ""还好的啦，也就是一般般的自恋。""}, {""sex"": ""1"", ""content"": ""有时候我们得学会自己喜欢自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想睡一会儿""}, {""sex"": ""1"", ""content"": ""睡觉的时候记得要梦到我。""}, {""sex"": ""1"", ""content"": ""睡吧，我会叫你起床的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚加微信""}, {""sex"": ""1"", ""content"": ""算命的说这个微信号是我未来女朋友的""}, {""sex"": ""1"", ""content"": ""今天是我的幸运日吗？竟然能加到你的微信""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想加你微信""}, {""sex"": ""1"", ""content"": ""你是想跟我有进一步发展吗？""}, {""sex"": ""1"", ""content"": ""加了我微信你会每天都跟我联系吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抓你去做鸭""}, {""sex"": ""1"", ""content"": ""嘎嘎嘎？酱鸭咸水鸭还是北京烤鸭？""}, {""sex"": ""1"", ""content"": ""做鸭也是有门槛的，你这么看得起我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蚊香""}, {""sex"": ""1"", ""content"": ""真羡慕蚊子，能够轻易亲到你""}, {""sex"": ""1"", ""content"": ""蚊香太熏人了，可以换成蚊香液""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人的日子""}, {""sex"": ""1"", ""content"": ""恭喜你，一个人的日子到头来，以后我们一起过两个人的生活。""}, {""sex"": ""1"", ""content"": ""一个人是不是觉得很辛苦，对不起让你等我等了那么久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱面子""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我把我的面子也给你""}, {""sex"": ""1"", ""content"": ""那你一定活得很累吧，在我面前可以不用那么在意面子的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是大骗子""}, {""sex"": ""1"", ""content"": ""专门骗你这样刚下凡的小仙女。""}, {""sex"": ""1"", ""content"": ""我只是想把你骗到我家的户口本上而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗子太多""}, {""sex"": ""1"", ""content"": ""那你觉得我像是骗你的人吗？""}, {""sex"": ""1"", ""content"": ""所以你现在才需要相信我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们都是好孩子""}, {""sex"": ""1"", ""content"": ""其实我一直都是坏孩子，遇到你之后才开始慢慢变好""}, {""sex"": ""1"", ""content"": ""我是好孩子，可我对你动了坏心思""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃瓜子""}, {""sex"": ""1"", ""content"": ""让我成为那个为你剥瓜子壳的男人吧。""}, {""sex"": ""1"", ""content"": ""好吃吗？给我留点儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来姨妈肚子疼""}, {""sex"": ""1"", ""content"": ""真希望我能帮你承受这种疼痛，你就不用受苦了。""}, {""sex"": ""1"", ""content"": ""喝点热水，在床上好好躺着，肚子疼就别瞎跑了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么类型的女孩子呀""}, {""sex"": ""1"", ""content"": ""我就只喜欢你这样的女孩纸""}, {""sex"": ""1"", ""content"": ""哪得看你是怎么样的类型的女孩纸了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小心我锤你""}, {""sex"": ""1"", ""content"": ""小拳头锤我的胸口吗。""}, {""sex"": ""1"", ""content"": ""我无法想象被你锤的景象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不太正常""}, {""sex"": ""1"", ""content"": ""那我马上调整到正常模式。""}, {""sex"": ""1"", ""content"": ""毕竟你是小仙女，觉得不正常也是应该的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""查户口呢""}, {""sex"": ""1"", ""content"": ""等我搬到你户口本上住不就行了么""}, {""sex"": ""1"", ""content"": ""不查清户口，我怎么知道我们结婚的时候要请多少人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道的多""}, {""sex"": ""1"", ""content"": ""毕竟活了这么久知道的就多了。""}, {""sex"": ""1"", ""content"": ""知道的多就一定知道你会喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道什么是爱吗？""}, {""sex"": ""1"", ""content"": ""那你让我体会下什么叫爱呗。""}, {""sex"": ""1"", ""content"": ""爱情都是你，爱也是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脖子好痛""}, {""sex"": ""1"", ""content"": ""我有一个手法，专制脖子疼！""}, {""sex"": ""1"", ""content"": "" 昨天也没来偷我啊，怎么就落枕了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没吃饭？""}, {""sex"": ""1"", ""content"": ""还没吃，我要饿得没力气去吃饭了""}, {""sex"": ""1"", ""content"": ""对啊，要留着肚子让你请我吃饭啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一片空白""}, {""sex"": ""1"", ""content"": ""你这空白的小脑袋瓜子！""}, {""sex"": ""1"", ""content"": ""所以我们来填充一些画面吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吹空调吹的""}, {""sex"": ""1"", ""content"": ""炎炎夏日还是空调给力啊。""}, {""sex"": ""1"", ""content"": ""这空调都让我们忘记了空调。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子可疼""}, {""sex"": ""1"", ""content"": ""是不是吃坏肚子了，怎么这么让人不省心呢？""}, {""sex"": ""1"", ""content"": ""你先到床上躺着，我马上过去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要这样吗""}, {""sex"": ""1"", ""content"": ""那我换个样子要不要？""}, {""sex"": ""1"", ""content"": ""难道不是这个样子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干哈子""}, {""sex"": ""1"", ""content"": ""不干啥子，就想好好看看你。""}, {""sex"": ""1"", ""content"": ""我又没啥可以干的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在生气！！！""}, {""sex"": ""1"", ""content"": ""没想到你生气的样子也这么可爱。""}, {""sex"": ""1"", ""content"": ""那我找个阀门给你放放气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚好。""}, {""sex"": ""1"", ""content"": ""今天晚上有什么安排吗。""}, {""sex"": ""1"", ""content"": ""这座城的狂欢又要降临了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好晚""}, {""sex"": ""1"", ""content"": ""没办法，每天都得想你半天。""}, {""sex"": ""1"", ""content"": ""晚点没关系，只要时机对了就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太好笑""}, {""sex"": ""1"", ""content"": ""能让你笑，这是我的荣幸。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，看你现在年轻很多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好小哥哥""}, {""sex"": ""1"", ""content"": ""你好呀，小可爱吃午饭了吗？""}, {""sex"": ""1"", ""content"": ""中午太阳好温暖，适合慵懒地晒太阳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那也太好了吧""}, {""sex"": ""1"", ""content"": ""那必须是好的，不好都不行。""}, {""sex"": ""1"", ""content"": ""还行吧，不好不坏的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好奇啊""}, {""sex"": ""1"", ""content"": ""好奇害死猫，知不知道？""}, {""sex"": ""1"", ""content"": ""你会感到好奇说明你开始在意我了，对吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上不用上班""}, {""sex"": ""1"", ""content"": ""白天上班已经很累了，晚上要是还上班就太不人性了。""}, {""sex"": ""1"", ""content"": ""不上班就可以好好休息吃些好吃的犒劳一下自己啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不上班""}, {""sex"": ""1"", ""content"": ""不上班日子还能过得这么逍遥自在呢""}, {""sex"": ""1"", ""content"": ""真好，我也想不上班啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家晚上好""}, {""sex"": ""1"", ""content"": ""你这是给多少人群发了消息？""}, {""sex"": ""1"", ""content"": ""我一个人活成了无数人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家乡""}, {""sex"": ""1"", ""content"": ""要带我回家见见亲朋好友吗？""}, {""sex"": ""1"", ""content"": ""以后你的家乡也变成了我的家乡""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像我的一个同学""}, {""sex"": ""1"", ""content"": ""是不是你喜欢的那个同学啊。""}, {""sex"": ""1"", ""content"": ""那请问这个同学喜欢你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相同""}, {""sex"": ""1"", ""content"": ""竟然跟小仙女是一样的，我们太有默契了""}, {""sex"": ""1"", ""content"": ""我知道你对我的爱和我对你的爱是相同的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困好困""}, {""sex"": ""1"", ""content"": ""那你快去睡觉觉，不要舍不得我啦""}, {""sex"": ""2"", ""content"": ""那我睡啦""}, {""sex"": ""1"", ""content"": ""晚安呐，睡个好觉，我们梦里聊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午没有休息""}, {""sex"": ""1"", ""content"": ""中午不休息会很累的吧。""}, {""sex"": ""1"", ""content"": ""心疼你，一没有休息下午会很疲惫的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要向你学习""}, {""sex"": ""1"", ""content"": ""那就请你好好学习。""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱学习""}, {""sex"": ""1"", ""content"": ""给爱学习的小仙女奖励一个么么哒。""}, {""sex"": ""1"", ""content"": ""老师知道你这么爱学习肯定会很感动的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瘦的时候好看吗""}, {""sex"": ""1"", ""content"": ""仙女还会变胖吗？""}, {""sex"": ""1"", ""content"": ""这样的你也挺好看的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也去休息""}, {""sex"": ""1"", ""content"": ""好~那我睡醒了就来找你。""}, {""sex"": ""1"", ""content"": ""要是能跟你在一起休息就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去找别的小姐姐""}, {""sex"": ""1"", ""content"": ""瞎说什么呢？我只有你这一个小姐姐。""}, {""sex"": ""1"", ""content"": ""别的小姐姐再好，我也只想跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟小姐姐打招呼""}, {""sex"": ""1"", ""content"": ""小姐姐好！小姐姐还缺男朋友吗""}, {""sex"": ""1"", ""content"": ""我终于鼓起勇气来跟小仙女打招呼了！好激动""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯嗯嗯好的""}, {""sex"": ""1"", ""content"": ""小仙女这么爽快我还真没想到。""}, {""sex"": ""1"", ""content"": ""这么好说话的嘛，会不会有陷阱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你身材好好""}, {""sex"": ""1"", ""content"": ""那你有没有被我吸引啊。""}, {""sex"": ""1"", ""content"": ""身材再好，没你喜欢也没用。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你好好上课吧""}, {""sex"": ""1"", ""content"": ""没事，不会影响到上课的。""}, {""sex"": ""1"", ""content"": ""我一直都有在好好上课呀，你不用担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吃的都想吃""}, {""sex"": ""1"", ""content"": ""那你看看我好不好吃，要吃吗？""}, {""sex"": ""1"", ""content"": ""我深深的为我以后的钱包默哀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好看呢""}, {""sex"": ""1"", ""content"": ""我并不是只在乎相貌的肤浅之人。""}, {""sex"": ""1"", ""content"": ""每个人的审美都不同，所以是没有绝对的好看与不好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥好呀！""}, {""sex"": ""1"", ""content"": ""小姐姐你也好…好……好漂亮呀""}, {""sex"": ""1"", ""content"": ""要小姐姐亲一口才会好哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那现在饭好吃了嘛！""}, {""sex"": ""1"", ""content"": ""好吃啊，什么时候饭不好吃了？""}, {""sex"": ""1"", ""content"": ""现在吃啥都觉得好吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你挺好的""}, {""sex"": ""1"", ""content"": ""谢谢你的夸奖。""}, {""sex"": ""1"", ""content"": ""有你也挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你说说呗""}, {""sex"": ""1"", ""content"": ""那我就说说我是怎么喜欢你的吧。""}, {""sex"": ""1"", ""content"": ""太长了，我可能需要用一生来述说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说啥好呢""}, {""sex"": ""1"", ""content"": ""说一些自己想说的话就好了。""}, {""sex"": ""1"", ""content"": ""只要是你想的说什么都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你说件事""}, {""sex"": ""1"", ""content"": ""难道是要跟我商量结婚的日子？""}, {""sex"": ""1"", ""content"": ""什么事呀？你终于忍不住要跟我表白了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事没事没事""}, {""sex"": ""1"", ""content"": ""骗人，有什么事都可以跟我说的，别藏着掖着，好不好？""}, {""sex"": ""1"", ""content"": ""哦~我知道了，你肯定是想我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在看小说""}, {""sex"": ""1"", ""content"": ""难道是在看霸道总裁爱上我？""}, {""sex"": ""1"", ""content"": ""我会让你感受到小说式的浪漫爱情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没啥好说的""}, {""sex"": ""1"", ""content"": ""那就听我说说怎么喜欢你吧。""}, {""sex"": ""1"", ""content"": ""那我只好开撩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的真对""}, {""sex"": ""1"", ""content"": ""那你是不是要崇拜我一下下？""}, {""sex"": ""1"", ""content"": ""我什么时候说的不对了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想和你说了""}, {""sex"": ""1"", ""content"": ""你不和我说话我会憋死的。""}, {""sex"": ""1"", ""content"": ""那你想跟我干嘛？我不是那么随便的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就像个猪了""}, {""sex"": ""1"", ""content"": ""你见过猪能这么帅气的嘛。""}, {""sex"": ""1"", ""content"": ""那也是一只你的小猪猪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能交个朋友吗？""}, {""sex"": ""1"", ""content"": ""男女朋友我还是可以的。""}, {""sex"": ""1"", ""content"": ""没事先从朋友开始，慢慢就变成夫妻了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逛街""}, {""sex"": ""1"", ""content"": ""你需要一个提包的吗？""}, {""sex"": ""1"", ""content"": ""看来是时候和你来一场偶遇了。""}, {""sex"": ""1"", ""content"": ""一个人吃火锅，看电影，逛街，这不叫孤独，这叫一个人过的挺好""}, {""sex"": ""1"", ""content"": ""是给我挑衣服吗。""}, {""sex"": ""1"", ""content"": ""今天很晴朗 适合跟你一起逛街""}, {""sex"": ""1"", ""content"": ""你找到那个可以和你一起手牵手逛街吃饭看电影的人了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""结束话题""}, {""sex"": ""1"", ""content"": ""那我们可以开启爱的话题""}, {""sex"": ""1"", ""content"": ""一个话题的结束意味着另一个话题的开始啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑个毛线""}, {""sex"": ""1"", ""content"": ""有本事给我个毛线，我保证笑给你看。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不像坏人啊！""}, {""sex"": ""1"", ""content"": ""但是我只想做你一个人的坏人。""}, {""sex"": ""1"", ""content"": ""你见过什么坏人会把坏人写脸上吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是个坏人""}, {""sex"": ""1"", ""content"": ""是你一个人的专属坏人。""}, {""sex"": ""1"", ""content"": ""我承认我是坏人，我想偷走你的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是一个坏人""}, {""sex"": ""1"", ""content"": ""我承认我是对你动了坏心思的人。""}, {""sex"": ""1"", ""content"": ""你更坏，把我的心都骗走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天再聊""}, {""sex"": ""1"", ""content"": ""好，希望我们能拥有很多很多个明天。""}, {""sex"": ""1"", ""content"": ""那我今天就先委屈一点，在梦里跟你聊天吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""两个人""}, {""sex"": ""1"", ""content"": ""你和我，就是最完美的两个人。""}, {""sex"": ""1"", ""content"": ""你终于来了，我早就过够了一个人的生活了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会讲话哦""}, {""sex"": ""1"", ""content"": ""我给我喜欢的人讲这些话。""}, {""sex"": ""1"", ""content"": ""那你喜欢我这么会讲话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲笑话给我听""}, {""sex"": ""1"", ""content"": ""万一等会儿笑傻了咋办呢。""}, {""sex"": ""1"", ""content"": ""听说爱笑的女孩子运气都很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天生气""}, {""sex"": ""1"", ""content"": ""天天生气会不会把小仙女的仙气都气没了呀。""}, {""sex"": ""1"", ""content"": ""生气容易老，所以不要生气啦，让我看看你的笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个憨憨吧""}, {""sex"": ""1"", ""content"": ""而且还是个喜欢的憨憨。""}, {""sex"": ""1"", ""content"": ""怎么对憨憨有想法了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""探险""}, {""sex"": ""1"", ""content"": ""没想到小仙女的胆子竟然这么大呀""}, {""sex"": ""1"", ""content"": ""我跟你一起去探险，我可不放心你一个人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""思想危险""}, {""sex"": ""1"", ""content"": ""都是你害我有这么危险的思想的。""}, {""sex"": ""1"", ""content"": ""别担心，我可不是危险分子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我问你个问题""}, {""sex"": ""1"", ""content"": ""你问，我抱着知无不答言无不尽！""}, {""sex"": ""1"", ""content"": ""只要你想知道的，我都可以告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发个小红包""}, {""sex"": ""1"", ""content"": ""恐怕你想要的不止是小红包吧""}, {""sex"": ""1"", ""content"": ""小红包不够有诚意，我带你去找咱妈，让她给你发大红包""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拿红包来换""}, {""sex"": ""1"", ""content"": ""我这就叫我爸给他儿媳妇包红包。""}, {""sex"": ""1"", ""content"": ""你讨红包的方式还真是特别呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么愿望，你说吧。""}, {""sex"": ""1"", ""content"": ""我的愿望就是能让你喜欢我。""}, {""sex"": ""1"", ""content"": ""你是能实现我的愿望吗，如果可以我就说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话说滴""}, {""sex"": ""1"", ""content"": ""是不是说到你的心里去了。""}, {""sex"": ""1"", ""content"": ""我只是在说实话而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会嘞""}, {""sex"": ""1"", ""content"": ""不会也没事，我可以教你呀。""}, {""sex"": ""1"", ""content"": ""竟然还有小仙女不会的哦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要去开会""}, {""sex"": ""1"", ""content"": ""那你快去吧，一会开完会给我发消息""}, {""sex"": ""1"", ""content"": ""是不是又要开会讨论新项目了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幸会幸会""}, {""sex"": ""1"", ""content"": ""认识你是我今生最幸运的事""}, {""sex"": ""1"", ""content"": ""以后我的余生都不会再孤独了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会胖吗""}, {""sex"": ""1"", ""content"": ""哪里会胖，明明很可爱呀。""}, {""sex"": ""1"", ""content"": ""不胖不胖，我肯定能轻轻松松抱起你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有你不会的""}, {""sex"": ""1"", ""content"": ""人无完人，当然有我不会的啦。""}, {""sex"": ""1"", ""content"": ""生猴子这件事我就不会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没机会了""}, {""sex"": ""1"", ""content"": ""那你觉得我还有机会吗？""}, {""sex"": ""1"", ""content"": ""机会都是靠自己创造出来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只会吃不会做""}, {""sex"": ""1"", ""content"": ""你还真是个十足的小吃货啊。""}, {""sex"": ""1"", ""content"": ""还好我会做，以后我给你做好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会请你吃""}, {""sex"": ""1"", ""content"": ""那我得好好等这个机会了。""}, {""sex"": ""1"", ""content"": ""那我可以去请你吃饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己生""}, {""sex"": ""1"", ""content"": ""我倒是想生啊，可是我没有这个能力""}, {""sex"": ""1"", ""content"": ""当然要自己生，自己生的宝宝才亲呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会撩妹""}, {""sex"": ""1"", ""content"": ""那我怎么没有把你给你拿下呢。""}, {""sex"": ""1"", ""content"": ""再会撩妹也不见得能撩动你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会撩妹啊""}, {""sex"": ""1"", ""content"": ""那也得看我撩的是谁了。""}, {""sex"": ""1"", ""content"": ""还不是为了撩你做的准备。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚吃完饭不久""}, {""sex"": ""1"", ""content"": ""这样刚好可以吃下一顿了。""}, {""sex"": ""1"", ""content"": ""能吃是福，多吃点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这样的恶魔会吓到人的""}, {""sex"": ""1"", ""content"": ""你这样的天使，我会很喜欢的。""}, {""sex"": ""1"", ""content"": ""那你什么时候来拯救我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我欺负你？""}, {""sex"": ""1"", ""content"": ""你不欺负我，还能怎么样。""}, {""sex"": ""1"", ""content"": ""你说欺负我还能说什么啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被欺负""}, {""sex"": ""1"", ""content"": ""谁欺负你了，告诉我，我去帮你欺负回来""}, {""sex"": ""1"", ""content"": ""怎么有人忍心欺负这么可爱的你呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还在忙吗？""}, {""sex"": ""1"", ""content"": ""嗯啊，忙着忙着等会儿就不忙了。""}, {""sex"": ""1"", ""content"": ""没在忙了，这不是再和你聊天了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""努力就好了""}, {""sex"": ""1"", ""content"": ""我已经在努力了好不好！""}, {""sex"": ""1"", ""content"": ""我相信我会追上你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一样的呀""}, {""sex"": ""1"", ""content"": ""竟然是一样的，这么巧嘛？""}, {""sex"": ""1"", ""content"": ""能跟小仙女一样也太幸运了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼睛有点不舒服""}, {""sex"": ""1"", ""content"": ""是不是跑进沙子了？快眨一眨。""}, {""sex"": ""1"", ""content"": ""是不是用眼过度了，有眼药水吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多读书""}, {""sex"": ""1"", ""content"": ""你在看什么书呢，有什么好书可以推荐给我哦""}, {""sex"": ""1"", ""content"": ""看来你是个爱读书的好孩子呢""}], ""lock"": 1}"
