"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛呢？""}, {""sex"": ""1"", ""content"": ""在和说干嘛的人聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你也在等人么？?""}, {""sex"": ""1"", ""content"": ""我也在等我的朋友，他过几分钟就过来了。不知怎么的，我觉得很想认识你，刚才就忍不住过来和你说话了……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好像我的一个朋友""}, {""sex"": ""2"", ""content"": ""你咋那么老套？""}, {""sex"": ""1"", ""content"": ""这说明我撩妹技术不太高，没人实验啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想怎么样呢""}, {""sex"": ""1"", ""content"": ""我不想怎么样，只想你而已。""}, {""sex"": ""1"", ""content"": ""想看你为我穿上一次婚纱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作工作""}, {""sex"": ""1"", ""content"": ""努力工作，让自己变成一个好男人。""}, {""sex"": ""1"", ""content"": ""何以解忧，唯有努力工作。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作开心""}, {""sex"": ""1"", ""content"": ""能让工作变开心是一件很幸运的事。""}, {""sex"": ""1"", ""content"": ""能让自己开心的工作才有工作的动力呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那么早""}, {""sex"": ""1"", ""content"": ""早点可以多点时间来想你。""}, {""sex"": ""1"", ""content"": ""你也不是一样嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早早早哈""}, {""sex"": ""1"", ""content"": ""我可以要小仙女的早安吻吗""}, {""sex"": ""1"", ""content"": ""早早早，一大早就这么精神啊小仙女？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近怎样""}, {""sex"": ""1"", ""content"": ""明知故问，没有你怎么能好""}, {""sex"": ""1"", ""content"": ""最近一直在想你什么时候问我怎么样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那真巧""}, {""sex"": ""1"", ""content"": ""看来是老天爷安排的巧合啊。""}, {""sex"": ""1"", ""content"": ""缘分这东西就是来得措不及防啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么都不懂。""}, {""sex"": ""1"", ""content"": ""没事，我可以手把手教你啊。""}, {""sex"": ""1"", ""content"": ""你不懂才需要我呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不懂什么意思""}, {""sex"": ""1"", ""content"": ""非要我明明白白说出来你才会懂我的心意吗？""}, {""sex"": ""1"", ""content"": ""你要是不这么笨，我也不会这么为难了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴真甜。""}, {""sex"": ""1"", ""content"": ""你都没尝过怎么知道我嘴巴甜呢。""}, {""sex"": ""1"", ""content"": ""再甜也没有你的笑容来的甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你命中缺我""}, {""sex"": ""1"", ""content"": ""那你什么时候来填上这个空缺？""}, {""sex"": ""1"", ""content"": ""难怪前半生过得不顺，原来是缺了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我性格直爽""}, {""sex"": ""1"", ""content"": ""我就喜欢你这直爽的性格。""}, {""sex"": ""1"", ""content"": ""对你这种性格没有任何抵抗力""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想要我什么""}, {""sex"": ""1"", ""content"": ""我想要你这一生一世的陪我。""}, {""sex"": ""1"", ""content"": ""除了你这个人，我还能要什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想早点睡觉""}, {""sex"": ""1"", ""content"": ""那就去啊，早睡早起身体好啊。""}, {""sex"": ""1"", ""content"": ""这么早睡觉，你是准备梦到我嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么用呢？""}, {""sex"": ""1"", ""content"": ""慢慢来，以后你就会发现它的用途了""}, {""sex"": ""1"", ""content"": ""所有东西都是有用的，只是在于你有没有发现它的价值而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有何用""}, {""sex"": ""1"", ""content"": ""有什么用途到时候你自然就知道了""}, {""sex"": ""1"", ""content"": ""并不一定要有用呀，对不对""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""成精了""}, {""sex"": ""1"", ""content"": ""新中国成立之后，就没有成精一说了。""}, {""sex"": ""1"", ""content"": ""这叫通人性，不叫成精行不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干哈呢""}, {""sex"": ""1"", ""content"": ""在给世界上最漂亮的女人发信息啊""}, {""sex"": ""1"", ""content"": ""在回答一个我在干什么的问题呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候说的""}, {""sex"": ""1"", ""content"": ""你上辈子是条鱼吧，是不是只存留7秒钟的记忆？""}, {""sex"": ""1"", ""content"": ""什么时候说的不重要，重要的是让你知道我的心意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帮忙喜欢我""}, {""sex"": ""1"", ""content"": ""那你可得帮我另一个忙了，帮忙爱上我""}, {""sex"": ""1"", ""content"": ""这个忙可能有点难""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怕什么""}, {""sex"": ""1"", ""content"": ""天不怕地不怕，哥哥我什么都不怕""}, {""sex"": ""1"", ""content"": ""难道你觉得我有什么是害怕的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么不开心的吗？""}, {""sex"": ""1"", ""content"": ""见不到你很不开心算不算？""}, {""sex"": ""1"", ""content"": ""你愿意逗我开心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好开心好开心""}, {""sex"": ""1"", ""content"": ""你开心了，我就开心了。""}, {""sex"": ""1"", ""content"": ""小小的人啊，好开心呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""了解了解你""}, {""sex"": ""1"", ""content"": ""你想了解我什么，我都会告诉你的。""}, {""sex"": ""1"", ""content"": ""好啊，那我们彼此互相了解吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不了解""}, {""sex"": ""1"", ""content"": ""给我点时间，我肯定可以了解得很透彻。""}, {""sex"": ""1"", ""content"": ""我愿意一点一点去了解，知道了解你的全部。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""迷上你了咋办""}, {""sex"": ""1"", ""content"": ""还能咋办啊，继续迷着呗。""}, {""sex"": ""1"", ""content"": ""我也不知道，反正我也迷上你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你算了吧""}, {""sex"": ""1"", ""content"": ""我喜欢你，不可能这么算了。""}, {""sex"": ""1"", ""content"": ""对不起，我从不是个认输的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不睡我可睡了""}, {""sex"": ""1"", ""content"": ""睡吧，我等你睡了我再睡。""}, {""sex"": ""1"", ""content"": ""那你记得在梦里等我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡了，""}, {""sex"": ""1"", ""content"": ""睡吧睡吧，我亲爱的小仙女""}, {""sex"": ""1"", ""content"": ""好梦，我们梦里见""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是睡醒了""}, {""sex"": ""1"", ""content"": ""这么早就睡醒啦，都不多睡会哦""}, {""sex"": ""1"", ""content"": ""睡醒了该跟我说早安啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡了一觉""}, {""sex"": ""1"", ""content"": ""难道不是睡了好多觉了吗？""}, {""sex"": ""1"", ""content"": ""睡觉的时候有没有梦到我呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少来了""}, {""sex"": ""1"", ""content"": ""那我多来点别的。""}, {""sex"": ""1"", ""content"": ""你看我的样子是多么的真诚啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和好了""}, {""sex"": ""1"", ""content"": ""对嘛，夫妻不吵隔夜架的对吧。""}, {""sex"": ""1"", ""content"": ""你再不跟我和好，我就要冲过去找你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""输不起了""}, {""sex"": ""1"", ""content"": ""可是谁又能输的起呢。""}, {""sex"": ""1"", ""content"": ""人生就这么一次，谁都输不起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都老了""}, {""sex"": ""1"", ""content"": ""生老病死是常态，我会老去，你也会。""}, {""sex"": ""1"", ""content"": ""你仗着自己是小仙女不会老是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都困了""}, {""sex"": ""1"", ""content"": ""困了就到我怀里来睡觉觉吧""}, {""sex"": ""1"", ""content"": ""那你快睡，我们到梦乡里聊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在饿了""}, {""sex"": ""1"", ""content"": ""现在饿肚子可不是意见好事哟。""}, {""sex"": ""1"", ""content"": ""别让自己饿了，万一饿坏了咋办呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你是疯了吗""}, {""sex"": ""1"", ""content"": ""我是爱你爱到疯的。""}, {""sex"": ""1"", ""content"": ""我只是一个爱情里的疯子罢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""困了就睡呀""}, {""sex"": ""1"", ""content"": ""我也想睡，可是就是困还睡不着啊""}, {""sex"": ""1"", ""content"": ""我想要你陪我睡""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""狗子 你变了""}, {""sex"": ""1"", ""content"": ""变成更高更帅了是不是？""}, {""sex"": ""1"", ""content"": ""再怎么变还是喜欢你的我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起床了小懒猪""}, {""sex"": ""1"", ""content"": ""完了，这次小懒猪起不了床了。""}, {""sex"": ""1"", ""content"": ""床太舒服了，我都有点舍不得起床了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喂起床了""}, {""sex"": ""1"", ""content"": ""怎么可以叫喂呢，应该叫亲爱的""}, {""sex"": ""1"", ""content"": ""我正在努力起床中""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懂吗？""}, {""sex"": ""1"", ""content"": ""现在不懂，以后总有机会懂""}, {""sex"": ""1"", ""content"": ""不懂，我也不愿意懂。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哎，又要长胖了""}, {""sex"": ""1"", ""content"": ""人生大事不长胖怎么对得起自己呢。""}, {""sex"": ""1"", ""content"": ""胖点好啊，我妈喜欢胖媳妇儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发错群了""}, {""sex"": ""1"", ""content"": ""以为我是一个人，原来我只是一群人之一。""}, {""sex"": ""1"", ""content"": ""出糗了吧，没事儿，摸摸我的小可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚很早就睡了""}, {""sex"": ""1"", ""content"": ""原来是很早就到梦乡里会我了。""}, {""sex"": ""1"", ""content"": ""哼哼，没跟我说晚安就睡了，害我睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚下班很晚""}, {""sex"": ""1"", ""content"": ""那我去接你吧，女孩子一个人晚上不安全。""}, {""sex"": ""1"", ""content"": ""怎么了，是要加班吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好，晚安""}, {""sex"": ""1"", ""content"": ""晚安，梦里见。""}, {""sex"": ""1"", ""content"": ""有你的晚安，我相信我能睡得很香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想到哪里去了""}, {""sex"": ""1"", ""content"": ""我想到你的心里去了。""}, {""sex"": ""1"", ""content"": ""你亲自进来看看就知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能去哪""}, {""sex"": ""1"", ""content"": ""当然是到我心里来。""}, {""sex"": ""1"", ""content"": ""你想去哪就去哪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生气走了""}, {""sex"": ""1"", ""content"": ""不要生气啦，你一生气就不好看""}, {""sex"": ""1"", ""content"": ""你走去哪！有我在你还想走？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我被甜吐了""}, {""sex"": ""1"", ""content"": ""还有更甜的在后头呢。""}, {""sex"": ""1"", ""content"": ""你自己都笑的这么甜，还好意思说甜吐了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不做梦""}, {""sex"": ""1"", ""content"": ""不做梦说明你的睡眠质量很好呀。""}, {""sex"": ""1"", ""content"": ""以后我们一起睡觉，我陪你做梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天做了一个梦""}, {""sex"": ""1"", ""content"": ""一定是梦到我了对不对。""}, {""sex"": ""1"", ""content"": ""做了什么梦，是不是跟我有关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没下雪""}, {""sex"": ""1"", ""content"": ""我这儿下雪了，给你看看美丽的雪景。""}, {""sex"": ""1"", ""content"": ""那说明你哪里还不算太冷。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢下雪天""}, {""sex"": ""1"", ""content"": ""我喜欢能跟你一起赏雪景的下雪天。""}, {""sex"": ""1"", ""content"": ""要是能跟你一起看雪就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么早就起了""}, {""sex"": ""1"", ""content"": ""早睡早起身体好啊。""}, {""sex"": ""1"", ""content"": ""不早点起床都对不起自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想休息休息""}, {""sex"": ""1"", ""content"": ""想休息就休息，不要让自己累着了。""}, {""sex"": ""1"", ""content"": ""一定要劳逸结合，不要一心扑在工作上，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去休息吧""}, {""sex"": ""1"", ""content"": ""我会一边休息一边想你的。""}, {""sex"": ""1"", ""content"": ""嗯嗯，等我休息好了就给你发消息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""休息日""}, {""sex"": ""1"", ""content"": ""太好了，休息日就可以好好睡一觉了""}, {""sex"": ""1"", ""content"": ""休息日你应该没有安排吧，要不要去看个电影放松放松""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起来了吗""}, {""sex"": ""1"", ""content"": ""已经起来了，时刻等待着小仙女的召唤""}, {""sex"": ""1"", ""content"": ""想你想到睡不着的，你说我起来了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝啥酒了""}, {""sex"": ""1"", ""content"": ""你能想象的我都喝了。""}, {""sex"": ""1"", ""content"": ""看来，你是很想喝酒啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""热死啦""}, {""sex"": ""1"", ""content"": ""可能是因为我的对你爱太过炙热了。""}, {""sex"": ""1"", ""content"": ""我这条命就是空调给的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没钱包""}, {""sex"": ""1"", ""content"": ""这个时代，手机代替了钱包！""}, {""sex"": ""1"", ""content"": ""你的微信里面不就有钱包嘛，嘻嘻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算了，不聊了""}, {""sex"": ""1"", ""content"": ""行吧，那我等后面再和你聊吧。""}, {""sex"": ""1"", ""content"": ""看来我们聊天是真的很佛系啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的气死我了""}, {""sex"": ""1"", ""content"": ""不要气死啦，不然我就没你这个小可爱了。""}, {""sex"": ""1"", ""content"": ""放心，以后我绝对不会气你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生病了""}, {""sex"": ""1"", ""content"": ""为什么不好好照顾我的小仙女？""}, {""sex"": ""2"", ""content"": ""我也不想生病……""}, {""sex"": ""1"", ""content"": ""有没有吃药？会不会很难受？你一生病我就觉得很心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生生病了""}, {""sex"": ""1"", ""content"": ""我就知道没有我在你身边你就不能好好照顾自己。""}, {""sex"": ""1"", ""content"": ""生病了很难受吧，这时候是不是特别想要一个男朋友的怀抱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抠脚""}, {""sex"": ""1"", ""content"": ""你是传说中的抠脚大汉？""}, {""sex"": ""1"", ""content"": ""真担心你的脚会不会被你抠坏。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人呆着""}, {""sex"": ""1"", ""content"": ""到我的世界来，我们就是两个人待着了。""}, {""sex"": ""1"", ""content"": ""一个人很无聊吧，幸好有我陪着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一般人""}, {""sex"": ""1"", ""content"": ""难不成我就是二般人了？""}, {""sex"": ""1"", ""content"": ""那巧了，我也是一般人正好配一对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不一般""}, {""sex"": ""1"", ""content"": ""你就是颜色不一样的烟火。""}, {""sex"": ""1"", ""content"": ""你是我的人，怎么可能一般。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也不一定哦""}, {""sex"": ""1"", ""content"": ""这个世界谁能知道一定呢。""}, {""sex"": ""1"", ""content"": ""遇见你就有可能是一定的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和我一样""}, {""sex"": ""1"", ""content"": ""竟然跟你一样，看来我们相当有缘啊。""}, {""sex"": ""1"", ""content"": ""看来这是我的荣幸啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""双十一啊""}, {""sex"": ""1"", ""content"": ""今天的西北风味道有点好啊。""}, {""sex"": ""1"", ""content"": ""淘宝的购物车让你的钱包心疼没。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生不一样""}, {""sex"": ""1"", ""content"": ""大家都是人能有什么不一样的。""}, {""sex"": ""1"", ""content"": ""男生哪里不一样，你跟我说说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一下""}, {""sex"": ""1"", ""content"": ""一下怎么够，至少要十下呀！""}, {""sex"": ""1"", ""content"": ""一下就一下吧，不能再多了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘬你一口""}, {""sex"": ""1"", ""content"": ""嘬一口就想跑，想得美啊！""}, {""sex"": ""1"", ""content"": ""你信不信我过来也亲你一口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再给我一次机会""}, {""sex"": ""1"", ""content"": ""那就再给你一次机会，你可得好好把握住哦。""}, {""sex"": ""1"", ""content"": ""有些机会错过了就是错过了，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们这也下雨""}, {""sex"": ""1"", ""content"": ""下一场雨倒是凉快不少。""}, {""sex"": ""1"", ""content"": ""一起下雨是不是相当于我们在一起？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨很大""}, {""sex"": ""1"", ""content"": ""那你好好待着，等我过来接你。""}, {""sex"": ""1"", ""content"": ""下雨的时候千万不要去淋雨知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就见过一面""}, {""sex"": ""1"", ""content"": ""但是那一面就让我忘不了你。""}, {""sex"": ""1"", ""content"": ""这一面实在是记忆犹新啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不认识吗""}, {""sex"": ""1"", ""content"": ""要不要从现在开始认识一下？""}, {""sex"": ""1"", ""content"": ""小仙女这么有名，谁不认识呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不认识我啊""}, {""sex"": ""1"", ""content"": ""你想让我认识一下嘛！""}, {""sex"": ""1"", ""content"": ""那我现在认识一下不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""反正也不认识""}, {""sex"": ""1"", ""content"": ""没事，我们可以互相认识认识。""}, {""sex"": ""1"", ""content"": ""这时候认识一下不是很好嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不心疼你""}, {""sex"": ""1"", ""content"": ""你这样子让我觉得好心疼啊。""}, {""sex"": ""1"", ""content"": ""那以后我只能替你来心疼我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点都不心疼""}, {""sex"": ""1"", ""content"": ""你竟然不心疼我，太伤我心了。""}, {""sex"": ""1"", ""content"": ""嘤嘤嘤，我只能默默地抱住自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一会睡觉了""}, {""sex"": ""1"", ""content"": ""睡神附体的你啊！""}, {""sex"": ""1"", ""content"": ""睡吧，小心睡成小猪猪""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一个小胖子""}, {""sex"": ""1"", ""content"": ""这么可爱的小胖纸吗？""}, {""sex"": ""1"", ""content"": ""我就喜欢你这个小胖纸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你们男人和我们女人不一样""}, {""sex"": ""1"", ""content"": ""我们男人就是喜欢你们女人的不一样！""}, {""sex"": ""1"", ""content"": ""女人，你知不知道我喜欢你啊 。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡一觉起来了""}, {""sex"": ""1"", ""content"": ""感觉整个人都不是自己了。""}, {""sex"": ""1"", ""content"": ""睡觉真的是一件很好的事情啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在跟猪聊天啊""}, {""sex"": ""1"", ""content"": ""哪有这么帅气的猪啊！""}, {""sex"": ""1"", ""content"": ""那我就在跟被猪拱的大白菜聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""沐浴阳光，美好的一天开始啦""}, {""sex"": ""1"", ""content"": ""没有你在怎么会美好""}, {""sex"": ""1"", ""content"": ""先从和我打声招呼开始吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好美""}, {""sex"": ""1"", ""content"": ""夜色再美，也不及你美。""}, {""sex"": ""1"", ""content"": ""这么美的晚上，要是能跟你待在一起就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想不想笑一下""}, {""sex"": ""1"", ""content"": ""不想，我只想看你笑一下。""}, {""sex"": ""1"", ""content"": ""难不成你要逗我笑？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想怎么改下形象""}, {""sex"": ""1"", ""content"": ""你无论是什么形象都不会改变你是小仙女的事实呀。""}, {""sex"": ""1"", ""content"": ""比方说，改成我女朋友的形象吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有太阳吗""}, {""sex"": ""1"", ""content"": ""你不就是我的太阳吗。""}, {""sex"": ""1"", ""content"": ""太阳公公都出来晒你屁股了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢干啥""}, {""sex"": ""1"", ""content"": ""喜欢跟你聊天，喜欢跟你待在一起""}, {""sex"": ""1"", ""content"": ""喜欢跟你做一切事情""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""切。""}, {""sex"": ""1"", ""content"": ""切，切，切西瓜，我把西瓜切两半。""}, {""sex"": ""1"", ""content"": ""你这样可就不好看了，女孩子要温柔点知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我自己待会""}, {""sex"": ""1"", ""content"": ""那你先自己冷静冷静，你要是需要我就随时喊我，我一直都在。""}, {""sex"": ""1"", ""content"": ""可是很多人说让女生一个人待着就会出事的，我不放心你自己待着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待期待""}, {""sex"": ""1"", ""content"": ""这么美好的期待，一定会成真的。""}, {""sex"": ""1"", ""content"": ""我也好期待，激动的心情难以言喻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有收到礼物""}, {""sex"": ""1"", ""content"": ""礼物要你来自提呀。""}, {""sex"": ""1"", ""content"": ""那我就送你第一份礼物吧，送你一个男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我买礼物""}, {""sex"": ""1"", ""content"": ""我把我自己当做礼物送给你好不。""}, {""sex"": ""1"", ""content"": ""你不奖励下就让我给你买礼物的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好休息一下吧""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好休息的。""}, {""sex"": ""1"", ""content"": ""这不是正在努力休息吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你一起睡""}, {""sex"": ""1"", ""content"": ""你是不是想跟我一起睡想了很久了？""}, {""sex"": ""1"", ""content"": ""好想立刻飞到你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早睡早起呀""}, {""sex"": ""1"", ""content"": ""作息这么好，看来我要好好向小仙女学习了。""}, {""sex"": ""1"", ""content"": ""以后我们一起早睡早起，我要改掉自己熬夜的坏习惯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想和你一起睡""}, {""sex"": ""1"", ""content"": ""床上留了一个位置，你什么时候来都行。""}, {""sex"": ""1"", ""content"": ""别想了，行动起来好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早睡早起嘛""}, {""sex"": ""1"", ""content"": ""小仙女的习惯真好。""}, {""sex"": ""1"", ""content"": ""看来我以后要在你的带领下早睡早起了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""习惯吗""}, {""sex"": ""1"", ""content"": ""就算不习惯我也得习惯呀。""}, {""sex"": ""1"", ""content"": ""我会慢慢习惯喜欢你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是宝贝""}, {""sex"": ""1"", ""content"": ""那你就是宝宝。""}, {""sex"": ""1"", ""content"": ""你不就是我的宝贝嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这里这里""}, {""sex"": ""1"", ""content"": ""知道啦，你别这么激动嘛""}, {""sex"": ""1"", ""content"": ""这里是哪里这里是哪里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好笑吧""}, {""sex"": ""1"", ""content"": ""笑点低的人，比较容易幸福。""}, {""sex"": ""1"", ""content"": ""爱笑的人，运气都挺好的。""}], ""lock"": 1}"
