"{""chat"": [{""sex"": ""2"", ""content"": ""今天请假了""}, {""sex"": ""1"", ""content"": ""刚好你请假 ，我又得知情报?不如一起去玩玩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是女强人""}, {""sex"": ""1"", ""content"": ""独立自主的新时代女性，出于对你的欣赏，晚上请你看电影。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊""}, {""sex"": ""1"", ""content"": ""我是你在等的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对你好吗""}, {""sex"": ""1"", ""content"": ""好，但我希望是对男朋友的那种好。""}, {""sex"": ""1"", ""content"": ""好到我想把你娶回家了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同事送的""}, {""sex"": ""1"", ""content"": ""男同事吗，那我会吃醋的哦。""}, {""sex"": ""1"", ""content"": ""我送你的话你会收吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在外边吃饭""}, {""sex"": ""1"", ""content"": ""都在吃什么好吃的啊，带上我呀""}, {""sex"": ""1"", ""content"": ""我也好想吃饭啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭要紧""}, {""sex"": ""1"", ""content"": ""人是铁饭是钢，一顿不吃饿得慌。""}, {""sex"": ""1"", ""content"": ""在吃货眼里，吃才是正事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等一下哈""}, {""sex"": ""1"", ""content"": ""只要你愿意，我等两下都没问题。""}, {""sex"": ""1"", ""content"": ""好，我知道你动作慢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不等我""}, {""sex"": ""1"", ""content"": ""看在你腿比我短的份上，等你一下下好了。""}, {""sex"": ""1"", ""content"": ""那我走慢一点，你走快一点好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞧你自恋的""}, {""sex"": ""1"", ""content"": ""我这不是喜欢一下你喜欢的人吗。""}, {""sex"": ""1"", ""content"": ""想恋你又没得恋，只好恋自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不言""}, {""sex"": ""1"", ""content"": ""你不言我不语，我们确实挺有默契""}, {""sex"": ""1"", ""content"": ""我只是一直在等你开口呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请滚一下""}, {""sex"": ""1"", ""content"": ""麻烦你先示范一下。""}, {""sex"": ""1"", ""content"": ""滚滚滚，滚到你心里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加我微信吧""}, {""sex"": ""1"", ""content"": ""你终于主动说要加微信了！""}, {""sex"": ""1"", ""content"": ""好啊，你的朋友圈又多一个给你点赞的人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子疼疼""}, {""sex"": ""1"", ""content"": ""我帮你揉揉肚肚好不好？""}, {""sex"": ""1"", ""content"": ""肚子怎么会疼疼呢，是不是吃坏东西了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩手机鸭""}, {""sex"": ""1"", ""content"": ""手机鸭是什么鸭啊？""}, {""sex"": ""1"", ""content"": ""手机和我，今天你必须选择一个！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""粽子节快乐鸭""}, {""sex"": ""1"", ""content"": ""我是棕叶你是米，一层一层裹住你；你是牙齿我是米，香香甜甜粘住你；棕子里有多少米，代表我有多想你。祝我的小可爱粽子节快乐~""}, {""sex"": ""1"", ""content"": ""端午安康，感觉你的祝福比粽子还香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还肚子疼""}, {""sex"": ""1"", ""content"": ""我帮你揉一揉好不好？""}, {""sex"": ""1"", ""content"": ""一想到你肚子疼我就觉得难受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻子。""}, {""sex"": ""1"", ""content"": ""我要做个喜欢你的傻子！""}, {""sex"": ""1"", ""content"": ""傻子才喜欢你这么久呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可是跑的很快的哦""}, {""sex"": ""1"", ""content"": ""你像兔子一样可爱，总得跟兔子一样跑得快吧。""}, {""sex"": ""1"", ""content"": ""你在我心里本来就跑的很快了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都是女孩子""}, {""sex"": ""1"", ""content"": ""但是像你这么可爱的女孩子就只有你这一个啊""}, {""sex"": ""1"", ""content"": ""难道男孩子就不可以跟女孩子玩了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗子一个""}, {""sex"": ""1"", ""content"": ""我可没有把这么好看的你骗到手呀""}, {""sex"": ""1"", ""content"": ""我长得像是那种应该要骗你的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗子太多了""}, {""sex"": ""1"", ""content"": ""放心吧，我是不会骗你的。""}, {""sex"": ""1"", ""content"": ""个个都想把你骗回家啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个脑子""}, {""sex"": ""1"", ""content"": ""是不是觉得我的脑子特别聪明。""}, {""sex"": ""1"", ""content"": ""我的脑子里面全都是你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我正常点""}, {""sex"": ""1"", ""content"": ""我今天有点亢奋，有点按捺不住""}, {""sex"": ""1"", ""content"": ""我要是正常点，真怕你受不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正常点聊天""}, {""sex"": ""1"", ""content"": ""我怕太正常了，你会受不了。""}, {""sex"": ""1"", ""content"": ""看到喜欢的人就紧张，没办法正常。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这不是很正常""}, {""sex"": ""1"", ""content"": ""正常正常，那应该是我不正常了""}, {""sex"": ""1"", ""content"": ""虽然你觉得很正常，但我还是觉得有点不可思议""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不上你家户口""}, {""sex"": ""1"", ""content"": ""你可以上我家户口本！""}, {""sex"": ""1"", ""content"": ""我的到来就是为了让你上我家户口本。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想上你家户口本""}, {""sex"": ""1"", ""content"": ""我家户口本岂是你想上就上的，说好了不许反悔！""}, {""sex"": ""1"", ""content"": ""那你想用什么名义上我家户口本呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不知道女生喜欢什么""}, {""sex"": ""1"", ""content"": ""那你知道一个男生喜欢什么吗？""}, {""sex"": ""1"", ""content"": ""那就给个机会让我知道一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生撩男生""}, {""sex"": ""1"", ""content"": ""女生撩男生可以，但是你只能撩我。""}, {""sex"": ""1"", ""content"": ""你要是亲我一下我就教你怎么撩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么突然说这个""}, {""sex"": ""1"", ""content"": ""不知道为什么就是想和你说这个。""}, {""sex"": ""1"", ""content"": ""我怕今天过后就来不及了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这会能干嘛""}, {""sex"": ""1"", ""content"": ""你想干嘛都可以呀，我都会陪着你的。""}, {""sex"": ""1"", ""content"": ""能干的事情可多了，我们可以聊天可以打电话还可以视频。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要保护我吗""}, {""sex"": ""1"", ""content"": ""保护喜欢的理所应当。""}, {""sex"": ""1"", ""content"": ""你需要我的保护吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""地上打滚""}, {""sex"": ""1"", ""content"": ""地上太脏了，到我的床上滚吧。""}, {""sex"": ""1"", ""content"": ""小傻瓜你是皮球嘛，在地上打滚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在发呆呀""}, {""sex"": ""1"", ""content"": ""哪里是发呆呀，其实是想我，对不对？""}, {""sex"": ""1"", ""content"": ""与其发呆不如想想我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在理发""}, {""sex"": ""1"", ""content"": ""记得要弄一个非常好看的发型哟。""}, {""sex"": ""1"", ""content"": ""你的头发那么好看为什么要理啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个猪蹄子""}, {""sex"": ""1"", ""content"": ""怎么，想吃猪蹄子？""}, {""sex"": ""1"", ""content"": ""大猪蹄子的味道你尝过吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真好。""}, {""sex"": ""1"", ""content"": ""能够得到你的高度赞同本人深表荣幸。""}, {""sex"": ""1"", ""content"": ""知道好就要好好珍惜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃好睡好""}, {""sex"": ""1"", ""content"": ""人生不用有太高的追求，吃好睡好就很幸福了""}, {""sex"": ""1"", ""content"": ""能够吃好睡好就已经超过很多人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘻嘻，还好啦""}, {""sex"": ""1"", ""content"": ""笑得这么开心，只是还好而已吗？""}, {""sex"": ""1"", ""content"": ""看你这样子明显就不止还好嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈还好吧""}, {""sex"": ""1"", ""content"": ""怎么才能让你去掉“还”字""}, {""sex"": ""1"", ""content"": ""是不是觉得还可以更好一些？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用干活吗""}, {""sex"": ""1"", ""content"": ""我这种等级还需要干活吗？""}, {""sex"": ""1"", ""content"": ""一边干活一边聊天，不会影响的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，很好""}, {""sex"": ""1"", ""content"": ""那就好呀，你这么说我就放心了。""}, {""sex"": ""1"", ""content"": ""看来小仙女的心情相当不错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑的真好看""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我以后天天笑给你看。""}, {""sex"": ""1"", ""content"": ""难道只是笑很好看而已吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好有学问""}, {""sex"": ""1"", ""content"": ""不敢说有学问，只是对一些事情略知而已""}, {""sex"": ""1"", ""content"": ""过奖了，要是有什么问题也可以问我，能帮上的尽量帮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""越来越好奇了""}, {""sex"": ""1"", ""content"": ""你不知道好奇心害死猫嘛。""}, {""sex"": ""1"", ""content"": ""那你想知道什么，我会满足你的好奇心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇怪你""}, {""sex"": ""1"", ""content"": ""觉得奇怪是因为你开始对我感兴趣了""}, {""sex"": ""1"", ""content"": ""哪里奇怪了？我只是一个很正常的男人而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午加班""}, {""sex"": ""1"", ""content"": ""中午不休息的话，下午会很难受的""}, {""sex"": ""1"", ""content"": ""连中午都要加班也太惨了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头发好看吗""}, {""sex"": ""1"", ""content"": ""不好看，还是人比较好看。""}, {""sex"": ""1"", ""content"": ""生长在你头上的哪能不好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您好呀""}, {""sex"": ""1"", ""content"": ""原来你已经把我放在心上了。""}, {""sex"": ""1"", ""content"": ""面对自己未来的男朋友，就不用这么客气啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不好玩""}, {""sex"": ""1"", ""content"": ""跟我一起玩，我带你玩好玩的""}, {""sex"": ""1"", ""content"": ""没有我在肯定就不好玩了呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你就好好休息""}, {""sex"": ""1"", ""content"": ""有你在的话，我会休息的更好""}, {""sex"": ""1"", ""content"": ""休息前是不是应该和你说一声呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以休息""}, {""sex"": ""1"", ""content"": ""可以休息就好啦，那你可以好好睡个觉了""}, {""sex"": ""1"", ""content"": ""那你快去休息，别让我的小仙女累坏了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我腿不好看""}, {""sex"": ""1"", ""content"": ""以后它总是会好看起来的。""}, {""sex"": ""1"", ""content"": ""哪里不好看了？你跟我说说看怎么就不好看你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好看呀""}, {""sex"": ""1"", ""content"": ""你这眼睛看来是需要带你去医院看看了。""}, {""sex"": ""1"", ""content"": ""请不要对我的审美质疑可以吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还有课""}, {""sex"": ""1"", ""content"": ""那你好好上课，我乖乖等你下课。""}, {""sex"": ""1"", ""content"": ""虽然很想多跟你说说话，但是还是不打扰你上课了，等你下课了我们再聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我不好""}, {""sex"": ""1"", ""content"": ""我会加倍对你好的。""}, {""sex"": ""1"", ""content"": ""你这么可爱，怎么会有人舍得对你不好呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲早上好""}, {""sex"": ""1"", ""content"": ""你知道昨晚我闯进你的梦里了吗？早上好""}, {""sex"": ""1"", ""content"": ""早上好，哈！你今天早上好美啊…""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好1""}, {""sex"": ""1"", ""content"": ""早上好，今天又是想你的一天。""}, {""sex"": ""1"", ""content"": ""今天又是新的一天，又是更爱你的一天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你好呀""}, {""sex"": ""1"", ""content"": ""你好啊，恭喜你自投罗网咯""}, {""sex"": ""1"", ""content"": ""小哥哥看到你的时候才是真的好呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦里见我""}, {""sex"": ""1"", ""content"": ""我怕在梦里被你欺负""}, {""sex"": ""1"", ""content"": ""梦中女神，你天天见好不好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的，辛苦了""}, {""sex"": ""1"", ""content"": ""不辛苦不辛苦，有你的慰问我觉得一切都值得""}, {""sex"": ""1"", ""content"": ""现在的辛苦都是为了以后能够享受""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好辛苦呢""}, {""sex"": ""1"", ""content"": ""是啊，所以我需要你的安慰。""}, {""sex"": ""1"", ""content"": ""不辛苦，一想到你我就觉得浑身充满力量。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦啥""}, {""sex"": ""1"", ""content"": ""等了我这么久，辛苦你了。""}, {""sex"": ""1"", ""content"": ""我这不是怕你累着嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨""}, {""sex"": ""1"", ""content"": ""看到我有没有特别嗨呀""}, {""sex"": ""2"", ""content"": ""没有哦""}, {""sex"": ""1"", ""content"": ""你就不能安慰我一下，假装很嗨吗""}, {""sex"": ""2"", ""content"": ""我这个人从来不说假话~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于说实话了""}, {""sex"": ""1"", ""content"": ""我就是怕吓到你了，所以一直不敢跟你说实话的。""}, {""sex"": ""1"", ""content"": ""终于说出来了，其实我也憋得很辛苦的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可啥都没说""}, {""sex"": ""1"", ""content"": ""就算你啥都没说我也都懂了。""}, {""sex"": ""1"", ""content"": ""可是你想说的话我都已经感受到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天说吧""}, {""sex"": ""1"", ""content"": ""好，我们会有无数个明天可以说。""}, {""sex"": ""1"", ""content"": ""那今天就早点睡吧，晚安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事你说""}, {""sex"": ""1"", ""content"": ""等会儿我说的太多了咋办啊。""}, {""sex"": ""1"", ""content"": ""我在说喜欢你好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会说会说""}, {""sex"": ""1"", ""content"": ""见到你这么好看的人，当然会说啦。""}, {""sex"": ""1"", ""content"": ""主要碰到一个能让我会说话的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞧你这话说的""}, {""sex"": ""1"", ""content"": ""是不是说到你的心坎里了。""}, {""sex"": ""1"", ""content"": ""只要能撩到你，说什么都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有几个""}, {""sex"": ""1"", ""content"": ""有几个一点都不重要，因为她们都是过去式""}, {""sex"": ""1"", ""content"": ""无论有几个都比不上你这个重要""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人坐车""}, {""sex"": ""1"", ""content"": ""那你一个人要小心啊，路上要注意安全""}, {""sex"": ""1"", ""content"": ""一个人坐车很无聊吧，路上我陪你聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交朋友吗？""}, {""sex"": ""1"", ""content"": ""谈恋爱的那种吗？""}, {""sex"": ""1"", ""content"": ""好啊，以后我就是你的男朋友了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见即是上上签""}, {""sex"": ""1"", ""content"": ""所以我们得好好珍惜这个上上签。""}, {""sex"": ""1"", ""content"": "" 纵使结局不如意""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼神不好吧你""}, {""sex"": ""1"", ""content"": ""眼神好的时候都用来看上你了。""}, {""sex"": ""1"", ""content"": ""都怪眼里的你实在太耀眼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里来的小哥哥""}, {""sex"": ""1"", ""content"": ""我是月老那儿来的。""}, {""sex"": ""1"", ""content"": ""来自你心底的小哥哥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊   小哥哥""}, {""sex"": ""1"", ""content"": ""小哥哥很高兴，准备带你吃好吃的。""}, {""sex"": ""1"", ""content"": ""你好啊，小仙女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""话题重启""}, {""sex"": ""1"", ""content"": ""都怪我不会说话，才找不到话题，真的对不起""}, {""sex"": ""1"", ""content"": ""你说你感兴趣的东西吧，我应该接的下去，相信我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""话题""}, {""sex"": ""1"", ""content"": ""你的空气刘海真好看，像网红。""}, {""sex"": ""2"", ""content"": ""哈哈，你真会说话。""}, {""sex"": ""1"", ""content"": ""真羡慕你有一个会夸人的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没见过面""}, {""sex"": ""1"", ""content"": ""但是我已经在梦里见过你了。""}, {""sex"": ""1"", ""content"": ""以后总是会有机会与你见面的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""求你做个人""}, {""sex"": ""1"", ""content"": ""我这哪里不像是一个人了呀。""}, {""sex"": ""1"", ""content"": ""我是个人已经很久了好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""行行吧""}, {""sex"": ""1"", ""content"": ""爱你可不是行不行的问题了。""}, {""sex"": ""1"", ""content"": ""好像有点勉强吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想谈个恋爱""}, {""sex"": ""1"", ""content"": ""好啊，那我们开始谈吧。""}, {""sex"": ""1"", ""content"": ""那你要跟我谈吗，你要做我女朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你拿什么保证""}, {""sex"": ""1"", ""content"": ""我拿我下半生！""}, {""sex"": ""1"", ""content"": ""我拿我这个人保证。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请问有事吗？""}, {""sex"": ""1"", ""content"": ""我就是想来问问你需不需要男朋友""}, {""sex"": ""1"", ""content"": ""有很重要的事，想未来女朋友聊聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""红包发一个""}, {""sex"": ""1"", ""content"": ""我可不是会随便给女生发红包的人，除非是我女朋友""}, {""sex"": ""1"", ""content"": ""现在要红包都这么理所当然的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找其他人吧""}, {""sex"": ""1"", ""content"": ""不，在我眼里只有你""}, {""sex"": ""1"", ""content"": ""其他人哪有你好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找个好点的理由吧""}, {""sex"": ""1"", ""content"": ""理由很多的，但是遇见你就没了。""}, {""sex"": ""1"", ""content"": ""理由都是给那些我不喜欢的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[惊讶][惊讶][惊讶][惊讶]""}, {""sex"": ""1"", ""content"": ""啊，姑娘受惊了吗？""}, {""sex"": ""1"", ""content"": ""你居然对我喜欢你感到了惊讶！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼啊""}, {""sex"": ""1"", ""content"": ""我这么真诚你都不相信吗？""}, {""sex"": ""1"", ""content"": ""我说的明明就句句实话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人惯了""}, {""sex"": ""1"", ""content"": ""你这么说让我觉得好心疼。""}, {""sex"": ""1"", ""content"": ""不想再看你一个人了，让我照顾你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会不会说话→_→""}, {""sex"": ""1"", ""content"": ""像我这么会说话的人，不多见吧。""}, {""sex"": ""1"", ""content"": ""不会 ，你要不要嘴对嘴的交我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会唱歌吗？""}, {""sex"": ""1"", ""content"": ""我怕你等会儿听傻了咋办。""}, {""sex"": ""1"", ""content"": ""你是希望我唱给你听吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还会做饭""}, {""sex"": ""1"", ""content"": ""那当然，不会做饭的男人怎么给老婆做好吃的？""}, {""sex"": ""1"", ""content"": ""你看起来似乎很惊讶。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你会做饭吗""}, {""sex"": ""1"", ""content"": ""看来你是有口福吃到我做的饭了。""}, {""sex"": ""1"", ""content"": ""想吃大厨煮的饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会说啊""}, {""sex"": ""1"", ""content"": ""会说的人才能配得上你啊。""}, {""sex"": ""1"", ""content"": ""能说会道才是丈母娘喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会走丢""}, {""sex"": ""1"", ""content"": ""那你最好牵着我的手，这样就不会走丢。""}, {""sex"": ""1"", ""content"": ""在你身上装了GPS，走不丢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样不会痛吗""}, {""sex"": ""1"", ""content"": ""痛也要忍着啊。""}, {""sex"": ""1"", ""content"": ""我相信痛苦过后一定能看到幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么会撩人""}, {""sex"": ""1"", ""content"": ""除了你谁还能让我这么会撩呢。""}, {""sex"": ""1"", ""content"": ""却还没有个女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么撩？""}, {""sex"": ""1"", ""content"": ""就是这么撩你！""}, {""sex"": ""1"", ""content"": ""撩你一人，我足以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么会撩？""}, {""sex"": ""1"", ""content"": ""只有才能让我这么会撩。""}, {""sex"": ""1"", ""content"": ""撩小仙女总得厉害点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚工作""}, {""sex"": ""1"", ""content"": ""看来你是刚毕业的小朋友哦""}, {""sex"": ""1"", ""content"": ""刚踏入社会的感觉怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恋爱的甜言蜜语""}, {""sex"": ""1"", ""content"": ""姻缘早已天注定，恋人迟早地连理。""}, {""sex"": ""1"", ""content"": ""你的开心就是我生命的源泉，不说爱你，是因为我爱你已经无法用言语来表达!""}, {""sex"": ""1"", ""content"": ""世界上有一种感情是要用一生来感受，世界上有一间房子是要你我两个来往。""}, {""sex"": ""1"", ""content"": ""情感不是稀泥，人生多为荆棘，节外生枝刺激，快乐甜蜜!""}, {""sex"": ""1"", ""content"": ""第一次见到你，我就写下了我一生的计划:爱你惟一!""}, {""sex"": ""1"", ""content"": ""难忘恩怨难忘你，只为情痴只为真""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜言蜜语一大堆""}, {""sex"": ""1"", ""content"": ""这还不是为了给你准备的！""}, {""sex"": ""1"", ""content"": ""没办法，积攒了这么久好不容易有个人能让说这些话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么都不能""}, {""sex"": ""1"", ""content"": ""怎么会不能？肯定能，必须能！""}, {""sex"": ""1"", ""content"": ""有我在，我会把不能变成能的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就喜欢你这样的""}, {""sex"": ""1"", ""content"": ""那巧了，我刚好也喜欢你这样的。""}, {""sex"": ""1"", ""content"": ""你先收回去，这种话应该我先说吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不忙？""}, {""sex"": ""1"", ""content"": ""再忙我也会留点时间来想你啊。""}, {""sex"": ""1"", ""content"": ""这不是忙着回答你问题么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能不能不要这样""}, {""sex"": ""1"", ""content"": ""如果你能亲我一下，我就不这样了。""}, {""sex"": ""1"", ""content"": ""我不这样的话，你肯定就忘了我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要这样""}, {""sex"": ""1"", ""content"": ""不这样的话，你会把我放在心上吗？""}, {""sex"": ""1"", ""content"": ""还不是因为我太爱你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快乐""}, {""sex"": ""1"", ""content"": ""我的快乐希望可以分享给你""}, {""sex"": ""1"", ""content"": ""但是我更加希望你也快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你努力吧""}, {""sex"": ""1"", ""content"": ""我努力的时候，也需要你给一些鼓励。""}, {""sex"": ""1"", ""content"": ""人生如果不努力，那还有什么意义？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻里傻气的""}, {""sex"": ""1"", ""content"": ""喜欢你之后就变傻了。""}, {""sex"": ""1"", ""content"": ""做个只喜欢你的傻子。""}], ""lock"": 1}"
