"{""chat"": [{""sex"": ""1"", ""content"": ""你觉得怎样更好看些？?""}, {""sex"": ""1"", ""content"": ""我需要点意见。你说我是戴眼镜好看还是不戴好看？""}, {""sex"": ""2"", ""content"": ""我觉得这样好看一点。""}, {""sex"": ""1"", ""content"": ""我朋友说我戴眼镜的时候像的特工！""}, {""sex"": ""2"", ""content"": ""没错，就是像。""}, {""sex"": ""1"", ""content"": ""为什么你认为这样好？""}, {""sex"": ""2"", ""content"": ""（说出她的意见）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""谢谢你。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""谢谢你。""}, {""sex"": ""2"", ""content"": ""为什么谢谢我?""}, {""sex"": ""1"", ""content"": ""我觉得这里很热，但你的眼神很冷，站在你隔壁我觉得特别凉快，所以谢谢你。""}, {""sex"": ""2"", ""content"": ""哈哈哈~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好逗哦""}, {""sex"": ""1"", ""content"": ""我只是幽默风趣，不想我们的聊天枯燥乏味。""}, {""sex"": ""1"", ""content"": ""能逗你开心不就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪我一会吧""}, {""sex"": ""1"", ""content"": ""不行，我只陪一辈子!""}, {""sex"": ""1"", ""content"": ""陪吃陪喝陪睡觉，一点问题都没有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这雨下的""}, {""sex"": ""1"", ""content"": ""雨一直下，气氛不算融洽。""}, {""sex"": ""1"", ""content"": ""下吧，毕竟老天爷不见得天天掉眼泪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下好大雨""}, {""sex"": ""1"", ""content"": ""下雨天怎么办，我好想你""}, {""sex"": ""1"", ""content"": "" 最美的不是下雨天,而是和你一起躲雨的屋檐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨了吗？""}, {""sex"": ""1"", ""content"": ""要下了，没带伞的话我去接你吧""}, {""sex"": ""1"", ""content"": ""下雨不怕，我会帮你遮风挡雨""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一面""}, {""sex"": ""1"", ""content"": ""见一面不够，我想天天能见到你""}, {""sex"": ""1"", ""content"": ""可不可以多几面呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以认识你一下吗""}, {""sex"": ""1"", ""content"": ""可以呀，很高兴认识你。""}, {""sex"": ""1"", ""content"": ""你想要怎么认识我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你一次打你一次""}, {""sex"": ""1"", ""content"": ""那你得打我多少次啊。""}, {""sex"": ""1"", ""content"": ""说打就打，真的一点都不留情面啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""后面再说吧""}, {""sex"": ""1"", ""content"": ""那就等后面再说咯。""}, {""sex"": ""1"", ""content"": ""我已经在你后面了怎么说啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做好人难""}, {""sex"": ""1"", ""content"": ""那做我的女人吧，不难。""}, {""sex"": ""1"", ""content"": ""那就做一个坏人，被我宠坏的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天空好美""}, {""sex"": ""1"", ""content"": ""再美能有你的人美吗？""}, {""sex"": ""1"", ""content"": ""美丽的事物总是会被人记忆深刻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太美好了""}, {""sex"": ""1"", ""content"": ""美好的生活现状不就开始了吗。""}, {""sex"": ""1"", ""content"": ""美好的未来正在发生不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""三观不一样""}, {""sex"": ""1"", ""content"": ""我的三观超正，难道你的是歪的？""}, {""sex"": ""1"", ""content"": ""要找到三观完全契合的确实很难，但并不是不存在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢一个人待着""}, {""sex"": ""1"", ""content"": ""好的，我静静地看你一个人待着。""}, {""sex"": ""1"", ""content"": ""我不出声，我站在旁边看着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下一次再吃吧""}, {""sex"": ""1"", ""content"": ""真希望你的所有下一次都是我的。""}, {""sex"": ""1"", ""content"": ""下一次真的可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱情你咋看""}, {""sex"": ""1"", ""content"": ""遇见你之前我不信，遇见你之后我信了。""}, {""sex"": ""1"", ""content"": ""我的爱情都是关于你的，你说我怎么看呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一般早睡""}, {""sex"": ""1"", ""content"": ""早睡早起，身体好的呀。""}, {""sex"": ""1"", ""content"": ""睡得好，才能有精神嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果一个离婚身份的人，你会接受吗？""}, {""sex"": ""1"", ""content"": ""喜欢一个人就是无条件的喜欢。""}, {""sex"": ""1"", ""content"": ""买一送一的挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会照顾人""}, {""sex"": ""1"", ""content"": ""不然以后怎么照顾你啊。""}, {""sex"": ""1"", ""content"": ""我只想照顾你一个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一点都不开心""}, {""sex"": ""1"", ""content"": ""原来我们有心灵感应，我也不开心。""}, {""sex"": ""1"", ""content"": ""那我给你讲个笑话好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点不好""}, {""sex"": ""1"", ""content"": ""哪儿不好，你快告诉我""}, {""sex"": ""1"", ""content"": ""我有魔法哦，我可以把所有的不好都变成好的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""居然被你发现了""}, {""sex"": ""1"", ""content"": ""我眼光这么好，当然得被我发现啦。""}, {""sex"": ""1"", ""content"": ""那你下次藏的深点，这样我就不会发现了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪一年的呀""}, {""sex"": ""1"", ""content"": ""我出生的那年天降异象，算命的说我必定大有作为""}, {""sex"": ""1"", ""content"": ""咋的，怕你比我大吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认识吗？""}, {""sex"": ""1"", ""content"": ""可能认识吧，又可能不认识。""}, {""sex"": ""1"", ""content"": ""难道现在认识不可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你养的起我吗""}, {""sex"": ""1"", ""content"": ""那你少吃点减肥吧""}, {""sex"": ""1"", ""content"": ""一月四袋狗粮够吃吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要和别人一起去就直说""}, {""sex"": ""1"", ""content"": ""你是别人吗？""}, {""sex"": ""1"", ""content"": ""我觉得还是和你一起比较好 。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那么多时间""}, {""sex"": ""1"", ""content"": ""我有时间，我分你一点。""}, {""sex"": ""1"", ""content"": ""时间就像海绵，挤挤就有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起来""}, {""sex"": ""1"", ""content"": ""好呀，那你等我去找你""}, {""sex"": ""1"", ""content"": ""我们一起的话肯定能够玩得很开心的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以问你一个问题吗""}, {""sex"": ""1"", ""content"": ""知无不言言无不尽。""}, {""sex"": ""1"", ""content"": ""问呗，反正对你来说我没有秘密。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一会儿睡觉""}, {""sex"": ""1"", ""content"": ""那我是不是得和你说一声晚安。""}, {""sex"": ""1"", ""content"": ""那你好好睡觉，千万不要太想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子疼，""}, {""sex"": ""1"", ""content"": ""怎么肚子疼呢，是不是来大姨妈了？那你快喝点红糖水""}, {""sex"": ""1"", ""content"": ""是不是吃坏东西了，有没有整肠丸吃一点""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会过日子""}, {""sex"": ""1"", ""content"": ""偷偷告诉你，结婚一定要找个会过日子的结哦""}, {""sex"": ""1"", ""content"": ""日子是自己的，必须要好好过呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都骗我""}, {""sex"": ""1"", ""content"": ""我发誓，我一辈子都不会骗你。""}, {""sex"": ""1"", ""content"": ""骗你是小狗，说喜欢你全都是真的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""研究星座""}, {""sex"": ""1"", ""content"": ""那你研究研究，咱们的星座是不是很匹配呀？""}, {""sex"": ""1"", ""content"": ""女孩子是不是都很信星座呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小孩子脾气""}, {""sex"": ""1"", ""content"": ""因为是在你面前才展现我小孩子的一面的。""}, {""sex"": ""1"", ""content"": ""一个男生愿意在你面前展示他的小孩子脾气，说明他是真的爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你老婆？""}, {""sex"": ""1"", ""content"": ""叫你呢，不应的吗？""}, {""sex"": ""1"", ""content"": ""难道还是你老婆？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为啥呢""}, {""sex"": ""1"", ""content"": ""我也不知道为啥，大概是天意吧。""}, {""sex"": ""1"", ""content"": ""还能因为啥，当然是因为你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥要信""}, {""sex"": ""1"", ""content"": ""为啥不信呢，我这么老实的人""}, {""sex"": ""1"", ""content"": ""怎么就不能相信了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么样的女孩子。""}, {""sex"": ""1"", ""content"": ""看到你之后，我还能不喜欢你吗？""}, {""sex"": ""1"", ""content"": ""你应该是我最喜欢的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是来搞笑的么""}, {""sex"": ""1"", ""content"": ""我是来逗你笑的。""}, {""sex"": ""1"", ""content"": ""你见过这么帅来搞笑的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人都是大猪蹄子。""}, {""sex"": ""1"", ""content"": ""你们女生都很喜欢吃大猪蹄子好不好。""}, {""sex"": ""1"", ""content"": ""美容养颜胶原蛋白，你不喜欢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脸上肉多""}, {""sex"": ""1"", ""content"": ""那我就可以捏你脸上的肉肉了。""}, {""sex"": ""1"", ""content"": ""脸上肉多的女孩子很可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找你干嘛？""}, {""sex"": ""1"", ""content"": ""我也不知道你找我干嘛呀，但是我想见你呀""}, {""sex"": ""1"", ""content"": ""你想干嘛就干嘛，我绝对不反抗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子痛""}, {""sex"": ""1"", ""content"": ""怎么会肚子痛呢？是吃坏东西了还是来那个了？""}, {""sex"": ""2"", ""content"": ""来那个了。""}, {""sex"": ""1"", ""content"": ""下辈子我们互换性别，让我来承受这些痛苦吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""永远是多久""}, {""sex"": ""1"", ""content"": ""我会用我一辈子来告诉你答案。""}, {""sex"": ""1"", ""content"": ""久到已经无法用语言来形容了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以保护你""}, {""sex"": ""1"", ""content"": ""哪有女生保护男生的道理，我来保护你。""}, {""sex"": ""1"", ""content"": ""被你保护是我最幸福的事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你得保护我""}, {""sex"": ""1"", ""content"": ""我会保护你一辈子的。""}, {""sex"": ""1"", ""content"": ""这是我职责所在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没地方""}, {""sex"": ""1"", ""content"": ""没地方就来找我吧，我这地方很宽敞""}, {""sex"": ""1"", ""content"": ""我可以陪你一起去找地方""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好""}, {""sex"": ""1"", ""content"": ""你一句晚安好我晚饭都可以多吃一碗饭""}, {""sex"": ""1"", ""content"": ""长夜漫漫，觉得无聊了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照顾好自己吧""}, {""sex"": ""1"", ""content"": ""我照顾不好自己，怎么办？ ""}, {""sex"": ""1"", ""content"": ""同时我也要好好照顾你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能自己照顾好自己""}, {""sex"": ""1"", ""content"": ""但有我来照顾你会更好。""}, {""sex"": ""1"", ""content"": ""你能照顾好自己就好，不然我会担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个不好笑""}, {""sex"": ""1"", ""content"": ""那你给我来个好笑的呗。""}, {""sex"": ""1"", ""content"": ""我本来就没有打算让你笑啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好[调皮]""}, {""sex"": ""1"", ""content"": ""中午好！(????)??""}, {""sex"": ""1"", ""content"": ""小仙女中午有午休吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午啊""}, {""sex"": ""1"", ""content"": ""中午好呀，午间小仙女要好好休息一下哦。""}, {""sex"": ""1"", ""content"": ""吃完午饭是不是要睡午觉了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就问问""}, {""sex"": ""1"", ""content"": ""就只是单纯的问问而已嘛？""}, {""sex"": ""1"", ""content"": ""不要问了，我对你的感情还不清楚吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅帅""}, {""sex"": ""1"", ""content"": ""不要太沉迷于我的帅气哦""}, {""sex"": ""1"", ""content"": ""果然你无法抵挡我的帅气啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想要""}, {""sex"": ""1"", ""content"": ""就冲你这句话，我都要想办法弄给你""}, {""sex"": ""1"", ""content"": ""我也好想得到你的心啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那个爱好""}, {""sex"": ""1"", ""content"": ""兴趣爱好我们可以一起培养。""}, {""sex"": ""1"", ""content"": ""那小仙女都有哪些爱好呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不困吗""}, {""sex"": ""1"", ""content"": ""困啊，但是还得忍着和你聊天啊。""}, {""sex"": ""1"", ""content"": ""不困！有你在我怎么会发困呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啊，好吧""}, {""sex"": ""1"", ""content"": ""听你这语气很失望的样子啊""}, {""sex"": ""1"", ""content"": ""你要是觉得哪里不好可以提出来呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥好吖""}, {""sex"": ""1"", ""content"": ""感觉会被你撩一样""}, {""sex"": ""1"", ""content"": ""嘴巴这么甜，是想干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的好看吗""}, {""sex"": ""1"", ""content"": ""你就是这么好看。""}, {""sex"": ""1"", ""content"": ""难不成我还能骗你不成。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在在干嘛鸭""}, {""sex"": ""1"", ""content"": ""我正在想你鸭。""}, {""sex"": ""1"", ""content"": ""我正在和一个仙女聊着天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好看的""}, {""sex"": ""1"", ""content"": ""那你不准备把我拿下吗？""}, {""sex"": ""1"", ""content"": ""比我好看的是你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想听好听的""}, {""sex"": ""1"", ""content"": ""那我唱给你听吧""}, {""sex"": ""1"", ""content"": ""当然要听好听的啦，难道有人喜欢听难听的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好听吗""}, {""sex"": ""1"", ""content"": ""哪里会啊，很好听呀。""}, {""sex"": ""1"", ""content"": ""要是不好听，我怎么会听呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我又不好""}, {""sex"": ""1"", ""content"": ""谁说的！我怎么会对你不好呢""}, {""sex"": ""1"", ""content"": ""那我就开始对你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你真好""}, {""sex"": ""1"", ""content"": ""我对女朋友会更好。""}, {""sex"": ""1"", ""content"": ""如果可以，我想一直对你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲，早上好""}, {""sex"": ""1"", ""content"": ""早上好，我感觉要是能第一眼见到你会更好。""}, {""sex"": ""1"", ""content"": ""有你的早上一直都很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚睡得还好吧""}, {""sex"": ""1"", ""content"": ""昨晚睡得不止还好，我还做美梦了呢。""}, {""sex"": ""1"", ""content"": ""不太好，我竟然失眠了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有那么好看嘛""}, {""sex"": ""1"", ""content"": ""相比你来说的确是没那么好看。""}, {""sex"": ""1"", ""content"": ""在我眼里就是你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太撩了叭""}, {""sex"": ""1"", ""content"": ""那也要看看我撩的是谁呀。""}, {""sex"": ""1"", ""content"": ""毕竟喜欢你所以得会撩你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好的，""}, {""sex"": ""1"", ""content"": ""要是有你在就更好了。""}, {""sex"": ""1"", ""content"": ""是嘛，有小仙女的认可我挺开心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想说啥就说啥""}, {""sex"": ""1"", ""content"": ""我想说我喜欢你呢。""}, {""sex"": ""1"", ""content"": ""我不想说啥，我只想用行动来证明自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也没说啥""}, {""sex"": ""1"", ""content"": ""你没说啥我都已经心潮澎湃了，你要是说了啥岂不是不得了了。""}, {""sex"": ""1"", ""content"": ""你以为你没说啥，其实你啥都说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说故事啊""}, {""sex"": ""1"", ""content"": ""想听什么故事，我给你讲呀。""}, {""sex"": ""1"", ""content"": ""希望我们的故事很长，未来可以说给别人听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说的是事实啊""}, {""sex"": ""1"", ""content"": ""我说的喜欢你也是一种事实啊。""}, {""sex"": ""1"", ""content"": ""眼见未必是事实，耳听也未必不是事实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交友嘛""}, {""sex"": ""1"", ""content"": ""能跟仙女交朋友真是荣幸。""}, {""sex"": ""1"", ""content"": ""我也很喜欢交朋友，很高兴认识你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi，交个朋友可好！""}, {""sex"": ""1"", ""content"": ""从此时此刻开始，我们就是朋友啦""}, {""sex"": ""1"", ""content"": ""好呀，你想做普通朋友还是女朋友呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字呢""}, {""sex"": ""1"", ""content"": ""你要通过我的名字给我取个昵称吗""}, {""sex"": ""1"", ""content"": ""我的名字跟你的名字真的很有夫妻相""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆照么""}, {""sex"": ""1"", ""content"": ""我想一睹姑娘的芳容。""}, {""sex"": ""1"", ""content"": ""我怕你倾倒在我帅气迷人的容颜下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的小傻瓜""}, {""sex"": ""1"", ""content"": ""我的小笨蛋。""}, {""sex"": ""1"", ""content"": ""做你一个人的傻瓜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你叫什么，我给你改个备注""}, {""sex"": ""1"", ""content"": ""你喜欢叫我什么呢""}, {""sex"": ""1"", ""content"": ""只要是你给我的备注，我都可以""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累死个人""}, {""sex"": ""1"", ""content"": ""早点回去做我媳妇哪会这么累？""}, {""sex"": ""1"", ""content"": ""幸好你不是人，你是小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帮个忙呗""}, {""sex"": ""1"", ""content"": ""请别人帮忙的时候是不是应该有一点小礼物呀？""}, {""sex"": ""1"", ""content"": ""难道是请我把你娶回家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们见个面""}, {""sex"": ""1"", ""content"": ""我期待已久的见面终于来了。""}, {""sex"": ""1"", ""content"": ""在哪见面，什么时候见面，你来决定吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又见面了""}, {""sex"": ""1"", ""content"": ""希望以后能够每天都跟你见面""}, {""sex"": ""1"", ""content"": ""你好像很期待跟我见面啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我说个笑话""}, {""sex"": ""1"", ""content"": ""等会儿把你笑死了咋办。""}, {""sex"": ""1"", ""content"": ""好的，这就是个笑话（好冷）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这天气好热""}, {""sex"": ""1"", ""content"": ""这个季节天气变化无常，你要注意穿衣哦。""}, {""sex"": ""1"", ""content"": ""可不是嘛，我都想拿出我的小风扇了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真是个憨憨""}, {""sex"": ""1"", ""content"": ""对啊，喜欢你的一个憨憨""}, {""sex"": ""1"", ""content"": ""你见过憨憨这么可爱的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有红包""}, {""sex"": ""1"", ""content"": ""红包这么重要的东西怎么可以没有！""}, {""sex"": ""1"", ""content"": ""你想要啥红包，我已经准备好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女朋友。""}, {""sex"": ""1"", ""content"": ""从今天起，我也是拥有女朋友的人了~""}, {""sex"": ""1"", ""content"": ""女朋友可不够，我想你做我老婆。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别人的女朋友""}, {""sex"": ""1"", ""content"": ""别人的女朋友我可管不着，我只管你这个我的女朋友""}, {""sex"": ""1"", ""content"": ""别人的女朋友肯定没有我的女朋友漂亮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""意不意外，惊不惊喜""}, {""sex"": ""1"", ""content"": ""你的出现是惊喜绝对不是意外。""}, {""sex"": ""1"", ""content"": ""你是准备吓我了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会心疼吗""}, {""sex"": ""1"", ""content"": ""我肯定会心疼你啊。""}, {""sex"": ""1"", ""content"": ""你的伤心难过委屈疲惫都会让我觉得心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会做饭啊""}, {""sex"": ""1"", ""content"": ""以后我吃饭就得靠你了。""}, {""sex"": ""1"", ""content"": ""那岂不是以后的我就有口福了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会的呢""}, {""sex"": ""1"", ""content"": ""可我还是有一点点担心，怎么办？""}, {""sex"": ""1"", ""content"": ""既然小仙女都说不会了，那我就放心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会胖的""}, {""sex"": ""1"", ""content"": ""我也会继续喜欢你的。""}, {""sex"": ""1"", ""content"": ""那可能都是我养出来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会说的""}, {""sex"": ""1"", ""content"": ""这是在表扬我的口才嘛？我会害羞的。""}, {""sex"": ""1"", ""content"": ""我说的是大实话而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会找到的""}, {""sex"": ""1"", ""content"": ""只要你想就会找到的。""}, {""sex"": ""1"", ""content"": ""我已经找到我这辈子要找的人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看会手机""}, {""sex"": ""1"", ""content"": ""手机有辐射，我没有辐射看我。""}, {""sex"": ""1"", ""content"": ""我想变成那个手机。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我中毒了""}, {""sex"": ""1"", ""content"": ""是不是得了我的相思病毒。""}, {""sex"": ""1"", ""content"": ""那我就就来做你唯一的解药吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你会讲话""}, {""sex"": ""1"", ""content"": ""像我这么会说话的已经不多了，好好把握。""}, {""sex"": ""1"", ""content"": ""这么会说话的也没把你说动心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嘴太会说了""}, {""sex"": ""1"", ""content"": ""不止会说，而且还会亲。""}, {""sex"": ""1"", ""content"": ""这么会说，还得遇见能让我说的人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待呢""}, {""sex"": ""1"", ""content"": ""我也在期待，期待你发现我的爱。""}, {""sex"": ""1"", ""content"": ""我这不是已经来找你了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你以后会知道的""}, {""sex"": ""1"", ""content"": ""我想现在知道，可以吗？""}, {""sex"": ""1"", ""content"": ""我会期待你告诉我的那一天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会吧，""}, {""sex"": ""1"", ""content"": ""假的，是假的，假的骗你玩的""}, {""sex"": ""1"", ""content"": ""难道我大半夜不要睡觉就为了骗你？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡会儿觉""}, {""sex"": ""1"", ""content"": ""好好睡觉，认真做梦！""}, {""sex"": ""1"", ""content"": ""那我可以在梦里找你聊天吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己跟自己过不去""}, {""sex"": ""1"", ""content"": ""为什么要跟自己过不去呢，除了你自己知道自己的感受，没有人能感同身受。""}, {""sex"": ""1"", ""content"": ""别这样折磨自己，生活已经很不容易了，让自己开心点吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己悟""}, {""sex"": ""1"", ""content"": ""请小仙女指点啦。""}, {""sex"": ""1"", ""content"": ""我这么笨，自己会想不明白的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""得靠自己""}, {""sex"": ""1"", ""content"": ""靠山山会倒，靠人人会跑，最后还是得靠自己。""}, {""sex"": ""1"", ""content"": ""是啊，只有靠自己才是最安心的。""}], ""lock"": 1}"
