"{""chat"": [{""sex"": ""2"", ""content"": ""早鸭""}, {""sex"": ""1"", ""content"": ""早安，么么哒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好""}, {""sex"": ""1"", ""content"": ""我不好""}, {""sex"": ""2"", ""content"": ""咋啦？""}, {""sex"": ""1"", ""content"": ""没能早点认识你""}, {""sex"": ""2"", ""content"": ""现在也不晚""}, {""sex"": ""1"", ""content"": ""晚的很，早点孩子都打酱油了，都要操心孩子作业了?""}, {""sex"": ""2"", ""content"": ""想那么远?""}, {""sex"": ""1"", ""content"": ""我们还是走个过程，先来个自我介绍""}, {""sex"": ""2"", ""content"": ""我没出息""}, {""sex"": ""1"", ""content"": ""很好，绝配，恰好我很有出息?""}, {""sex"": ""2"", ""content"": ""你果然会聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""想不想养狗啊""}, {""sex"": ""2"", ""content"": ""什么狗啊?""}, {""sex"": ""1"", ""content"": ""单身的那种狗，比如说我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你笑点低""}, {""sex"": ""1"", ""content"": ""笑点低的人，容易得到幸福。""}, {""sex"": ""1"", ""content"": ""笑一笑，坏运气都可以赶走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你相信吗？""}, {""sex"": ""1"", ""content"": ""只要是你，我为什么不信呢。""}, {""sex"": ""1"", ""content"": ""那你给我一个相信你的理由。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄大一点""}, {""sex"": ""1"", ""content"": ""年纪大才显得成熟。""}, {""sex"": ""1"", ""content"": ""我就喜欢比我年纪大的不可以吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长见识""}, {""sex"": ""1"", ""content"": ""无聊的知识又增加一个了。""}, {""sex"": ""1"", ""content"": ""你这见识明显比较长啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑得超甜""}, {""sex"": ""1"", ""content"": ""我超级喜欢的好不好。""}, {""sex"": ""1"", ""content"": ""以后你多笑笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢甜的""}, {""sex"": ""1"", ""content"": ""我喜欢你。""}, {""sex"": ""1"", ""content"": ""所以你才笑起来这么甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在自恋""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭。""}, {""sex"": ""1"", ""content"": ""你就不能让我恋一下吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""比较自恋""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭。""}, {""sex"": ""1"", ""content"": ""自恋不很正常嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点自恋哈""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭啊！""}, {""sex"": ""1"", ""content"": ""本人是因为世上再无可恋，便下定决心自恋""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开始自恋了""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭！""}, {""sex"": ""1"", ""content"": ""让我喜欢下自己不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋那么自恋""}, {""sex"": ""1"", ""content"": ""人不自恋枉少年！""}, {""sex"": ""1"", ""content"": ""我怕我再不自恋就没机会恋了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想睡会""}, {""sex"": ""1"", ""content"": ""那我一会叫你起来，想多睡一会也可以。""}, {""sex"": ""1"", ""content"": ""在我脑海里跑了一天跑累了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美女，加微信""}, {""sex"": ""2"", ""content"": ""你答应我一个条件我再加你微信""}, {""sex"": ""2"", ""content"": ""你怎么确定我就是美女呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能加微信吗""}, {""sex"": ""1"", ""content"": ""加了微信你可不能做个哑巴。""}, {""sex"": ""1"", ""content"": ""我早就在我的朋友圈里准备了你的位置了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""留点面子""}, {""sex"": ""1"", ""content"": ""要啥面子啊，面子能有多少钱。""}, {""sex"": ""1"", ""content"": ""面子是自己争取的，不是别人给你留的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕是个傻子吧""}, {""sex"": ""1"", ""content"": ""做一个傻子多么好，傻傻的爱你""}, {""sex"": ""1"", ""content"": ""那你喜不喜欢我这个傻子呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当夜猫子""}, {""sex"": ""1"", ""content"": ""你这是熬夜上瘾了吧。""}, {""sex"": ""1"", ""content"": ""明天我就看夜猫子变成大熊猫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我嗓子好疼""}, {""sex"": ""1"", ""content"": ""金嗓子喉片！""}, {""sex"": ""1"", ""content"": ""少说话，多打字。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好锤子""}, {""sex"": ""1"", ""content"": ""那你把锤子拿出来就好了。""}, {""sex"": ""1"", ""content"": ""好不好，你自己难道不清楚吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你当我是傻子吗""}, {""sex"": ""1"", ""content"": ""对呀，你就是小傻子，傻得可爱""}, {""sex"": ""1"", ""content"": ""哎呀，原来你还挺聪明的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样子吗？""}, {""sex"": ""1"", ""content"": ""要不我再给你换个样子？""}, {""sex"": ""1"", ""content"": ""难道还有其他别的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你脑子不好""}, {""sex"": ""1"", ""content"": ""脑子好的人，分我点脑子呗。""}, {""sex"": ""1"", ""content"": ""我脑子都是你，怎么可能好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""完美主义""}, {""sex"": ""1"", ""content"": ""我能拥有你这个完美女友吗？""}, {""sex"": ""1"", ""content"": ""其实有些东西不需要对自己苛求太多的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说话正常点""}, {""sex"": ""1"", ""content"": ""不好意思，看到漂亮小姐姐就控制不住自己了。""}, {""sex"": ""1"", ""content"": ""我怕我正常了你会受不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小小""}, {""sex"": ""1"", ""content"": ""在我眼里，你就是小小可爱呀""}, {""sex"": ""1"", ""content"": ""小小的感动雨纷纷，小小的别扭惹人疼，小小的人还不会吻""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才胆小""}, {""sex"": ""1"", ""content"": ""我胆子小会主动认识你吗？""}, {""sex"": ""1"", ""content"": ""以前胆子小，但是认识你之后要保护你就开始胆子大了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片等于照骗""}, {""sex"": ""1"", ""content"": ""但是我怎么就迷上你的照骗了呢。""}, {""sex"": ""1"", ""content"": ""那为啥你的照骗可以这么好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢女孩""}, {""sex"": ""1"", ""content"": ""巧了，我也喜欢女孩。""}, {""sex"": ""1"", ""content"": ""我不介意多喜欢一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不来一样的生气""}, {""sex"": ""1"", ""content"": ""那是什么样的生气呢。""}, {""sex"": ""1"", ""content"": ""生气还分样子的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好还是不好""}, {""sex"": ""1"", ""content"": ""当然是好了，很好特别好爆炸好无敌好""}, {""sex"": ""1"", ""content"": ""好不好你说了算呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都要好好的""}, {""sex"": ""1"", ""content"": ""有你就能好好的不是吗？""}, {""sex"": ""1"", ""content"": ""好好的在你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好！""}, {""sex"": ""1"", ""content"": ""所以要你跟我才一起才会变得更好啊。""}, {""sex"": ""1"", ""content"": ""哪儿不好了，你告诉我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想好""}, {""sex"": ""1"", ""content"": ""怎么能不想好呢，态度不可以这么消极""}, {""sex"": ""1"", ""content"": ""会好的，一切都会好起来的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好~""}, {""sex"": ""1"", ""content"": ""没有你的夜晚并不那么美好。""}, {""sex"": ""1"", ""content"": ""不大好，因为你不在身边""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好照顾我""}, {""sex"": ""1"", ""content"": ""我会用我的余生来照顾你的。""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好照顾你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好笑吗？""}, {""sex"": ""1"", ""content"": ""笑点低的人，容易幸福""}, {""sex"": ""1"", ""content"": ""可能是遇见你，我就想微笑""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点好看""}, {""sex"": ""1"", ""content"": ""不止是有点好看吧，是很好看吧""}, {""sex"": ""1"", ""content"": ""是不是好看进你心里了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好""}, {""sex"": ""1"", ""content"": ""不太好""}, {""sex"": ""2"", ""content"": ""怎么啦""}, {""sex"": ""1"", ""content"": ""没有你的下午都不太好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好[愉快]""}, {""sex"": ""1"", ""content"": ""你上午是不是太浪了，所以才会下午才想起我？""}, {""sex"": ""1"", ""content"": ""你终于开窍了？知道来找我了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没问""}, {""sex"": ""1"", ""content"": ""怎么不问一下，你就不好奇嘛？""}, {""sex"": ""1"", ""content"": ""看来只能我来帮你问问了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我问个问题""}, {""sex"": ""1"", ""content"": ""问！反正我会告诉你的啦""}, {""sex"": ""1"", ""content"": ""想问什么就直接说，我会回答你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[疑问][疑问][疑问][疑问][疑问]""}, {""sex"": ""1"", ""content"": ""小仙女，是有什么不明白的地方吗？""}, {""sex"": ""1"", ""content"": ""请问我有什么可以为小仙女服务的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没[偷笑]就随便问问""}, {""sex"": ""1"", ""content"": ""只是随便问问嘛？（斜眼笑）""}, {""sex"": ""1"", ""content"": ""那你也不问问我是不是喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脾气真好""}, {""sex"": ""1"", ""content"": ""脾气这么好才能撩到你啊。""}, {""sex"": ""1"", ""content"": ""脾气好的人，比较容易被人喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好上你的班""}, {""sex"": ""1"", ""content"": ""可是你总是在我脑海里跑来跑去，影响我上班。""}, {""sex"": ""1"", ""content"": ""上班也不妨碍我想你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家不好吗""}, {""sex"": ""1"", ""content"": ""在家里待久了我都要憋出病来了。""}, {""sex"": ""1"", ""content"": ""在家好啊，前提是家里有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好像还没同意""}, {""sex"": ""1"", ""content"": ""你现在同意也不迟啊。""}, {""sex"": ""1"", ""content"": ""你的同意只是时间问题而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""电影好看吗""}, {""sex"": ""1"", ""content"": ""还不错，不过没你好看就是了。""}, {""sex"": ""1"", ""content"": ""不好看，你人比电影好看呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想去玩""}, {""sex"": ""1"", ""content"": ""好啊，我带你去玩吧""}, {""sex"": ""1"", ""content"": ""想去哪玩呀，你这个贪玩的小女孩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""觉得好玩""}, {""sex"": ""1"", ""content"": ""都几岁的人了还一心只想着玩呢。""}, {""sex"": ""1"", ""content"": ""那你觉得好玩我就陪你一起玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里好？""}, {""sex"": ""1"", ""content"": ""我想用一辈子回答这个问题可以吗？""}, {""sex"": ""1"", ""content"": ""你问我哪里，我得好好给你说说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里看我长的好看""}, {""sex"": ""1"", ""content"": ""我哪哪看都觉得你长得好看。""}, {""sex"": ""1"", ""content"": ""我眼里看的啊，在我眼里你是最美的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在听课""}, {""sex"": ""1"", ""content"": ""听课还偷偷给我发消息，不认真哦。""}, {""sex"": ""1"", ""content"": ""真想跟你一起听课啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还要上课""}, {""sex"": ""1"", ""content"": ""要是能跟你一起上课就好了，想在课桌底下偷偷牵你的小手。""}, {""sex"": ""1"", ""content"": ""小心上课的时候走神想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对别人好""}, {""sex"": ""1"", ""content"": ""不准你对别人好，不然我会吃醋的。""}, {""sex"": ""1"", ""content"": ""我不会对别人好，对你一个人好就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚洗完澡回来""}, {""sex"": ""1"", ""content"": ""我仿佛能看到芙蓉出水。""}, {""sex"": ""1"", ""content"": ""这么巧的吗，我也刚洗完澡嘞。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""时间刚刚好""}, {""sex"": ""1"", ""content"": ""看来小仙女对时间的把握很到位啊。""}, {""sex"": ""1"", ""content"": ""在刚刚好的时间遇上刚刚好的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你妹啊""}, {""sex"": ""1"", ""content"": ""把你妹借我，做我妹，然后你继续""}, {""sex"": ""1"", ""content"": ""你大爷，论辈分我赢了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以叫我小妹妹""}, {""sex"": ""1"", ""content"": ""那你可以叫我小哥哥。""}, {""sex"": ""1"", ""content"": ""小妹妹，有没有兴趣喝一杯？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愉快愉快""}, {""sex"": ""1"", ""content"": "" 脸红满面，不是害羞就是暗恋。""}, {""sex"": ""1"", ""content"": ""又老一岁，怎么快乐得起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么要这样说""}, {""sex"": ""1"", ""content"": ""我的心就是这么想的呀。""}, {""sex"": ""1"", ""content"": ""难道我说错话了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就会说好听的""}, {""sex"": ""1"", ""content"": ""那也得遇到喜欢的人才会说好听的啊。""}, {""sex"": ""1"", ""content"": ""那我说的这些好听的，你喜欢吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这叫个性""}, {""sex"": ""1"", ""content"": ""我就喜欢你这么有个性的女孩子""}, {""sex"": ""1"", ""content"": ""不错，是我喜欢的个性""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友可以吗""}, {""sex"": ""1"", ""content"": ""交朋友不行，交男朋友可以。""}, {""sex"": ""1"", ""content"": ""可是我不缺朋友，要是处对象是可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可是个渣女""}, {""sex"": ""1"", ""content"": ""那我就是渣男！""}, {""sex"": ""1"", ""content"": ""一生没遇到渣女都感觉是不完整的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找小哥哥""}, {""sex"": ""1"", ""content"": ""我这么帅气的小哥哥你没看到吗""}, {""sex"": ""2"", ""content"": ""在哪呢？我咋没看到？""}, {""sex"": ""1"", ""content"": ""呜呜呜呜，你就是这么对待帅气的小哥哥的吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆照嘛，你先来""}, {""sex"": ""1"", ""content"": ""这时候不是应该女士优先的嘛。""}, {""sex"": ""1"", ""content"": ""我绅士风格的人怎么可以让男生先来呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的女孩""}, {""sex"": ""1"", ""content"": ""我的女孩“你”还不过来吗！""}, {""sex"": ""1"", ""content"": ""以后请让我好好照顾你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个人太坏了""}, {""sex"": ""1"", ""content"": ""可我这个人这么专一，只对你一个人坏。""}, {""sex"": ""1"", ""content"": ""我要是不坏点你就当我是透明人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来个备注""}, {""sex"": ""1"", ""content"": ""你就备注亲爱的就好啦。""}, {""sex"": ""1"", ""content"": ""你觉得你该怎么备注你老公？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕一个人过""}, {""sex"": ""1"", ""content"": ""我怎么舍得让你一个人过呢。""}, {""sex"": ""1"", ""content"": ""有我在，绝对让你是两个人过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人没有一个好东西。""}, {""sex"": ""1"", ""content"": ""请不要把我和一般男人做比较好吗。""}, {""sex"": ""1"", ""content"": ""好东西只是你没有发现而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你商量个事""}, {""sex"": ""1"", ""content"": ""你说，只要是我能做到的我都会尽量满足你""}, {""sex"": ""1"", ""content"": ""什么事呀，要是让我做你男朋友绝对没问题哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我做了个噩梦""}, {""sex"": ""1"", ""content"": ""是不是那种很饿很饿的梦！""}, {""sex"": ""1"", ""content"": ""看来我有必要出现在你梦里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交过几个女朋友""}, {""sex"": ""1"", ""content"": ""这个问题，我一时间不知道怎么回复了。""}, {""sex"": ""1"", ""content"": ""你希望我交过多少个女朋友呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊交个朋友吧""}, {""sex"": ""1"", ""content"": ""交个男朋友怎么样？""}, {""sex"": ""1"", ""content"": ""能跟这么好看的小仙女做朋友真是我的荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望秋天给我带来惊喜与爱意""}, {""sex"": ""1"", ""content"": ""我这不是带着惊喜与爱意来找你了嘛。""}, {""sex"": ""1"", ""content"": ""我会把你的愿望传达给秋天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会说话的么""}, {""sex"": ""1"", ""content"": ""一般啦，这只是为了能撩到你。""}, {""sex"": ""1"", ""content"": ""还有更会说话的要不要试试。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猫有九条命""}, {""sex"": ""1"", ""content"": ""可我们人类只有一条命""}, {""sex"": ""1"", ""content"": ""即使是有九条命，也要好好珍惜每一条呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋那么会说话""}, {""sex"": ""1"", ""content"": ""都是这个社会逼的啊！""}, {""sex"": ""1"", ""content"": ""还不是为了能讨岳父岳母欢心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会喝酒吗""}, {""sex"": ""1"", ""content"": ""我千杯不倒，但是却醉了你的微笑""}, {""sex"": ""1"", ""content"": ""不会啊，我怕喝醉了心里话都被你知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""机会是你掌握的""}, {""sex"": ""1"", ""content"": ""机会都是我自己争取的！""}, {""sex"": ""1"", ""content"": ""只要有个机会，我定会加倍努力""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的不会啊""}, {""sex"": ""1"", ""content"": ""不会也没关系嘛，反正我可以教你。""}, {""sex"": ""1"", ""content"": ""只要你愿意学，不会又有什么关系呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会尴尬""}, {""sex"": ""1"", ""content"": ""小仙女的脸皮这么薄的嘛？""}, {""sex"": ""1"", ""content"": ""不会的，我不会让你尴尬的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那以后再说吧""}, {""sex"": ""1"", ""content"": ""一分钟也是以后，一个月也是以后！""}, {""sex"": ""1"", ""content"": ""你这以后不会是没有期限的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好期待啊""}, {""sex"": ""1"", ""content"": ""我也特别期待，希望时间能过得快一点。""}, {""sex"": ""1"", ""content"": ""原来小仙女也会这么激动呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的太会撩了""}, {""sex"": ""1"", ""content"": ""但最后还是没能撩动你。""}, {""sex"": ""1"", ""content"": ""这事防止 遇见喜欢的人不会撩才学习的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会玩游戏嘛""}, {""sex"": ""1"", ""content"": ""大师水平带你飞！""}, {""sex"": ""1"", ""content"": ""游戏重要还是我重要，千古谜题！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗我咋办""}, {""sex"": ""1"", ""content"": ""骗你我又不能得到什么好处，我骗你干嘛。""}, {""sex"": ""1"", ""content"": ""骗你就是你想咋办就咋办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做噩梦咋办？""}, {""sex"": ""1"", ""content"": ""还能咋办，躲进我怀里呗。""}, {""sex"": ""1"", ""content"": ""我哄你睡觉，这样就不会有噩梦找你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会玩游戏吗""}, {""sex"": ""1"", ""content"": ""现代年轻人，怎么可以说不会呢。""}, {""sex"": ""1"", ""content"": ""想让我带你玩，你就直说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想做饭了""}, {""sex"": ""1"", ""content"": ""那你是准备让我做饭给你吃吗？""}, {""sex"": ""1"", ""content"": ""巧了，我刚好想做饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我做饭""}, {""sex"": ""1"", ""content"": ""要是能尝到你亲手做的饭就好了。""}, {""sex"": ""1"", ""content"": ""小仙女做的饭肯定是香喷喷的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我心不痛""}, {""sex"": ""1"", ""content"": ""这么冷漠的吗，你的心是石头做的吗？""}, {""sex"": ""1"", ""content"": ""虽然你的心不痛，可是我的心很痛啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都嫌弃我自己""}, {""sex"": ""1"", ""content"": ""自己要先爱自己，才会得到别人的爱呀。""}, {""sex"": ""1"", ""content"": ""傻瓜，你明明很好啊，为什么对自己这么不自信呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴会说话""}, {""sex"": ""1"", ""content"": ""也不看看是对谁说的。""}, {""sex"": ""1"", ""content"": ""你喜欢它这么会说吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""消化""}, {""sex"": ""1"", ""content"": ""不知道怎么了，我最近消化不好，总是胀气""}, {""sex"": ""1"", ""content"": ""你可得好好消化消化我对你的爱哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你不爱我""}, {""sex"": ""1"", ""content"": ""全世界的人对你的爱都有可能消失，但我对你的爱永远不会消失。""}, {""sex"": ""1"", ""content"": ""就算我的生命走到了尽头，我也依旧爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚躺下""}, {""sex"": ""1"", ""content"": ""什么时候你能在我身边躺下呢？""}, {""sex"": ""1"", ""content"": ""我的怀抱很舒服，下次要不要躺在我怀里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚打开""}, {""sex"": ""1"", ""content"": ""刚打开就给我发消息了，看来我很重要嘛。""}, {""sex"": ""1"", ""content"": ""我都等了你好久了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还会害羞呀""}, {""sex"": ""1"", ""content"": ""看到喜欢的人，害羞很正常。""}, {""sex"": ""1"", ""content"": ""咋滴，还不允许帅哥害羞啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""歇着吧""}, {""sex"": ""1"", ""content"": ""要是能在你怀里歇歇就好了。""}, {""sex"": ""1"", ""content"": ""没事，我不累，你不用担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回去好好歇歇""}, {""sex"": ""1"", ""content"": ""要是你能帮我按按摩就好了。""}, {""sex"": ""1"", ""content"": ""我会好好休息的，你别担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""南墙""}, {""sex"": ""1"", ""content"": ""不要撞南墙了，撞我胸膛吧""}, {""sex"": ""1"", ""content"": ""有我在，我是不会让你撞南墙的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么都不怕""}, {""sex"": ""1"", ""content"": ""你有什么是怕的呢？""}, {""sex"": ""1"", ""content"": ""你当你是哪吒啊，天不怕地不怕。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺开心的啊""}, {""sex"": ""1"", ""content"": ""我有点不开心，能把你的开心借我一下吗？""}, {""sex"": ""1"", ""content"": ""那跟你在一起我肯定也会变得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫你欺负我""}, {""sex"": ""1"", ""content"": ""我不欺负你，我还能欺负谁啊。""}, {""sex"": ""1"", ""content"": ""我想欺负你一辈子好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚去忙了""}, {""sex"": ""1"", ""content"": ""那现在忙完了嘛？""}, {""sex"": ""1"", ""content"": ""忙什么了，会不会觉得累？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的快乐回来了""}, {""sex"": ""1"", ""content"": ""我的快乐都是与你相关的！""}, {""sex"": ""1"", ""content"": ""开心快乐每一天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快瞌睡死了""}, {""sex"": ""1"", ""content"": ""瞌睡虫，太阳都晒屁股了，快清醒清醒。""}, {""sex"": ""1"", ""content"": ""睡这么久还打瞌睡，你是猪嘛？""}], ""lock"": 1}"
