"{""chat"": [{""sex"": ""1"", ""content"": ""头像是本人吗?""}, {""sex"": ""2"", ""content"": ""不是 ????""}, {""sex"": ""1"", ""content"": ""那就好 ，起码我是在确定撩妹""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""气死我了快""}, {""sex"": ""1"", ""content"": ""消消气消消气，气死了我找谁赔我一个女朋友？""}, {""sex"": ""1"", ""content"": ""别生气啦，生气是解决不了问题的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生病了。""}, {""sex"": ""1"", ""content"": ""你这么不会照顾自己，就给我来照顾吧。""}, {""sex"": ""1"", ""content"": ""走吧，带你去看医生！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我踢死你""}, {""sex"": ""1"", ""content"": ""你这样很容易成为寡妇的知道吗？""}, {""sex"": ""1"", ""content"": ""那你就把我踢死，然后继承我的花呗吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我爱你一辈子""}, {""sex"": ""1"", ""content"": ""我会用一辈子来偿还你的爱。""}, {""sex"": ""1"", ""content"": ""能不能下辈子也爱上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是你第一次叫我起床""}, {""sex"": ""1"", ""content"": ""以后每一次都是给你了。""}, {""sex"": ""1"", ""content"": ""以后这种艰巨的任务就交给我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也一样啊""}, {""sex"": ""1"", ""content"": ""大家都是一样的好不好。""}, {""sex"": ""1"", ""content"": ""都是一样一样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会一定""}, {""sex"": ""1"", ""content"": ""放心吧，肯定会有机会的。""}, {""sex"": ""1"", ""content"": ""就算没有机会我也会想办法创造机会呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很不一样""}, {""sex"": ""1"", ""content"": ""因为我不想和大众一个样。""}, {""sex"": ""1"", ""content"": ""这样才能在你的追求者里显得比较独特。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你和以前不一样了""}, {""sex"": ""1"", ""content"": ""人毕竟要长大，不改变怎么适应社会呢。""}, {""sex"": ""1"", ""content"": ""有啥不一样的，我不就是那个我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""十分钟""}, {""sex"": ""1"", ""content"": ""没事，等小仙女三十分钟都没事""}, {""sex"": ""1"", ""content"": ""嗯嗯，十分钟后记得给我发消息哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没新意""}, {""sex"": ""1"", ""content"": ""做我女朋友让你感受一下新意。""}, {""sex"": ""1"", ""content"": ""生活总会归于平淡，不要一味追求新鲜感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""洗澡先了""}, {""sex"": ""1"", ""content"": ""等等我，咱们一块儿洗啊。""}, {""sex"": ""1"", ""content"": ""一个人洗澡不方便，跟我一起洗我还能帮你搓背。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会陪着你的""}, {""sex"": ""1"", ""content"": ""你要陪着我走完这余生。""}, {""sex"": ""1"", ""content"": ""我也会陪伴着你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我再想你一会儿""}, {""sex"": ""1"", ""content"": ""这样晚上就可以梦到我了。""}, {""sex"": ""1"", ""content"": ""那我也在想你一会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨的""}, {""sex"": ""1"", ""content"": ""下再大的雨，也不能阻止我想你。""}, {""sex"": ""1"", ""content"": ""下雨的时候特别适合我坐在窗口想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一见钟情吗哈哈""}, {""sex"": ""1"", ""content"": ""第一次遇见你就爱上你了。""}, {""sex"": ""1"", ""content"": ""一见钟好几情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次见面比较尴尬""}, {""sex"": ""1"", ""content"": ""所以能不能麻烦理我一下""}, {""sex"": ""1"", ""content"": ""也是，我根本没想到你这么漂亮""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想认识你一下""}, {""sex"": ""1"", ""content"": ""你确定只是认识一下而已吗？""}, {""sex"": ""1"", ""content"": ""很高兴认识你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以认识一下""}, {""sex"": ""1"", ""content"": ""那我们可要认真认识一下。""}, {""sex"": ""1"", ""content"": ""只是认识一下吗，我觉得还可以喝喝奶茶增进一下感情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识一下""}, {""sex"": ""1"", ""content"": ""光是认识一下可不行。""}, {""sex"": ""2"", ""content"": ""那要怎么样？""}, {""sex"": ""1"", ""content"": ""上帝给了我们这特别的缘分，我们肯定不能辜负他老人家呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相互认识下""}, {""sex"": ""1"", ""content"": ""现在好好认识一下非常好。""}, {""sex"": ""1"", ""content"": ""我们之间可以好好认识了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们认识？？？""}, {""sex"": ""1"", ""content"": ""不认识难道就不能认识一下吗。""}, {""sex"": ""1"", ""content"": ""之前不认识，现在认识了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丑女一枚""}, {""sex"": ""1"", ""content"": ""世界上的女孩子都是好看的，没有丑女孩。""}, {""sex"": ""1"", ""content"": ""我不信，你肯定是个灵动的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""地位""}, {""sex"": ""1"", ""content"": ""要啥地位啊，还不如要一个你呢。""}, {""sex"": ""1"", ""content"": ""你的地位是第一的，我的话随便排就好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那肯定哎""}, {""sex"": ""1"", ""content"": ""小仙女说话肯定算数的啦。""}, {""sex"": ""1"", ""content"": ""我那么相信你，你不可以反悔""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宿舍一个人""}, {""sex"": ""1"", ""content"": ""一个人很无聊吧，就让我来好好陪你吧""}, {""sex"": ""1"", ""content"": ""一个人的时候是不是特别需要我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我想一下""}, {""sex"": ""1"", ""content"": ""一下，好了时间到。""}, {""sex"": ""1"", ""content"": ""嗯嗯，不着急，小仙女慢慢想。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话说的一套一套的""}, {""sex"": ""1"", ""content"": ""这还不是为了能把你的心给套住！""}, {""sex"": ""1"", ""content"": ""那你愿意落入我的套路中嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会再告诉你""}, {""sex"": ""1"", ""content"": ""难道现在不就是你要的机会吗？""}, {""sex"": ""1"", ""content"": ""机会都是留给有准备的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看到你了""}, {""sex"": ""1"", ""content"": ""是不是有种一见钟情的感觉？""}, {""sex"": ""1"", ""content"": ""怎么感觉像是上辈子的情人见面呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你等着哈""}, {""sex"": ""1"", ""content"": ""等一分钟要一个亲亲，两分钟两个，以此类推。""}, {""sex"": ""1"", ""content"": ""我是不是要闭上眼睛等待惊喜？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""待着吧""}, {""sex"": ""1"", ""content"": ""不行，我一个人待不住，你得陪着我""}, {""sex"": ""1"", ""content"": ""待在哪儿啊，待在你身边吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没礼物""}, {""sex"": ""1"", ""content"": ""都没有给我准备礼物哦，我好失落""}, {""sex"": ""1"", ""content"": ""问：怎样才能得到小仙女送的礼物呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""习惯了吧""}, {""sex"": ""1"", ""content"": ""当男生把一个女孩当成一种习惯的时候，就成了非常危险的事了。""}, {""sex"": ""1"", ""content"": ""不习惯的话，还怎么跟你好好过下去嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早，宝贝""}, {""sex"": ""1"", ""content"": ""又是一个爱你的一天。""}, {""sex"": ""1"", ""content"": ""宝贝，大早上的就让我吃糖真的好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是一直这样吗？""}, {""sex"": ""1"", ""content"": ""社会在发展，人也要跟着进步呀。""}, {""sex"": ""1"", ""content"": ""是啊，就像我一直喜欢你一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢你永远比你喜欢我多一点""}, {""sex"": ""1"", ""content"": ""那我就努力的喜欢你更多点！""}, {""sex"": ""1"", ""content"": ""我会努力的喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃午饭""}, {""sex"": ""1"", ""content"": ""没有我陪你吃饭，是不是食之无味？""}, {""sex"": ""1"", ""content"": ""饭要好好吃，才有力气减肥嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等我下班""}, {""sex"": ""1"", ""content"": ""那你下班的时间我可以预约嘛？""}, {""sex"": ""1"", ""content"": ""我感觉我好想下班了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""尽头""}, {""sex"": ""1"", ""content"": ""路的尽头还是路，所以一直朝前走吧""}, {""sex"": ""1"", ""content"": ""没有尽头，所以勇往直前吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她不加我微信""}, {""sex"": ""1"", ""content"": ""微信有什么好加的，我们直接打电话。""}, {""sex"": ""1"", ""content"": ""看来我们还是更合适面对面聊天啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃鸭脖""}, {""sex"": ""1"", ""content"": ""我的口水已经止不住泛滥了。""}, {""sex"": ""1"", ""content"": ""鸭脖竟然不跟我分享，太过分了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好多蚊子啊""}, {""sex"": ""1"", ""content"": ""那你快点跟我在一起，我是招蚊子体质。""}, {""sex"": ""1"", ""content"": ""不开心，蚊子都能亲到你，我却不行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要面子的嘛""}, {""sex"": ""1"", ""content"": ""要我就行了。""}, {""sex"": ""1"", ""content"": ""面子可以不要，但男朋友不能不要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怕我是骗子吗""}, {""sex"": ""1"", ""content"": ""你不可能是骗子，就算是骗子我也认了""}, {""sex"": ""1"", ""content"": ""像你这样单纯善良的女孩子怎么可能是骗子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我摩羯座""}, {""sex"": ""1"", ""content"": ""听说摩羯座的女生都很善良心软。""}, {""sex"": ""1"", ""content"": ""咦，摩羯座跟我超配的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""包的饺子""}, {""sex"": ""1"", ""content"": ""小仙女这么厉害，居然还会包饺子！""}, {""sex"": ""1"", ""content"": ""好想吃吃你亲手做的饺子呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""抠鼻。""}, {""sex"": ""1"", ""content"": ""仙女你做这个动作貌似不太好吧。""}, {""sex"": ""1"", ""content"": ""完了，我心里完美的仙女形象没了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""费脑子""}, {""sex"": ""1"", ""content"": ""脑子是个好东西，所以得多多锻炼。""}, {""sex"": ""1"", ""content"": ""要是不费脑子，我也想做呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""反正不舒服""}, {""sex"": ""1"", ""content"": ""让你觉得不舒服都是我不好。""}, {""sex"": ""1"", ""content"": ""哪里不舒服，我帮你揉揉吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好舒服哦""}, {""sex"": ""1"", ""content"": ""我的怀抱会更舒服哦""}, {""sex"": ""1"", ""content"": ""哇，你这么舒服都不考虑一下我的感受嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我趴在桌子上睡着了""}, {""sex"": ""1"", ""content"": ""趴在桌子上睡多不舒服啊，到床上睡吧。""}, {""sex"": ""1"", ""content"": ""这么累的吗，趴着都睡着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛？""}, {""sex"": ""1"", ""content"": ""我还以为小仙女会一会不理我呢""}, {""sex"": ""1"", ""content"": ""我想干嘛我自己也不清楚呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子痛啊""}, {""sex"": ""1"", ""content"": ""怎么了？是不是不小心吃坏东西了？""}, {""sex"": ""1"", ""content"": ""真希望我能替你承担这个疼痛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不请我吃饭""}, {""sex"": ""1"", ""content"": ""请你吃饭，能得到什么奖励吗？""}, {""sex"": ""1"", ""content"": ""我不请你吃饭，我准备亲自做饭给你吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是妹子""}, {""sex"": ""1"", ""content"": ""你要是汉子咱们也不会聊天了""}, {""sex"": ""1"", ""content"": ""一定是可可爱爱的妹子吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头给你打爆""}, {""sex"": ""1"", ""content"": ""我的头这么硬，你的手要是打疼了，我会心疼的。""}, {""sex"": ""1"", ""content"": ""打爆了多影响你跟我谈恋爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没多久""}, {""sex"": ""1"", ""content"": ""没多久是多久，你说清楚点呀""}, {""sex"": ""1"", ""content"": ""虽然我们认识没多久，可你早就已经走入了我的心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""需要多久""}, {""sex"": ""1"", ""content"": ""如果喜欢你，只需要一秒。""}, {""sex"": ""1"", ""content"": ""那得看人，看你需要多久了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干啥子""}, {""sex"": ""1"", ""content"": ""难道你想对我干什么？""}, {""sex"": ""2"", ""content"": ""并没有！""}, {""sex"": ""1"", ""content"": ""对不起，让你白期待了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我保护不了""}, {""sex"": ""1"", ""content"": ""放心吧，我会来好好保护你的。""}, {""sex"": ""1"", ""content"": ""你保护不了那就换我来保护。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在发呆""}, {""sex"": ""1"", ""content"": ""我要戳穿一个真相。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""你不是在发呆，你其实是在想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""群发吧""}, {""sex"": ""1"", ""content"": ""列表里就你一个人怎么可能群发呢？""}, {""sex"": ""1"", ""content"": ""我可是一字一句认真写下的话，你怎么能怀疑我群发呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要做张大猪蹄子吗""}, {""sex"": ""1"", ""content"": ""而且还是你一个人的大猪蹄子！""}, {""sex"": ""1"", ""content"": ""大猪蹄子美容养颜不好吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像这样的生活真好""}, {""sex"": ""1"", ""content"": ""像这样有你的生活真的好。""}, {""sex"": ""1"", ""content"": ""有你有我的生活真好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好，还好""}, {""sex"": ""1"", ""content"": ""看来你的承受能力还是蛮强的嘛。""}, {""sex"": ""1"", ""content"": ""请你把好的地方说一下呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨，晚上好""}, {""sex"": ""1"", ""content"": ""希望你除了晚上也能跟我打招呼呢""}, {""sex"": ""1"", ""content"": ""晚上的小小仙女进化成小野猫了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅哥帅哥""}, {""sex"": ""1"", ""content"": ""不要再叫我帅哥了，多叫几声哥哥就好了""}, {""sex"": ""1"", ""content"": ""啥？帅哥在哪里？哦，帅哥原来是我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅哥？""}, {""sex"": ""1"", ""content"": ""帅不帅这还得看你的眼光了。""}, {""sex"": ""1"", ""content"": ""你这么说我，我会不好意思的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我赞同""}, {""sex"": ""1"", ""content"": ""我也赞同我们的婚事。""}, {""sex"": ""1"", ""content"": ""看来我们很有默契，我也赞同。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好有爱""}, {""sex"": ""1"", ""content"": ""这可都是对你的爱啊。""}, {""sex"": ""1"", ""content"": ""这种爱已经积攒太多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好吖[愉快]""}, {""sex"": ""1"", ""content"": ""小仙女主动打招呼？我真的是受宠若惊啊""}, {""sex"": ""1"", ""content"": ""真想亲耳听到你的问候呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家里不好玩""}, {""sex"": ""1"", ""content"": ""你这是要约我出门一起玩吗？""}, {""sex"": ""1"", ""content"": ""以后总会有好玩的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""离不开我""}, {""sex"": ""1"", ""content"": ""就像鱼离不开水，我也早就离不开你了。""}, {""sex"": ""1"", ""content"": ""没有人能够让我离开你，除了生离死别。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你离开""}, {""sex"": ""1"", ""content"": ""你若不弃我便不离！""}, {""sex"": ""1"", ""content"": ""傻瓜，我怎么舍得离开你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看书呀""}, {""sex"": ""1"", ""content"": ""看什么书呢？可以推荐给我一起看呀。""}, {""sex"": ""1"", ""content"": ""什么书这么精彩，让小仙女如此着迷？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我挺好的""}, {""sex"": ""1"", ""content"": ""我以后会加倍对你好的。""}, {""sex"": ""1"", ""content"": ""就你这么一个小宝贝，我当然要好好对你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚洗完碗""}, {""sex"": ""1"", ""content"": ""看来是可以做个快乐的洗碗匠了""}, {""sex"": ""1"", ""content"": ""以后家务你包了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好丫""}, {""sex"": ""1"", ""content"": ""又是比昨天更爱你的一天啦。""}, {""sex"": ""1"", ""content"": ""有你的早上真的是好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上有空""}, {""sex"": ""1"", ""content"": ""那我可以晚上约你嘛 ？""}, {""sex"": ""1"", ""content"": ""看来晚上得好好找你聊一聊了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hello，你好呀- ??(?????)""}, {""sex"": ""1"", ""content"": ""有小仙女的招呼，今天肯定会有一天的好心情的""}, {""sex"": ""1"", ""content"": ""小仙女好呀，今天又是更爱你的一天呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一般做梦都是不好的""}, {""sex"": ""1"", ""content"": ""梦都是反的，傻瓜。""}, {""sex"": ""1"", ""content"": ""梦分好坏，得看你梦到什么了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就饿着吧""}, {""sex"": ""1"", ""content"": ""万一给饿瘦了咋办啊。""}, {""sex"": ""1"", ""content"": ""我才不要饿着呢，太饿会受不了的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最好的是什么？""}, {""sex"": ""1"", ""content"": ""最好的不就是你吗！""}, {""sex"": ""1"", ""content"": ""太多了，没办法一一列举给你看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上午好！""}, {""sex"": ""1"", ""content"": ""看得出来小仙女一早心情就很好哦。""}, {""sex"": ""1"", ""content"": ""今天天气不错哦，有没有觉得心情也跟天气一样好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当朋友挺好的""}, {""sex"": ""1"", ""content"": ""朋友是挺好，但当情侣会更好。""}, {""sex"": ""1"", ""content"": ""其实很多情侣都是从朋友做起的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大实话""}, {""sex"": ""1"", ""content"": ""你这是得有多大的实话呀。""}, {""sex"": ""1"", ""content"": ""句句都是实话，我可不敢欺骗你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会说话""}, {""sex"": ""1"", ""content"": ""真会说大实话吧。""}, {""sex"": ""1"", ""content"": ""说动你心了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你乱说话""}, {""sex"": ""1"", ""content"": ""我喜欢你怎么可能是乱说话呢。""}, {""sex"": ""1"", ""content"": ""没有啊，我这么乖的人不会乱说话的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都这样说""}, {""sex"": ""1"", ""content"": ""难道你不这么认为吗？""}, {""sex"": ""1"", ""content"": ""既然大家都这么说了肯定也是有一定道理的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说的挺好的""}, {""sex"": ""1"", ""content"": ""说爱你的话会更好。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的夸赞，好开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈了几个女朋友""}, {""sex"": ""1"", ""content"": ""谈的几个也都成了过眼云烟，曾经爱过，好聚好散。""}, {""sex"": ""1"", ""content"": ""那些都不重要了，你只要知道你会是我的最后一个女朋友就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没谈过""}, {""sex"": ""1"", ""content"": ""那巧了，我今年也没谈过。""}, {""sex"": ""1"", ""content"": ""仙女下凡第一次，肯定是没有谈过啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信你鬼""}, {""sex"": ""1"", ""content"": ""我又不糟老头子，咋滴就不能信我！""}, {""sex"": ""1"", ""content"": ""要是有鬼我肯定让你信了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪个是你""}, {""sex"": ""1"", ""content"": ""第一眼就让你心动的那个。""}, {""sex"": ""1"", ""content"": ""你问这个问题我很受伤。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪样的""}, {""sex"": ""1"", ""content"": ""是你老公那样的。""}, {""sex"": ""1"", ""content"": ""我是哪样的要等你来发现呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪年的""}, {""sex"": ""1"", ""content"": ""跟你谈恋爱刚刚好的那一年。""}, {""sex"": ""1"", ""content"": ""哪年的不重要，重要的是今年你会跟我在一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友嘛""}, {""sex"": ""1"", ""content"": ""好!早就想交你这个朋友!""}, {""sex"": ""1"", ""content"": ""我朋友就那么几个,怎么能交给你!""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友？""}, {""sex"": ""1"", ""content"": ""我朋友就那么几个,怎么能交给你!""}, {""sex"": ""1"", ""content"": ""那你的绿箭是不是应该给我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你好呀""}, {""sex"": ""1"", ""content"": ""认识你之后我才知道我是活着的""}, {""sex"": ""1"", ""content"": ""小哥哥 高兴了，走带你去吃好吃的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你换人吧""}, {""sex"": ""1"", ""content"": ""换啥人啊，就你了！""}, {""sex"": ""1"", ""content"": ""不换，就算你拿黄金给我也不换。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坏人坏人""}, {""sex"": ""1"", ""content"": ""没错，我就是那个只对你坏的人。""}, {""sex"": ""1"", ""content"": ""为什么我感觉你在撒娇""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你愿意为我做什么""}, {""sex"": ""1"", ""content"": ""那也得看你想让我做点什么。""}, {""sex"": ""1"", ""content"": ""只要是人能做的，我都会愿意的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉活着好累""}, {""sex"": ""1"", ""content"": ""累一点才能感受到活着的意义呀。""}, {""sex"": ""1"", ""content"": ""一个人活着比较累，两个人就会轻松一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没好人""}, {""sex"": ""1"", ""content"": ""难道你没看见你眼前这个大好人吗？""}, {""sex"": ""1"", ""content"": ""有啊，我觉得你就是特别特别好的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会见面的""}, {""sex"": ""1"", ""content"": ""等到你见面的时候，我相信你会喜欢的。""}, {""sex"": ""1"", ""content"": ""缘分总是会让我们相遇的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好会讲话""}, {""sex"": ""1"", ""content"": ""上帝给了我一张嘴，我就该好好发挥它的用途。""}, {""sex"": ""1"", ""content"": ""在这个社会，不会讲话是会吃亏的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""行吧！""}, {""sex"": ""1"", ""content"": ""要是不行我就要办了你了。""}, {""sex"": ""1"", ""content"": ""想让你说出这两个字真是太不容易了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近不想谈恋爱""}, {""sex"": ""1"", ""content"": ""没事，我可以在未来等你想谈恋爱。""}, {""sex"": ""1"", ""content"": ""我不是谈恋爱的，我是来结婚的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不爱""}, {""sex"": ""1"", ""content"": ""你只是不愿意承认你是爱我的罢了。""}, {""sex"": ""1"", ""content"": ""我会让你慢慢爱上我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想要什么惊喜""}, {""sex"": ""1"", ""content"": ""你要是把自己送给我那就是最大的惊喜了。""}, {""sex"": ""1"", ""content"": ""我想要的就能实现吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会说话的吗？""}, {""sex"": ""1"", ""content"": ""不会说话就不能博你一笑了。""}, {""sex"": ""1"", ""content"": ""为了你我才变得这么会说话的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""教的好""}, {""sex"": ""1"", ""content"": ""那也是因为你很聪明，学得好呀""}, {""sex"": ""1"", ""content"": ""教得好有没有奖励呢？""}], ""lock"": 1}"
