"{""chat"": [{""sex"": ""1"", ""content"": ""麻烦你把头像删掉""}, {""sex"": ""2"", ""content"": ""为什么?""}, {""sex"": ""1"", ""content"": ""太美，我容易投入感情""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直存在""}, {""sex"": ""1"", ""content"": ""你也一直存在我的心里。""}, {""sex"": ""1"", ""content"": ""我能成为你生命中一直存在的那个人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想象力丰富""}, {""sex"": ""1"", ""content"": ""所以我连我们七老八十的样子都能够想象出来。""}, {""sex"": ""1"", ""content"": ""想象力再丰富，可我想要的只有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有对象？""}, {""sex"": ""1"", ""content"": ""你没答应我，我哪来的对象。""}, {""sex"": ""1"", ""content"": ""我的象棋里面有一对象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想处对象了""}, {""sex"": ""1"", ""content"": ""别想了，我已经在对你行动了。""}, {""sex"": ""1"", ""content"": ""找我处对象保证让你满意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你正常一点""}, {""sex"": ""1"", ""content"": ""你选择正常的平庸还是不正常的精彩呢""}, {""sex"": ""1"", ""content"": ""如果我正常点，那估计就没法跟你正常交流了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""30岁了""}, {""sex"": ""1"", ""content"": ""30岁正是女人最好的年龄。""}, {""sex"": ""1"", ""content"": ""30岁的女人已经看过了很多风景但心里其实还存着少女情怀吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那在家好好休息一下吧""}, {""sex"": ""1"", ""content"": ""和你聊天就是我最好的休息。""}, {""sex"": ""1"", ""content"": ""那你不过来伺候一下的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好不容易休息一天""}, {""sex"": ""1"", ""content"": ""真好，还有得休息呢，我想休息都没有机会""}, {""sex"": ""1"", ""content"": ""那你可要好好放松放松了，吃顿大餐犒劳一下自己吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以在一起""}, {""sex"": ""1"", ""content"": ""谢谢，没让我的期待落空。""}, {""sex"": ""1"", ""content"": ""看来我还是比较厉害的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi,我正在找人聊天,可以一起吗？""}, {""sex"": ""1"", ""content"": ""当然可以，小仙女想聊些什么呢""}, {""sex"": ""1"", ""content"": ""哇，能和小仙女聊天我真的很开心呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不叫宝贝""}, {""sex"": ""1"", ""content"": ""可你就是我的宝贝呀""}, {""sex"": ""1"", ""content"": ""宝贝是我给你的爱称，我就喜欢这么叫你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉怎样""}, {""sex"": ""1"", ""content"": ""很好，就像我喜欢你那么好。""}, {""sex"": ""1"", ""content"": ""把你的感觉说给我听听，我看看我们是不是心有灵犀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在广告公司上班""}, {""sex"": ""1"", ""content"": ""那你肯定是很有想象力的女孩子""}, {""sex"": ""1"", ""content"": ""广告公司上班好像还挺辛苦的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我点时间吧""}, {""sex"": ""1"", ""content"": ""时间不够啊，把我给你行吗""}, {""sex"": ""1"", ""content"": ""我可以给你点时间，让你和我好好谈恋爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想和你一起""}, {""sex"": ""1"", ""content"": ""你终于说出了我的心里话了。""}, {""sex"": ""1"", ""content"": ""难道我就不想吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜一下""}, {""sex"": ""1"", ""content"": ""那就每天都这么甜吧。""}, {""sex"": ""1"", ""content"": ""你这甜一下我能开心好几天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想睡一会""}, {""sex"": ""1"", ""content"": ""睡在我怀里难道不好吗？""}, {""sex"": ""1"", ""content"": ""那你可一定要梦我到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加微信好友的打招呼""}, {""sex"": ""1"", ""content"": ""听说加微信是发展朋友关系的第一步""}, {""sex"": ""1"", ""content"": ""小仙女还记得我是谁吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的肚子疼""}, {""sex"": ""1"", ""content"": ""怎么会肚子疼呢？是不是着凉了？""}, {""sex"": ""1"", ""content"": ""来大姨妈了吗？快泡点红糖水喝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""沙子""}, {""sex"": ""1"", ""content"": ""沙子玩多了容易变成沙雕哦""}, {""sex"": ""1"", ""content"": ""你要是想玩沙子我可以带你去海边""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找个过日子的""}, {""sex"": ""1"", ""content"": ""找我，你的日子会过得舒舒服服。""}, {""sex"": ""1"", ""content"": ""那我肯定是不二人选了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""日记""}, {""sex"": ""1"", ""content"": ""写日记是个好习惯，将来翻起会是满满的回忆。""}, {""sex"": ""1"", ""content"": ""我想成为你日记里的一部分。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老姑娘了""}, {""sex"": ""1"", ""content"": ""依旧如此美丽不是吗？""}, {""sex"": ""1"", ""content"": ""明明是小仙女怎么就老姑娘。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给老子滚""}, {""sex"": ""1"", ""content"": ""你说滚我就滚啊，这多没面子啊。""}, {""sex"": ""1"", ""content"": ""我不圆润啊，滚都滚不动啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我岂不是很没有面子""}, {""sex"": ""1"", ""content"": ""你没面子的事情难道还少吗？""}, {""sex"": ""1"", ""content"": ""面子这种东西可有可无啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是傻子呢""}, {""sex"": ""1"", ""content"": ""没事，我就喜欢你这个傻子。""}, {""sex"": ""1"", ""content"": ""傻傻的可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猫表情""}, {""sex"": ""1"", ""content"": ""猫咪很可爱，你比猫咪更可爱。""}, {""sex"": ""1"", ""content"": ""小仙女喜欢猫吗？我觉得猫好可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一夜没睡""}, {""sex"": ""1"", ""content"": ""你是想把自己熬成小熊猫吗。""}, {""sex"": ""1"", ""content"": ""熬夜爽，一直熬夜一直爽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在武汉""}, {""sex"": ""1"", ""content"": ""武汉现在疫情怎么样了？""}, {""sex"": ""1"", ""content"": ""原来是来自武汉的樱花女孩啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子都饿了""}, {""sex"": ""1"", ""content"": ""饿肚子的感觉不好受，那就抓紧吃饭！""}, {""sex"": ""1"", ""content"": ""想吃什么，我带你去呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道你喜欢我什么呢""}, {""sex"": ""1"", ""content"": ""我也不知道，就是喜欢你。""}, {""sex"": ""1"", ""content"": ""还能喜欢你什么，喜欢有你在的日子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有意义的事""}, {""sex"": ""1"", ""content"": ""有你在，我的人生才有意义。""}, {""sex"": ""1"", ""content"": ""我觉得只要是跟你一起做的事都是有意义的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的心像石头""}, {""sex"": ""1"", ""content"": ""没事，我帮你捂热。""}, {""sex"": ""1"", ""content"": ""那我就锤子，直接锤碎！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢一个人是什么样的啊""}, {""sex"": ""1"", ""content"": ""就像现在我喜欢你一样。""}, {""sex"": ""1"", ""content"": ""那你看看我是什么样子的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""奖励你请我吃饭吧！""}, {""sex"": ""1"", ""content"": ""那我得奖励你被我请吃一辈子的饭！""}, {""sex"": ""1"", ""content"": ""亲亲 抱抱呢？没啦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还没吃饭吧""}, {""sex"": ""1"", ""content"": ""怎么，想请我吃饭就直说啦。""}, {""sex"": ""1"", ""content"": ""你不在身边，没啥子胃口吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等我有空""}, {""sex"": ""1"", ""content"": ""我把我的空分你点如何？""}, {""sex"": ""1"", ""content"": ""我等你下一次空闲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不然我生气了""}, {""sex"": ""1"", ""content"": ""你生气的样子也很可爱。""}, {""sex"": ""1"", ""content"": ""生气吧，我负责把你哄好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好真实""}, {""sex"": ""1"", ""content"": ""哥哥我从来不来虚伪的那一套""}, {""sex"": ""1"", ""content"": ""人与人之间最重要的不就是要真诚吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好不好听""}, {""sex"": ""1"", ""content"": ""必须是好听，哪能不好听呀。""}, {""sex"": ""1"", ""content"": ""不好听，说你喜欢我的时候最好听了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好考""}, {""sex"": ""1"", ""content"": ""那你得好好鼓励我一番才行啊""}, {""sex"": ""1"", ""content"": ""嗯嗯，我会认真对待的，不会让你失望""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好回答""}, {""sex"": ""1"", ""content"": ""好啦，我知道了，我不胡说八道了。""}, {""sex"": ""1"", ""content"": ""你太美了，影响我好好回答的水平。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我家缺个干活的""}, {""sex"": ""1"", ""content"": ""你说你家缺个老公不就完了。""}, {""sex"": ""1"", ""content"": ""我怎么就成一个干活的了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好看不好看""}, {""sex"": ""1"", ""content"": ""为什么不好看呢？""}, {""sex"": ""1"", ""content"": ""等我会儿，我找个词来说好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚没睡好吗""}, {""sex"": ""1"", ""content"": ""是啊，放不下你夜里醒来好几次。""}, {""sex"": ""1"", ""content"": ""昨晚没有你的晚安，所以没有睡好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照顾不好自己。""}, {""sex"": ""1"", ""content"": ""那就把你自己给我照顾。""}, {""sex"": ""1"", ""content"": ""你这是想活活气死我的节奏咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问号？""}, {""sex"": ""1"", ""content"": ""小仙女有什么疑问呢？""}, {""sex"": ""2"", ""content"": ""疑问好多""}, {""sex"": ""1"", ""content"": ""有什么不懂的都可以问我哦，我一一为你解答""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没事问问""}, {""sex"": ""1"", ""content"": ""我猜你是想我了，可是又不好意思直接说。""}, {""sex"": ""1"", ""content"": ""完蛋了，我沉睡的心被你问醒了，你要负责。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好惹不""}, {""sex"": ""1"", ""content"": ""不好惹，一点都不好惹。""}, {""sex"": ""1"", ""content"": ""自己喜欢的女孩子，我惹她干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班去""}, {""sex"": ""1"", ""content"": ""好的，我一定会好好上班的。""}, {""sex"": ""1"", ""content"": ""上班赚钱给你买好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班好久了""}, {""sex"": ""1"", ""content"": ""辛苦辛苦，我来帮你按按摩。""}, {""sex"": ""1"", ""content"": ""上班这么久，该休息一下啦，要懂得劳逸结合。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我同意了""}, {""sex"": ""1"", ""content"": ""你同意被我喜欢了？""}, {""sex"": ""1"", ""content"": ""好的，这下我就名正言顺的喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您哪位？""}, {""sex"": ""1"", ""content"": ""我是哪位取决于你想我成为你的哪位""}, {""sex"": ""1"", ""content"": ""我是脚踏七彩祥云，手握金箍棒的无敌大圣！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不去玩吗？""}, {""sex"": ""1"", ""content"": ""你不陪我，我觉得没什么好玩的。""}, {""sex"": ""1"", ""content"": ""去找你玩好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先休息一会儿""}, {""sex"": ""1"", ""content"": ""嗯嗯，那你赶紧休息，养精蓄锐""}, {""sex"": ""1"", ""content"": ""好好休息，睡好了再给我发消息""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里见""}, {""sex"": ""1"", ""content"": ""听你的，你在哪里方便我们就在哪里见""}, {""sex"": ""1"", ""content"": ""你家楼下吧，我去找你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""舍不得离开""}, {""sex"": ""1"", ""content"": ""那就别离开了，留下吧。""}, {""sex"": ""1"", ""content"": ""爱我，别走~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去找别的小姐姐""}, {""sex"": ""1"", ""content"": ""我想找的小姐姐只有你这个。""}, {""sex"": ""1"", ""content"": ""我才不会放着这么好的你去找别人呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又上课了""}, {""sex"": ""1"", ""content"": ""小可爱要好好听课哦。""}, {""sex"": ""1"", ""content"": ""允许你上课的时候偷偷想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""歌好听吗""}, {""sex"": ""1"", ""content"": ""好听呀，要是你唱肯定会更好听""}, {""sex"": ""1"", ""content"": ""果然好看的人唱歌也好听呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真好啊""}, {""sex"": ""1"", ""content"": ""你这么好，我当然也要对你好了。""}, {""sex"": ""1"", ""content"": ""傻瓜，不对你好我还能对谁好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好""}, {""sex"": ""1"", ""content"": ""早上好，今天又要开始新一轮的想念了。""}, {""sex"": ""1"", ""content"": ""一大清早就能收到小仙女问候，今天看来是幸运的一天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi 你好呀""}, {""sex"": ""1"", ""content"": ""现在的开场白都这么正经了吗。""}, {""sex"": ""1"", ""content"": ""你好我好大家好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好幽默呀！""}, {""sex"": ""1"", ""content"": ""因为跟你在一起我觉得很开心呀。""}, {""sex"": ""1"", ""content"": ""那你喜欢这么幽默的我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天好累""}, {""sex"": ""1"", ""content"": ""真不想让你累着，一想到我就心疼。""}, {""sex"": ""1"", ""content"": ""那昨晚有没有睡好，今天还会不会觉得累？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛勒""}, {""sex"": ""1"", ""content"": ""我就是想来看看我喜欢的人而已。""}, {""sex"": ""1"", ""content"": ""我在和仙女聊天，你没看到她问我干嘛嘞""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的还挺好""}, {""sex"": ""1"", ""content"": ""想你想的当然还不错啦。""}, {""sex"": ""1"", ""content"": ""人要有梦想，不然和咸鱼有区别吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出来嗨""}, {""sex"": ""1"", ""content"": ""我就知道你想我了。""}, {""sex"": ""1"", ""content"": ""想去哪嗨，我带你去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好快乐""}, {""sex"": ""1"", ""content"": ""我会让你永远都这么快乐的""}, {""sex"": ""1"", ""content"": ""我的快乐很简单，有你在我就很快乐了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""实话实说嘛""}, {""sex"": ""1"", ""content"": ""除了实话实说你还有别的吗？""}, {""sex"": ""1"", ""content"": ""坦白从宽，抗拒从严！别抵抗了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不知道说啥""}, {""sex"": ""1"", ""content"": ""啥也别说，让我静静欣赏你的美。""}, {""sex"": ""1"", ""content"": ""憋说话，吻我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别说情话""}, {""sex"": ""1"", ""content"": ""不说情话，那我说撩你的话吧。""}, {""sex"": ""1"", ""content"": ""怎么怕被我说的情话说动心吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说不说呀""}, {""sex"": ""1"", ""content"": ""不说不说不说，就是让你着急""}, {""sex"": ""1"", ""content"": ""想知道就亲我一口，没准我就说了呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想说就说呗""}, {""sex"": ""1"", ""content"": ""我怕说了你会不高兴。""}, {""sex"": ""1"", ""content"": ""既然小仙女都发话了，那我就放心大胆地说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说点好的""}, {""sex"": ""1"", ""content"": ""仙女还需要我来夸吗。""}, {""sex"": ""1"", ""content"": ""我说的可都是大实话啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我要怎么说呢""}, {""sex"": ""1"", ""content"": ""想说什么就说什么，怕啥""}, {""sex"": ""1"", ""content"": ""当着我的面说就好啦，表白谁不会啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有可比性""}, {""sex"": ""1"", ""content"": ""但是可比性不是一直都有吗。""}, {""sex"": ""1"", ""content"": ""比一比才知道哪一个更好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出来逛街""}, {""sex"": ""1"", ""content"": ""那我现在预约一下你下次逛街的时间。""}, {""sex"": ""1"", ""content"": ""是不是背着我跟其他小哥哥逛街？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在逛街呢""}, {""sex"": ""1"", ""content"": ""那我提前预约一下，下一次跟我一起逛街。""}, {""sex"": ""1"", ""content"": ""那你少了一个能帮你提东西的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换个头像""}, {""sex"": ""1"", ""content"": ""那换成我的照片吧，反正我是你未来的男朋友。""}, {""sex"": ""1"", ""content"": ""顺便，换个男朋友吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你换个目标吧""}, {""sex"": ""1"", ""content"": ""既然做出了选择就一定要坚定。""}, {""sex"": ""1"", ""content"": ""不换不换，我就追定你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个表情""}, {""sex"": ""1"", ""content"": ""表情包果然是个好东西，能把我的感受表现得淋漓尽致。""}, {""sex"": ""1"", ""content"": ""我脸上的表情更好看，你什么时候能看到呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼，坏人""}, {""sex"": ""1"", ""content"": ""你这么可爱，我总想对你使坏。""}, {""sex"": ""1"", ""content"": ""我就是个坏人，偏偏要偷走你的心的坏人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想要什么备注""}, {""sex"": ""1"", ""content"": ""我想让你备注宝贝亲爱的这种。""}, {""sex"": ""1"", ""content"": ""想要你给我起一个特别的备注。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情人节不过了""}, {""sex"": ""1"", ""content"": ""你想让大家都知道你是单身这件事吗？""}, {""sex"": ""1"", ""content"": ""就算你不过情人节也照样要吃狗粮呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男的没一个好东西""}, {""sex"": ""1"", ""content"": ""那是因为你还没遇见我这样的好男人。""}, {""sex"": ""1"", ""content"": ""男人坏坏的，女人才爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个憨逼""}, {""sex"": ""1"", ""content"": ""妈妈说骂人是不对的！""}, {""sex"": ""1"", ""content"": ""那我也是喜欢你的憨逼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点危险""}, {""sex"": ""1"", ""content"": ""最迷人的往往是最危险的。""}, {""sex"": ""1"", ""content"": ""那你愿不愿意探入这危险之中呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""深不过真情，凉不过人心""}, {""sex"": ""1"", ""content"": ""别再执念于那些曾经或失去""}, {""sex"": ""1"", ""content"": ""美不过回忆，伤不过离别""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""2020有什么愿望吗""}, {""sex"": ""1"", ""content"": ""愿望太多了，你让我怎么说呢""}, {""sex"": ""1"", ""content"": ""难道你是帮我实现愿望的仙女吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""留个电话""}, {""sex"": ""1"", ""content"": ""直接加个微信呗，不就完事""}, {""sex"": ""1"", ""content"": ""看来我们的缘分已经要开始了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡眠不好""}, {""sex"": ""1"", ""content"": ""是不是每天晚上都在偷偷想我啊""}, {""sex"": ""1"", ""content"": ""我去给你买点助睡眠的东西吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蜜小助""}, {""sex"": ""1"", ""content"": ""原来蜜小助已经这么火了吗？""}, {""sex"": ""1"", ""content"": ""蜜小助可是个好东西，我建议你也下载一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要先去洗澡了""}, {""sex"": ""1"", ""content"": ""去吧，我不会偷看你洗澡的。""}, {""sex"": ""1"", ""content"": ""你这是在引诱我犯罪，懂不！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道会不会""}, {""sex"": ""1"", ""content"": ""会的会的，我相信你。""}, {""sex"": ""1"", ""content"": ""其实你不是不知道会不会，你只是不敢确定你心里的答案，对吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约会地点""}, {""sex"": ""1"", ""content"": ""哪里约都可以，我听你的""}, {""sex"": ""1"", ""content"": ""那就去你家附近的公园吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你中毒了吗""}, {""sex"": ""1"", ""content"": ""你的相思之毒，真的很强烈啊。""}, {""sex"": ""1"", ""content"": ""我中了爱情的毒药，你就是解药。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过会吃""}, {""sex"": ""1"", ""content"": ""那你一定要吃哦，不然会饿着的""}, {""sex"": ""1"", ""content"": ""那我过会再提醒你吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还挺会说""}, {""sex"": ""1"", ""content"": ""那你会喜欢我这么会说嘛？""}, {""sex"": ""1"", ""content"": ""也不看看我是对谁才这么会说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待哦""}, {""sex"": ""1"", ""content"": ""我也很期待，跟你有不一样的未来。""}, {""sex"": ""1"", ""content"": ""原来你也在期待，看来我们心有灵犀哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无怨无悔""}, {""sex"": ""1"", ""content"": ""无论结果怎么样，都要无怨无悔。""}, {""sex"": ""1"", ""content"": ""嗯，既然做出了选择，就不可以后悔。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待什么？""}, {""sex"": ""1"", ""content"": ""期待未来与你共度的每一天。""}, {""sex"": ""1"", ""content"": ""期待你的到来呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等一会吧""}, {""sex"": ""1"", ""content"": ""那可不能让我等太久了。""}, {""sex"": ""1"", ""content"": ""好，即使是等待，这个时光也是甜蜜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你一起吃饭""}, {""sex"": ""1"", ""content"": ""那你稍等，我这边快马加鞭！""}, {""sex"": ""1"", ""content"": ""那你先吃点东西，别饿着自己了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以为你丢了""}, {""sex"": ""1"", ""content"": ""只要你不丢下我，我就会一直陪在你身边。""}, {""sex"": ""1"", ""content"": ""你把谁弄丢也别把我弄丢了，好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假装带很多礼物来看下你""}, {""sex"": ""1"", ""content"": ""你也太没诚意了，带礼物还假装！""}, {""sex"": ""1"", ""content"": ""我在乎的又不是礼物，我在乎的是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你会的多""}, {""sex"": ""1"", ""content"": ""还好啦，也就是比你多一点啦。""}, {""sex"": ""1"", ""content"": ""不多，也就够我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己弄""}, {""sex"": ""1"", ""content"": ""自己弄太麻烦了，我来帮你。""}, {""sex"": ""1"", ""content"": ""不要什么事都靠自己，有的时候也可以寻求一些帮助呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这嘴巴""}, {""sex"": ""1"", ""content"": ""我这嘴巴咋了，我觉得蛮好的呀。""}, {""sex"": ""1"", ""content"": ""这可是为了你专门升级过得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你要失望了""}, {""sex"": ""1"", ""content"": ""我不怕失望，我怕的是无法再见到你的绝望。""}, {""sex"": ""1"", ""content"": ""失望的前提不是有希望吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不失眠""}, {""sex"": ""1"", ""content"": ""看来你的睡眠质量很不错哦。""}, {""sex"": ""1"", ""content"": ""没失眠就好，不过要是你失眠了就给我发消息，我会陪你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才躺下""}, {""sex"": ""1"", ""content"": ""那我现在要扑进你的怀里了哦。""}, {""sex"": ""1"", ""content"": ""我也躺着了，四舍五入我们躺在一起了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚开始聊天""}, {""sex"": ""1"", ""content"": ""你的头像和我的刚好是情头啊""}, {""sex"": ""1"", ""content"": ""小仙女的眼光果然很好，不然怎么会找我呢""}], ""lock"": 1}"
