"{""chat"": [{""sex"": ""1"", ""content"": ""你好，请问 XX 路是不是在这坐""}, {""sex"": ""2"", ""content"": ""是的""}, {""sex"": ""1"", ""content"": ""哇，一出门就碰上好人了，上次问路一个丑丑的女人都不理我，看来外表和内在果然是成正比的""}, {""sex"": ""2"", ""content"": ""哈哈~""}, {""sex"": ""1"", ""content"": ""我对这边不怎么熟，等下万一迷路遇不到你这样的好人就麻烦了，善良 妹子,要不留个电话给我就可以随时问你路了，你号码多少呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""?你这种人在电视里只能活两集?""}, {""sex"": ""1"", ""content"": ""算命的告诉我，这辈子只能和漂亮活好的女人在一起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""劝你少发自拍，害我啥也没干光盯着你照片看了两小时。""}, {""sex"": ""1"", ""content"": ""hi,你朋友圈的那碗鸡汤我喝了。""}, {""sex"": ""1"", ""content"": ""翻到你分享的那首歌，最近都是我的单曲循环。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""Hi,我有个问题想问一下女生意见，女孩子一般是先贴睫毛还是先涂眼影的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我好看吗""}, {""sex"": ""1"", ""content"": ""好看啊，难道有人比你好看的吗？""}, {""sex"": ""1"", ""content"": ""你不是好看，你是非常的漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上怎么聊？""}, {""sex"": ""1"", ""content"": ""早早早，仙女的早安被我承包啦！""}, {""sex"": ""1"", ""content"": ""我起得这么早，就是为了叫你起床""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们挺近的""}, {""sex"": ""1"", ""content"": ""竟然离得这么近，看来我们缘分不浅啊。""}, {""sex"": ""1"", ""content"": ""这么近，是不是可以约一波奶茶？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么巧的嘛""}, {""sex"": ""1"", ""content"": ""看来都是老天爷给我们的缘分啊。""}, {""sex"": ""1"", ""content"": ""冥冥中有天意让我靠近你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么不说话？""}, {""sex"": ""1"", ""content"": ""不小心看你看得太出神了。""}, {""sex"": ""1"", ""content"": ""我在想怎么和你说我喜欢你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么意思啊？""}, {""sex"": ""1"", ""content"": ""天机不可泄露，懂吗？""}, {""sex"": ""1"", ""content"": ""我的意思就是说，你啥时候做我老婆啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥时候啊""}, {""sex"": ""1"", ""content"": ""这么迫不及待的想见到我吗？""}, {""sex"": ""1"", ""content"": ""你想什么时候就什么时候，我都有时间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候下雪""}, {""sex"": ""1"", ""content"": ""等下雪的时候，我第一时间拍照给你看。""}, {""sex"": ""1"", ""content"": ""大概是你太美了，雪花自愧不如。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么都不玩""}, {""sex"": ""1"", ""content"": ""那你不会觉得生活很无聊吗？""}, {""sex"": ""1"", ""content"": ""那你平时的娱乐项目是什么呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么来不及""}, {""sex"": ""1"", ""content"": ""再不做我女朋友就来不及啦""}, {""sex"": ""1"", ""content"": ""没什么，只要你在什么都还来得及""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情不怎么样""}, {""sex"": ""1"", ""content"": ""那我需要怎么样才能让你心情好起来？""}, {""sex"": ""1"", ""content"": ""心情不好的时候更需要我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不一样""}, {""sex"": ""1"", ""content"": ""我知道你哪里不一样，今天比做昨天更漂亮了呀。""}, {""sex"": ""1"", ""content"": ""哪里不一样，我怎么没看出来呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥样子""}, {""sex"": ""1"", ""content"": ""一个喜欢你的样子。""}, {""sex"": ""1"", ""content"": ""你见了之后不就知道是什么样子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你叫啥呀""}, {""sex"": ""1"", ""content"": ""名字什么的都是代号，只是为了遇见你罢了""}, {""sex"": ""1"", ""content"": ""名字只是一个代号，男朋友，亲爱的，宝贝……你可以随便叫""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再了解了解""}, {""sex"": ""1"", ""content"": ""放心吧，我一定会好好了解你的。""}, {""sex"": ""1"", ""content"": ""了解一个人是得花多少时间啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋了咋了？""}, {""sex"": ""1"", ""content"": ""没事，就是想你了，想亲亲你""}, {""sex"": ""1"", ""content"": ""其实是小仙女想我了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加我咋了""}, {""sex"": ""1"", ""content"": ""我就是想知道这么可爱的你是咋回事。""}, {""sex"": ""1"", ""content"": ""加个仙女不行吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算了吧！""}, {""sex"": ""1"", ""content"": ""算了吧是什么？我可不知道什么叫算了吧。""}, {""sex"": ""1"", ""content"": ""这么轻易就放弃还是我认识的那个小仙女吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉了没？""}, {""sex"": ""1"", ""content"": ""你都这么问了，肯定是没睡啦。""}, {""sex"": ""1"", ""content"": ""你都没睡，我怎么可能睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又睡醒了""}, {""sex"": ""1"", ""content"": ""小懒猪，该起来了，别睡啦。""}, {""sex"": ""1"", ""content"": ""睡醒了就不要再睡了，赶紧起床吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""服吗""}, {""sex"": ""1"", ""content"": ""不服都没有办法啊。""}, {""sex"": ""1"", ""content"": ""服，我只能服你才行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打输了""}, {""sex"": ""1"", ""content"": ""跟我一起打，我肯定不会让你输""}, {""sex"": ""1"", ""content"": ""是谁这么狠心，竟然舍得让这么好看的小仙女输！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""连输""}, {""sex"": ""1"", ""content"": ""手气这么差，一定是少了我给你的幸运吻。""}, {""sex"": ""1"", ""content"": ""在我这里你永远是赢家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧你赢了""}, {""sex"": ""1"", ""content"": ""输了就要做我的俘虏呦。""}, {""sex"": ""1"", ""content"": ""输了你就算赢了全世界又能如何。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃了？""}, {""sex"": ""1"", ""content"": ""嗯，不太好吃，因为少了你的陪伴。""}, {""sex"": ""1"", ""content"": ""你要是还没吃，我的肚子可以为你腾出些地儿来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没吃了""}, {""sex"": ""1"", ""content"": ""看来我得给你投食才行了""}, {""sex"": ""1"", ""content"": ""那你想吃什么，我带你去吃呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开始飘了""}, {""sex"": ""1"", ""content"": ""可能最近瘦了，所以开始飘了""}, {""sex"": ""1"", ""content"": ""我还能飘去哪里，还不是飘到你心里去""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱了，爱了""}, {""sex"": ""1"", ""content"": ""对我的爱是不是如滔滔江水延绵不绝了。""}, {""sex"": ""1"", ""content"": ""你这么热情地表达对我的爱意我会害羞的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡了会""}, {""sex"": ""1"", ""content"": ""睡够了么？""}, {""sex"": ""1"", ""content"": ""小可爱的活力又回来了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只是饿了""}, {""sex"": ""1"", ""content"": ""你这小肚子饿了，我也是能理解的。""}, {""sex"": ""1"", ""content"": ""那就去吃饭！吃饱了就不会饿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""错错""}, {""sex"": ""1"", ""content"": ""哎呀，那小仙女帮我纠错一下。""}, {""sex"": ""1"", ""content"": ""错就错在我不该对你动心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪错了？""}, {""sex"": ""1"", ""content"": ""没有照顾你的感受是我最大的错 。""}, {""sex"": ""1"", ""content"": ""我哪里都做错了 ，但是做的最对的就是找到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不想上班了""}, {""sex"": ""1"", ""content"": ""说不上就不上，罢工吧！""}, {""sex"": ""1"", ""content"": ""心里闪过一万个不想上班的念头，还是只能老老实实上着班。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好有文采""}, {""sex"": ""1"", ""content"": ""过奖了，不过是读过几年书罢了。""}, {""sex"": ""1"", ""content"": ""这些文采在你面前都黯然失色。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""困了就先睡""}, {""sex"": ""1"", ""content"": ""好的呢！保证好好睡觉""}, {""sex"": ""1"", ""content"": ""要是不困就不睡了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""分手啦""}, {""sex"": ""1"", ""content"": ""好呀，我们领结婚证吧。""}, {""sex"": ""1"", ""content"": ""我不是把手分开了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是变了""}, {""sex"": ""1"", ""content"": ""我发现了，你已经变得更好看了。""}, {""sex"": ""1"", ""content"": ""仙女再怎么变化也还是那个仙女呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想了解""}, {""sex"": ""1"", ""content"": ""但是我怎么这么想了解一下你呢。""}, {""sex"": ""1"", ""content"": ""这时候不想了解以后会想了解的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太快了太快了""}, {""sex"": ""1"", ""content"": ""那我把速度放慢点，不然你跟不上。""}, {""sex"": ""1"", ""content"": ""不快一点会被落下的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快乐太难了""}, {""sex"": ""1"", ""content"": ""但有时候快乐却十分简单。""}, {""sex"": ""1"", ""content"": ""有我在，保证你的快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不懂就不懂""}, {""sex"": ""1"", ""content"": ""虽然我不懂，但是我可以学。""}, {""sex"": ""1"", ""content"": ""就是因为我不懂所以才需要你来教我呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又要长胖了""}, {""sex"": ""1"", ""content"": ""没事，胖胖的挺可爱的。""}, {""sex"": ""1"", ""content"": ""胖一点，我麻麻比较喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多吃点长得胖""}, {""sex"": ""1"", ""content"": ""怎么想看我长胖后没人要啊。""}, {""sex"": ""1"", ""content"": ""胖就胖咯，反正有你在我身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我早起来了""}, {""sex"": ""1"", ""content"": ""今天的太阳是从西边升起的吗？！""}, {""sex"": ""1"", ""content"": ""这么早起来是想我了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很晚""}, {""sex"": ""1"", ""content"": ""不管多晚，我都可以等你。""}, {""sex"": ""1"", ""content"": ""熬过了黑夜就是黎明，所以我不怕晚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上问""}, {""sex"": ""1"", ""content"": ""晚上好！晚上的小仙女好像更好看了呢""}, {""sex"": ""1"", ""content"": ""晚上好!小仙女晚上有乖乖待在家里吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃药没""}, {""sex"": ""1"", ""content"": ""想你想的头晕，吃药没用啊！""}, {""sex"": ""1"", ""content"": ""我要你喂我吃呀！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""输了""}, {""sex"": ""1"", ""content"": ""胜败乃兵家常事，没有常胜将军。""}, {""sex"": ""1"", ""content"": ""输了天下，但是赢到了我""}, {""sex"": ""1"", ""content"": ""因果没有对错，更没有输赢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""死不了吧""}, {""sex"": ""1"", ""content"": ""死不了就可以这么放肆的吗？""}, {""sex"": ""1"", ""content"": ""呸呸呸，肯定会长命百岁的，不要随随便便说什么死不死的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""醒了醒了""}, {""sex"": ""1"", ""content"": ""我家的猪终于睡醒了。""}, {""sex"": ""1"", ""content"": ""我可爱的小猪猪你终于睡醒啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡醒了没？""}, {""sex"": ""1"", ""content"": ""睡醒了，梦里的你没了我就醒了。""}, {""sex"": ""1"", ""content"": ""你都出现在我梦里，还问我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚醒了""}, {""sex"": ""1"", ""content"": ""刚睡醒是不是像一只慵懒的小猫咪？""}, {""sex"": ""1"", ""content"": ""醒了就该起来吃饭啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""醒啦""}, {""sex"": ""1"", ""content"": ""对啊，梦里的你消失了我不醒就奇怪了。""}, {""sex"": ""1"", ""content"": ""感觉你在呼唤我，我就醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想吐了""}, {""sex"": ""1"", ""content"": ""怎么了，是不是吃坏东西所以不舒服？""}, {""sex"": ""1"", ""content"": ""哇，该不会是我要当爹的节奏吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你看到了？""}, {""sex"": ""1"", ""content"": ""我看到我喜欢的你了。""}, {""sex"": ""1"", ""content"": ""你可以当我没看到""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚做梦了么""}, {""sex"": ""1"", ""content"": ""白天想你太久晚上肯定做梦啊！""}, {""sex"": ""1"", ""content"": ""你都出现在我梦里了，还问我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雪了""}, {""sex"": ""1"", ""content"": ""下雪的时候你知道和什么比较配吗""}, {""sex"": ""2"", ""content"": ""和什么配？""}, {""sex"": ""1"", ""content"": ""和你啊，白雪公主。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""秋天冷了""}, {""sex"": ""1"", ""content"": ""天凉了，是时候谈个恋爱暖暖身子了。""}, {""sex"": ""1"", ""content"": ""秋高气爽，这个季节很适合跟我谈恋爱哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天好冷呀""}, {""sex"": ""1"", ""content"": ""我怀里很暖和，要不要过来。""}, {""sex"": ""1"", ""content"": ""冷冷的时候，你就会想起我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冷不冷？""}, {""sex"": ""1"", ""content"": ""冷的话可以抱着你吗？""}, {""sex"": ""1"", ""content"": ""之前冷，但是看到你我心热了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不早了早点休息""}, {""sex"": ""1"", ""content"": ""好的，我会梦到你的。""}, {""sex"": ""1"", ""content"": ""那我可以早点梦到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早就起了""}, {""sex"": ""1"", ""content"": ""今天太阳从西边出来的吗，你居然这么早""}, {""sex"": ""1"", ""content"": ""是不是又偷偷想我，早起了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我早醒了""}, {""sex"": ""1"", ""content"": ""醒了也不跟我说早安，我以为你还在睡懒觉呢。""}, {""sex"": ""1"", ""content"": ""那有没有好好吃早餐？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吃早餐了""}, {""sex"": ""1"", ""content"": ""不可以！你这是间接虐待我的小仙女。""}, {""sex"": ""1"", ""content"": ""乖哦，早餐一定要吃的，不然胃会难受的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又要休息了""}, {""sex"": ""1"", ""content"": ""这么快就休息啊，那应该不会累吧。""}, {""sex"": ""1"", ""content"": ""真想在你休息的时候帮你按按摩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要休息""}, {""sex"": ""1"", ""content"": ""是要好好休息一下，下午才会有精神""}, {""sex"": ""1"", ""content"": ""那你早点睡，多休息一会，这样才能恢复满满的能量呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买不起了""}, {""sex"": ""1"", ""content"": ""以后总会有能力买得起。""}, {""sex"": ""1"", ""content"": ""没事，我帮你一起买""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喝酒没""}, {""sex"": ""1"", ""content"": ""我要是喝酒了，我想被你打？""}, {""sex"": ""1"", ""content"": ""我这是在借酒消愁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我完蛋了""}, {""sex"": ""1"", ""content"": ""有我在怎么会让你完蛋呢。""}, {""sex"": ""1"", ""content"": ""哪个蛋完了？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没完没了了""}, {""sex"": ""1"", ""content"": ""没完没了才能继续下去呀""}, {""sex"": ""1"", ""content"": ""我可不想跟你完""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙完了""}, {""sex"": ""1"", ""content"": ""你终于忙完啦。""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""你在忙的时候，在我心里疯狂的乱动。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡傻了""}, {""sex"": ""1"", ""content"": ""没事，做个喜欢的的傻子挺好的。""}, {""sex"": ""1"", ""content"": ""从小聪明变成了小傻子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都饿死了""}, {""sex"": ""1"", ""content"": ""把我的小仙女饿坏了我可是要找你麻烦的。""}, {""sex"": ""1"", ""content"": ""你是不是傻？饿了不会找东西吃吗？还是说你在等我喂你？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚下班了""}, {""sex"": ""1"", ""content"": ""你这是在暗示我去接你吗""}, {""sex"": ""1"", ""content"": ""下班了，怎么安排，要不约你吃个饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""热么""}, {""sex"": ""1"", ""content"": ""是啊，这大太阳都要把我烤焦了。""}, {""sex"": ""1"", ""content"": ""本来有点热，现在想着你就不热了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""热死了宝宝""}, {""sex"": ""1"", ""content"": ""那赶紧躲在我心里凉快一下。""}, {""sex"": ""1"", ""content"": ""都怪我对你的爱太过于热情似火""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没钱咋办""}, {""sex"": ""1"", ""content"": ""没钱当然过没钱的生活。""}, {""sex"": ""1"", ""content"": ""没钱就努力赚钱，让自己变有钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不聊天了""}, {""sex"": ""1"", ""content"": ""那开始接吻吧。""}, {""sex"": ""1"", ""content"": ""不聊天，难道你对我还有别的企图？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不聊工作""}, {""sex"": ""1"", ""content"": ""我们可以聊聊感情。""}, {""sex"": ""1"", ""content"": ""聊工作太影响心情了，还是聊生活比较好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是想气死我""}, {""sex"": ""1"", ""content"": ""不，我可没打算气死你这个小可爱啊。""}, {""sex"": ""1"", ""content"": ""气死你干嘛，喜欢你还不及还气死你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快气死了""}, {""sex"": ""1"", ""content"": ""吸气，呼气，吸气，呼气……不必为了不必要的事情生气。""}, {""sex"": ""1"", ""content"": ""小仙女快消气，生气会长皱纹的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我下班了""}, {""sex"": ""1"", ""content"": ""终于等到你下班了，走，带你去吃好吃的。""}, {""sex"": ""1"", ""content"": ""上了一天班肯定很累吧，快去吃点好吃的犒劳一下自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我下班""}, {""sex"": ""1"", ""content"": ""下班了可以一起去走走吗？""}, {""sex"": ""1"", ""content"": ""下班就可以好好休息啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脚凉""}, {""sex"": ""1"", ""content"": ""要是在你身边就好了，我能把你的脚放在怀里帮你捂热。""}, {""sex"": ""1"", ""content"": ""脚凉的女孩都值得人疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你一个人吗""}, {""sex"": ""1"", ""content"": ""有你，我就不是一个人了。""}, {""sex"": ""1"", ""content"": ""难不成还是两个人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一天""}, {""sex"": ""1"", ""content"": ""希望第一天小仙女一切顺利呀""}, {""sex"": ""1"", ""content"": ""第一天感觉怎么样，还适应吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在哪都一样""}, {""sex"": ""1"", ""content"": ""不一样，有你在的地方比较特别。""}, {""sex"": ""1"", ""content"": ""也对，反正我只在乎有没有你在我身边而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你一样啊""}, {""sex"": ""1"", ""content"": ""跟我一样有什么不好的吗？""}, {""sex"": ""1"", ""content"": ""什么都是一样的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会一起吃""}, {""sex"": ""1"", ""content"": ""好的！我一定会好好吃的""}, {""sex"": ""1"", ""content"": ""现在难道不就是机会吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯....""}, {""sex"": ""1"", ""content"": ""不要一直嗯好嘛，你这不就把天聊死了么？""}, {""sex"": ""1"", ""content"": ""我就喜欢你这么乖巧可爱的样子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我发现双十一要砍手""}, {""sex"": ""1"", ""content"": ""我都已经预备好了喝西北风了。""}, {""sex"": ""1"", ""content"": ""一年一度让马云暴富的节日。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又是新的一天""}, {""sex"": ""1"", ""content"": ""这又是想你的新的一天！""}, {""sex"": ""1"", ""content"": ""我已经开始想怎么遇见你比较好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新世界""}, {""sex"": ""1"", ""content"": ""新世界要我们一起去创造。""}, {""sex"": ""1"", ""content"": ""你就是我的全世界。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是第一个吗""}, {""sex"": ""1"", ""content"": ""你是第一个，也会是唯一一个""}, {""sex"": ""1"", ""content"": ""当然啦，除了你就没有别人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有安全感""}, {""sex"": ""1"", ""content"": ""可以把你的安全感分一点给我吗？""}, {""sex"": ""1"", ""content"": ""有安全感的女孩子一定内心很丰盈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是没有安全感""}, {""sex"": ""1"", ""content"": ""有你在我就有安全感。""}, {""sex"": ""1"", ""content"": ""安全感都是留给有需要的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我陪你一起""}, {""sex"": ""1"", ""content"": ""嗯嗯，你能陪我一起真是太好了""}, {""sex"": ""1"", ""content"": ""有你的陪伴我感觉特别好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""两个人不可能在一起""}, {""sex"": ""1"", ""content"": ""不试试怎么知道不可能在一起呢。""}, {""sex"": ""1"", ""content"": ""一切皆有可能，不要太早下定论。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""，下雨了""}, {""sex"": ""1"", ""content"": ""可能又是龙王被他媳妇儿打了，现在出来发泄了。""}, {""sex"": ""1"", ""content"": ""最美的不是下雨天,而是和你一起躲雨的屋檐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见见世面""}, {""sex"": ""1"", ""content"": ""见什么世面，见见我就好啦""}, {""sex"": ""1"", ""content"": ""以后我带着你，我们一起见世面""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们可以认识一下吗""}, {""sex"": ""1"", ""content"": ""当然，荣幸之至。""}, {""sex"": ""1"", ""content"": ""不仅可以认识一下，还可以深入认识哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心疼我啊""}, {""sex"": ""1"", ""content"": ""心疼一下这么可爱的你啊。""}, {""sex"": ""1"", ""content"": ""不心疼你难道我还心疼别人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚才睡了一觉""}, {""sex"": ""1"", ""content"": ""睡醒了是不是浑身都充满了力量。""}, {""sex"": ""1"", ""content"": ""一睡醒就马上找我了是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真真假假假假真真""}, {""sex"": ""1"", ""content"": ""假作真时真亦假，真作假时假亦真。""}, {""sex"": ""1"", ""content"": ""我都要被绕晕了，到底什么是真什么是假啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点也不想""}, {""sex"": ""1"", ""content"": ""那就一点半再想好了""}, {""sex"": ""1"", ""content"": ""你竟然一点都不想，太伤我心了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢胖子""}, {""sex"": ""1"", ""content"": ""那我吃胖点可以不。""}, {""sex"": ""1"", ""content"": ""现在是瘦了点，不过以后总会变胖的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪位？""}, {""sex"": ""1"", ""content"": ""会跟你共度余生的那位。""}, {""sex"": ""1"", ""content"": ""我是你先生啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你跟猪一样""}, {""sex"": ""1"", ""content"": ""你跟猪的老婆一样。""}, {""sex"": ""1"", ""content"": ""猪有我这么帅气高大的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说的跟真一样""}, {""sex"": ""1"", ""content"": ""难道我还能骗你不成？""}, {""sex"": ""1"", ""content"": ""难道我还能说的跟假的一样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥是明天""}, {""sex"": ""1"", ""content"": ""哪有那么多为啥，你是十万个为什么吗？""}, {""sex"": ""1"", ""content"": ""你就说明天行不行吧。""}], ""lock"": 1}"
