"{""chat"": [{""sex"": ""1"", ""content"": ""我觉得你应该赔偿我""}, {""sex"": ""2"", ""content"": ""为啥？""}, {""sex"": ""1"", ""content"": ""你的眼睛会放电，把我电蒙了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我的第一印象""}, {""sex"": ""1"", ""content"": ""第一印象就是这个女孩子怎么这么优秀呢""}, {""sex"": ""1"", ""content"": ""第一印象已经忘记了，只知道现在对你的印象了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""提醒吃饭""}, {""sex"": ""1"", ""content"": ""按时吃饭呦！""}, {""sex"": ""1"", ""content"": ""人是铁饭是钢，一顿不吃饿得慌""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你几岁了呀""}, {""sex"": ""1"", ""content"": ""姐姐，我已经三岁了。""}, {""sex"": ""1"", ""content"": ""感觉你把我当成一个小孩子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等着你来""}, {""sex"": ""1"", ""content"": ""你放心，我已经在来你身边的路上了。""}, {""sex"": ""1"", ""content"": ""等着我，我马上到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送个礼物呗""}, {""sex"": ""1"", ""content"": ""我怕我送的礼物，你不会喜欢。""}, {""sex"": ""1"", ""content"": ""要不我把我自己送给你好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""习惯不好""}, {""sex"": ""1"", ""content"": ""既然知道是不好的习惯，那就慢慢改掉吧。""}, {""sex"": ""1"", ""content"": ""那我们一起来培养好习惯吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这套路""}, {""sex"": ""1"", ""content"": ""想把你牢牢套在我身边。""}, {""sex"": ""1"", ""content"": ""不用套路怎么套住你的心？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直在""}, {""sex"": ""1"", ""content"": ""只要你一直在我身边我就会感受到生活的美好。""}, {""sex"": ""1"", ""content"": ""幸好有你在，生活还不算糟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不敢相信爱情。""}, {""sex"": ""1"", ""content"": ""我来了不就是为了相信爱情了吗。""}, {""sex"": ""1"", ""content"": ""遇见了我，你就不用怕了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说不上来的感觉""}, {""sex"": ""1"", ""content"": ""这种难以言喻的感觉一定就是喜欢了。""}, {""sex"": ""1"", ""content"": ""那就让这种感觉继续保持吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我居然还有点喜欢""}, {""sex"": ""1"", ""content"": ""我都这样了你还喜欢的话，我找谁去啊""}, {""sex"": ""1"", ""content"": ""只有一点点吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不想睡觉""}, {""sex"": ""1"", ""content"": ""分明是你不想睡觉，为什么要扣在我头上？""}, {""sex"": ""1"", ""content"": ""我不止想睡觉，我还想跟你一起睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不吃狗粮""}, {""sex"": ""1"", ""content"": ""满世界都是狗粮，你怕是不吃都不行啊。""}, {""sex"": ""1"", ""content"": ""不想吃狗粮就跟我一起去秀恩爱吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在意一个人和，不在意一个人是不一样的""}, {""sex"": ""1"", ""content"": ""我现在就是在意你。""}, {""sex"": ""1"", ""content"": ""我和不在意一个人的眼神是不一样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可我没时间啊""}, {""sex"": ""1"", ""content"": ""我把我的时间分点给你好了。""}, {""sex"": ""1"", ""content"": ""时间这东西，挤一挤就有了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没时间哦""}, {""sex"": ""1"", ""content"": ""我时间很多，分你点。""}, {""sex"": ""1"", ""content"": ""我有一辈子时间可以等你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小嘴甜的""}, {""sex"": ""1"", ""content"": ""想不想尝一下呢。""}, {""sex"": ""1"", ""content"": ""再甜也没有你笑的甜啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等一下啊""}, {""sex"": ""1"", ""content"": ""好，我知道你动作慢。""}, {""sex"": ""1"", ""content"": ""那我等你两下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚风""}, {""sex"": ""1"", ""content"": ""真想跟你手牵手一起感受晚风拂面的感觉。""}, {""sex"": ""1"", ""content"": ""温柔的晚风，如温柔的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一路顺风哈""}, {""sex"": ""1"", ""content"": ""放心，我会顺着风来到你身边的。""}, {""sex"": ""1"", ""content"": ""好的，你要好好等着我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""尽量吧""}, {""sex"": ""1"", ""content"": ""尽量做好我的女朋友吧。""}, {""sex"": ""1"", ""content"": ""我会用我的所有尽量满足你的愿望。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""留言板""}, {""sex"": ""1"", ""content"": ""那我悄悄留下我喜欢你会被你看见吗？""}, {""sex"": ""1"", ""content"": ""你有没有偷偷为我留言？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感情骗子""}, {""sex"": ""1"", ""content"": ""我对你的感情全都是真的，怎么可能骗你？""}, {""sex"": ""1"", ""content"": ""难道你看不到我的真心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对象会吃醋""}, {""sex"": ""1"", ""content"": ""那要不要我给他再来一盘饺子？""}, {""sex"": ""1"", ""content"": ""没事，多吃点醋这样对身体好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""房产证""}, {""sex"": ""1"", ""content"": ""房产证写你的名字，我妈会游泳，难产保大人，余生还请多指教。""}, {""sex"": ""1"", ""content"": ""你想要什么样的大房子，我想想办法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开房去""}, {""sex"": ""1"", ""content"": ""小姑娘家家的，你能不能矜持一点？""}, {""sex"": ""1"", ""content"": ""开什么房啊，上我家就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子好饿呀""}, {""sex"": ""1"", ""content"": ""那你收拾一下，我带你去吃饭。""}, {""sex"": ""1"", ""content"": ""我仿佛听到了你肚子咕咕叫的声音。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥喜欢坏孩子""}, {""sex"": ""1"", ""content"": ""只要是你，你什么样都喜欢。""}, {""sex"": ""1"", ""content"": ""你就是我唯一喜欢的坏孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""舒服""}, {""sex"": ""1"", ""content"": ""我还有更舒服的。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""做我女朋友，肯定更舒服啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长的丑啊""}, {""sex"": ""1"", ""content"": ""仙女难道也会长得丑？""}, {""sex"": ""1"", ""content"": ""说谎的可不是好孩子哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宝宝我肚子疼""}, {""sex"": ""1"", ""content"": ""怎么了宝贝？是不是吃坏东西了？""}, {""sex"": ""1"", ""content"": ""都说了好好照顾自己了，不行就让我来照顾你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你滚犊子""}, {""sex"": ""1"", ""content"": ""你喜欢看我从左边滚还是从右边滚。""}, {""sex"": ""1"", ""content"": ""小姐姐说话这么霸气，一点都不可爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""腰疼肚子疼""}, {""sex"": ""1"", ""content"": ""你怎么把自己搞得到处都疼呀？""}, {""sex"": ""1"", ""content"": ""你身上哪儿疼我都觉得心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生肚子痛""}, {""sex"": ""1"", ""content"": ""我有一个办法让你十个月不会肚子疼要不试试？""}, {""sex"": ""1"", ""content"": ""虽然不知道你现在有多痛，但是我看你难受我也挺难受的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怎么吃饭""}, {""sex"": ""1"", ""content"": ""那怎么行，你饿瘦了我会很担心的。""}, {""sex"": ""1"", ""content"": ""难道仙女真的如传说所言不需要吃饭？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中药太苦""}, {""sex"": ""1"", ""content"": ""良药苦口利于病，忍着点，好吗？""}, {""sex"": ""1"", ""content"": ""我给你买些糖，就着糖吃就不苦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么网名吸引人""}, {""sex"": ""1"", ""content"": ""你的名字已经吸引我了。""}, {""sex"": ""1"", ""content"": ""你只需一张照片就可以吸引我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""空姐""}, {""sex"": ""1"", ""content"": ""空姐都是很可爱的女孩子呢。""}, {""sex"": ""1"", ""content"": ""哇，那你经常在天上飞来飞去，我的心可以跟着一起去旅行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空不""}, {""sex"": ""1"", ""content"": ""你要是约我出门玩耍我当然是有空啦。""}, {""sex"": ""1"", ""content"": ""不清楚有没有空，不过你得约了再说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""永久""}, {""sex"": ""1"", ""content"": ""那是有多久啊。""}, {""sex"": ""1"", ""content"": ""久到离谱的那种吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们多久没见了""}, {""sex"": ""1"", ""content"": ""很久很久很久了，仿佛是上个世纪的事情了""}, {""sex"": ""1"", ""content"": ""既然我们这么久都没见了，不如今天就见一面吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗人是本领""}, {""sex"": ""1"", ""content"": ""在爱情里，坦诚相待是十分重要的，我又怎会骗你。""}, {""sex"": ""1"", ""content"": ""你骗人的本领可真厉害，把我的心都骗走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小红书""}, {""sex"": ""1"", ""content"": ""好像女孩子特别喜欢用小红书啊""}, {""sex"": ""1"", ""content"": ""上小红书能找到如何让你喜欢上我的攻略吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可喜欢小孩子了""}, {""sex"": ""1"", ""content"": ""那我们以后生一个如何。""}, {""sex"": ""1"", ""content"": ""那我喜欢，喜欢小孩子的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以保护自己""}, {""sex"": ""1"", ""content"": ""那顺带保护好我吧！""}, {""sex"": ""1"", ""content"": ""女汉子，求保护""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女孩子要自爱""}, {""sex"": ""1"", ""content"": ""没错，所以你一定要好好爱自己""}, {""sex"": ""1"", ""content"": ""你要自爱，我也会爱你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是外地的""}, {""sex"": ""1"", ""content"": ""你这意思，是瞧不起我们外地的吗？""}, {""sex"": ""1"", ""content"": ""难道外地的就不配待在这里了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胸太小了""}, {""sex"": ""1"", ""content"": ""我就喜欢胸小的女孩。""}, {""sex"": ""1"", ""content"": ""小胸怎么了，小胸穿衣服好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈真好""}, {""sex"": ""1"", ""content"": ""遇见你真的是一件非常好的事情。""}, {""sex"": ""1"", ""content"": ""是挺好的，遇见你一直都这么好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好咯""}, {""sex"": ""1"", ""content"": ""你要是不好，那都是我的错。""}, {""sex"": ""1"", ""content"": ""你对我来说不只是还好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道好不好吃""}, {""sex"": ""1"", ""content"": ""尝尝看就知道好不好吃啦。""}, {""sex"": ""1"", ""content"": ""肯定好吃呀，我想会合你的胃口的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好哦""}, {""sex"": ""1"", ""content"": ""晚上和我睡一个被窝吧""}, {""sex"": ""1"", ""content"": ""晚上好——来自一个神秘帅哥的问候""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能好好说话嘛""}, {""sex"": ""1"", ""content"": ""我怕我正经说话会吓到你。""}, {""sex"": ""1"", ""content"": ""你觉得我现在没有在好好说话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好看诶""}, {""sex"": ""1"", ""content"": ""但是看起来你更加好看！""}, {""sex"": ""1"", ""content"": ""好看也得配上你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午问侯""}, {""sex"": ""1"", ""content"": ""中午好！小仙女中午打算睡多久呢""}, {""sex"": ""1"", ""content"": ""中午好！小仙女午饭吃饱饱了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午安午安午安""}, {""sex"": ""1"", ""content"": ""不大安，因为你不在身边""}, {""sex"": ""1"", ""content"": ""看来今天中午心情会很好呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""充满好奇""}, {""sex"": ""1"", ""content"": ""我也对我们的未来充满了无限的好奇。""}, {""sex"": ""1"", ""content"": ""好奇什么呢，想知道的我都会告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你上班""}, {""sex"": ""1"", ""content"": ""努力上班，然后给你赚零食钱。""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好上班的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家都喜欢""}, {""sex"": ""1"", ""content"": ""别人喜不喜欢我不在乎，只要你喜欢就行。""}, {""sex"": ""1"", ""content"": ""大家喜欢又怎么样，你自己心里是喜欢的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好,在吗？""}, {""sex"": ""1"", ""content"": ""终于，甜甜的恋爱轮到我了吗""}, {""sex"": ""1"", ""content"": ""在在在！小仙女一声令下！我就出现啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你去休息吧""}, {""sex"": ""1"", ""content"": ""那你会来我梦里嘛。""}, {""sex"": ""1"", ""content"": ""休息是什么，我干嘛休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里好看啦""}, {""sex"": ""1"", ""content"": ""哪哪都好看，不是逗你开心，是真心话。""}, {""sex"": ""1"", ""content"": ""说你好看难道你还不开心嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我人很好的""}, {""sex"": ""1"", ""content"": ""我感受到了，我觉得跟你相处很愉快""}, {""sex"": ""1"", ""content"": ""是嘛，那我提的要求你都会答应嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好吃饭""}, {""sex"": ""1"", ""content"": ""没你在，感觉饭都不好吃。""}, {""sex"": ""1"", ""content"": ""要是你做的饭，我肯定吃得特别好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好呀。""}, {""sex"": ""1"", ""content"": ""早上好哦，昨晚做了个有你的美梦呀""}, {""sex"": ""1"", ""content"": ""今天这么早起来呀！有没有睡够八小时？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认为我什么时间最好看""}, {""sex"": ""1"", ""content"": ""活着的时候最好看。""}, {""sex"": ""1"", ""content"": ""你有什么时候是不好看的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能把我怎么滴""}, {""sex"": ""1"", ""content"": ""我能把你娶回家！""}, {""sex"": ""1"", ""content"": ""你这样我还能把你咋滴嘛！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都辛苦""}, {""sex"": ""1"", ""content"": ""那你一定要好好休息哟。""}, {""sex"": ""1"", ""content"": ""不辛苦，就是稍微有点累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也很辛苦""}, {""sex"": ""1"", ""content"": ""不辛苦，有你在我身边我觉得一点都不辛苦。""}, {""sex"": ""1"", ""content"": ""现在的辛苦都是为了以后能够享受呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是真的不好吃""}, {""sex"": ""1"", ""content"": ""不好吃就算啦，胃要留给好吃的""}, {""sex"": ""1"", ""content"": ""是有多不好吃哦，你居然这么嫌弃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快别说了""}, {""sex"": ""1"", ""content"": ""不，我要说，我还有好多好多话要说。""}, {""sex"": ""1"", ""content"": ""怎么，你被我说害羞了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥说的""}, {""sex"": ""1"", ""content"": ""那也得看你想和我说点什么啊。""}, {""sex"": ""1"", ""content"": ""有啥就说啥，反正知无不言。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为不知道说啥了""}, {""sex"": ""1"", ""content"": ""没事，按照你的心该说啥说啥""}, {""sex"": ""1"", ""content"": ""我们之间不是有啥说啥吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在说什么呢""}, {""sex"": ""1"", ""content"": ""你是猪吗？这都听不懂？""}, {""sex"": ""1"", ""content"": ""没有，我说我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的容易""}, {""sex"": ""1"", ""content"": ""难做的事就是要说得简单一下嘛。""}, {""sex"": ""1"", ""content"": ""你不试试看怎么知道只是说的容易而不是做起来也不难呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈过""}, {""sex"": ""1"", ""content"": ""是谁这么幸运能跟小仙女谈恋爱。""}, {""sex"": ""1"", ""content"": ""不管你以前谈的怎么样，我都希望我能是你谈的下一个也是最后一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那个福气""}, {""sex"": ""1"", ""content"": ""那我把我的福气给你就有啦。""}, {""sex"": ""1"", ""content"": ""那你是有福气做我女朋友的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个魔鬼""}, {""sex"": ""1"", ""content"": ""天使快来拯救我吧。""}, {""sex"": ""1"", ""content"": ""我是个爱上天使的魔鬼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送你个大白眼""}, {""sex"": ""1"", ""content"": ""还你一个大白眼。""}, {""sex"": ""1"", ""content"": ""仙女的白眼原来是这个样子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要听你讲故事""}, {""sex"": ""1"", ""content"": ""今天我不讲了，我要和你创造故事。""}, {""sex"": ""1"", ""content"": ""那我们讲一讲我们的爱情故事吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[小哥哥]""}, {""sex"": ""1"", ""content"": ""一听到小仙女的呼喊，小哥哥就出现啦""}, {""sex"": ""1"", ""content"": ""来啦来啦，小哥哥在这里呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪我去逛街""}, {""sex"": ""1"", ""content"": ""我这是要当拎包小弟的节奏啊。""}, {""sex"": ""1"", ""content"": ""逛街这么好的事情，必须带着我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想爆粗口""}, {""sex"": ""1"", ""content"": ""小仙女也会爆粗口吗？""}, {""sex"": ""1"", ""content"": ""别别别，你要保持你的淑女风度才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得哪个好看""}, {""sex"": ""1"", ""content"": ""我觉得你比较好看。""}, {""sex"": ""1"", ""content"": ""只要和你配，哪个都好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻瓜，么""}, {""sex"": ""1"", ""content"": ""做你一个人的傻瓜！""}, {""sex"": ""1"", ""content"": ""喜欢你的傻瓜不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备去吃东西""}, {""sex"": ""1"", ""content"": ""吃东西这种好事你带上我呀。""}, {""sex"": ""1"", ""content"": ""我已经准备好吃东西了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们都没见过面""}, {""sex"": ""1"", ""content"": ""你要是愿意，那我们见一面如何。""}, {""sex"": ""1"", ""content"": ""要是见面了，我怕你更加受不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们没见过面""}, {""sex"": ""1"", ""content"": ""即使是没见过面，我们也能相处得很愉快啊。""}, {""sex"": ""1"", ""content"": ""如果我现在去找你，你愿意见我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不谈恋爱了""}, {""sex"": ""1"", ""content"": ""不要因为之前遇到过不靠谱的人就对恋爱失去信心好吗？""}, {""sex"": ""1"", ""content"": ""谈不谈恋爱都没关系，我都会在你身边的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕不应该有一个浪漫的告白1""}, {""sex"": ""1"", ""content"": ""再浪漫的告白也抵不上你的一句“我愿意”。""}, {""sex"": ""1"", ""content"": ""我觉得在浪漫的告白也没办法说出我心中的喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有难过""}, {""sex"": ""1"", ""content"": ""但是我有点怕你难过知道吗。""}, {""sex"": ""1"", ""content"": ""我也不希望我的微笑天使难过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女朋友吧""}, {""sex"": ""1"", ""content"": ""对啊对啊，你就是我女朋友啊""}, {""sex"": ""1"", ""content"": ""不止想让你当我女朋友，还想让你当我老婆""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有喜欢的感觉""}, {""sex"": ""1"", ""content"": ""喜欢的感觉是可以慢慢培养的。""}, {""sex"": ""1"", ""content"": ""我知道，你是有爱的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢这种感觉""}, {""sex"": ""1"", ""content"": ""那就让这种感觉一直维持下去吧""}, {""sex"": ""1"", ""content"": ""我也很喜欢跟你在一起时候的感觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱上一个人是什么感觉""}, {""sex"": ""1"", ""content"": ""会一直想着她念着她，想跟她说话又怕打扰她。""}, {""sex"": ""1"", ""content"": ""喜欢到了极致便是爱吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以身相许如何""}, {""sex"": ""1"", ""content"": ""没问题，那就以身相许吧。""}, {""sex"": ""1"", ""content"": ""小仙女愿意以身相许，我求之不得呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打电话嘛""}, {""sex"": ""1"", ""content"": ""这是要煲电话粥吗？""}, {""sex"": ""1"", ""content"": ""打！肯定得好好打。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个没问题""}, {""sex"": ""1"", ""content"": ""那做我女朋友也没问题吧。""}, {""sex"": ""1"", ""content"": ""就喜欢这么爽快的回答。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先了解一下""}, {""sex"": ""1"", ""content"": ""了解了之后你会给我机会吗。""}, {""sex"": ""1"", ""content"": ""我们可以慢慢用一辈子了解。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会疯""}, {""sex"": ""1"", ""content"": ""没事，就算你变成疯婆子我也会好好照顾你的。""}, {""sex"": ""1"", ""content"": ""不会的，我相信你是不会轻易被击垮的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""室内设计""}, {""sex"": ""1"", ""content"": ""那你为我们以后的家设计一下。""}, {""sex"": ""1"", ""content"": ""设计大人，把我们的新房设计成北欧风你觉得如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会的，""}, {""sex"": ""1"", ""content"": ""当然啦，我才不会扔下你不管的。""}, {""sex"": ""1"", ""content"": ""一般这么说的人都是大神。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会累啊""}, {""sex"": ""1"", ""content"": ""男女搭配干活不累。""}, {""sex"": ""1"", ""content"": ""你这是爱情的力量吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有约会""}, {""sex"": ""1"", ""content"": ""那现在来一场不回家的约会如何？""}, {""sex"": ""1"", ""content"": ""这不是为了准备给你盛大的约会吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""杀毒""}, {""sex"": ""1"", ""content"": ""我看你是放毒的吧""}, {""sex"": ""1"", ""content"": ""我好像也中毒了，你帮我也杀杀毒吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的嘴真会说""}, {""sex"": ""1"", ""content"": ""还行吧，也就是一般般会说而已。""}, {""sex"": ""1"", ""content"": ""那你被我说动心了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚在开会""}, {""sex"": ""1"", ""content"": ""你一定是在外是雷厉风行女强人，在爱的人面前是温柔似水的小女孩吧。""}, {""sex"": ""1"", ""content"": ""老板有没有夸我们小仙女呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假如你妈和你女友掉水里了你先会救谁？""}, {""sex"": ""1"", ""content"": ""我先救你！""}, {""sex"": ""1"", ""content"": ""我先花点钱让我女朋友学会游泳，这样就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起游戏""}, {""sex"": ""1"", ""content"": ""放心吧，我绝对不会坑你的。""}, {""sex"": ""1"", ""content"": ""我会陪你好好玩游戏的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会怪我吧""}, {""sex"": ""1"", ""content"": ""不会的，我怎么舍得怪你呢？""}, {""sex"": ""1"", ""content"": ""当然怪你了，不过你要是亲我一下我就原谅你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丢啦""}, {""sex"": ""1"", ""content"": ""那你可不能把我给弄丢了。""}, {""sex"": ""1"", ""content"": ""幸好不是把我给你的心丢掉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不会做饭""}, {""sex"": ""1"", ""content"": ""那我只能委屈的做个家庭煮男了。""}, {""sex"": ""1"", ""content"": ""老公做饭都是天经地义的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还挺会浪漫的""}, {""sex"": ""1"", ""content"": ""我这浪漫还不是为你准备的吗！""}, {""sex"": ""1"", ""content"": ""浪漫的男人才能撩别人啊。""}], ""lock"": 1}"
