"{""chat"": [{""sex"": ""1"", ""content"": ""你好……请问附近有个星巴克，你知道在哪里么？""}, {""sex"": ""2"", ""content"": ""知道/不知道""}, {""sex"": ""1"", ""content"": ""很谢谢你……你在这里逛街啊，我朋友还没有来。我觉得你人特别好，如果有机会的话，应该一起坐坐，喝杯咖啡，我们说不定能成为不错的朋友""}, {""sex"": ""2"", ""content"": ""(给出回应）""}, {""sex"": ""1"", ""content"": ""我一会儿就要去找朋友了，希望能再见到你，不如我们交换个联系方式吧！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想都别想""}, {""sex"": ""1"", ""content"": ""人总要想的，不然就和咸鱼有啥区别。""}, {""sex"": ""1"", ""content"": ""你说不想就不想，我多没面子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好心疼""}, {""sex"": ""1"", ""content"": ""不要心疼啦，心疼真的没啥的。""}, {""sex"": ""1"", ""content"": ""心疼起来的时候，真担心你会受伤。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会一点点""}, {""sex"": ""1"", ""content"": ""那也喜欢我一点点好不好？""}, {""sex"": ""1"", ""content"": ""我喜欢的人这么优秀呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""暖男一枚""}, {""sex"": ""1"", ""content"": ""那你需要吗？""}, {""sex"": ""1"", ""content"": ""暖暖身子是不正好合适呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪位""}, {""sex"": ""1"", ""content"": ""偷偷喜欢的那一位""}, {""sex"": ""1"", ""content"": ""我是你的胃""}, {""sex"": ""1"", ""content"": ""你的第一顺位""}, {""sex"": ""1"", ""content"": ""收房租的，你在我心上住了那么久，是不是该交租了""}, {""sex"": ""1"", ""content"": ""你心里的那一位""}, {""sex"": ""1"", ""content"": ""你好，我是你未来的男朋友啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直睡觉""}, {""sex"": ""1"", ""content"": ""你现在是准备开始当睡神咯？""}, {""sex"": ""1"", ""content"": ""你这么能睡觉真的好吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人只会花言巧语""}, {""sex"": ""1"", ""content"": ""因为女人喜欢听这些，男人才学会说的啊。""}, {""sex"": ""1"", ""content"": ""不说点花言巧语又要被你说太直男了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想象丰富""}, {""sex"": ""1"", ""content"": ""我们的大脑就是用来思考的嘛，所以要天马行空。""}, {""sex"": ""1"", ""content"": ""我的想象很精彩的，你要不要参与进来？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这情话一套一套的""}, {""sex"": ""1"", ""content"": ""这还不是为了把你套住啊！""}, {""sex"": ""1"", ""content"": ""那你喜欢被我套住吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩人一套一套的""}, {""sex"": ""1"", ""content"": ""撩人是我学的，喜欢你是认真的。""}, {""sex"": ""1"", ""content"": ""那能套住你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""容易晒黑""}, {""sex"": ""1"", ""content"": ""那你可得做好防晒措施，防晒霜太阳帽太阳伞都用起来。""}, {""sex"": ""1"", ""content"": ""黑点也不错，说明健康呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我就等着""}, {""sex"": ""1"", ""content"": ""等着我来喜欢你？""}, {""sex"": ""1"", ""content"": ""等着吧，反正我就快来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""求礼物""}, {""sex"": ""1"", ""content"": ""想要礼物，你求我啊！""}, {""sex"": ""1"", ""content"": ""礼物什么的都不重要，重要的是我这个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的七夕礼物""}, {""sex"": ""1"", ""content"": ""你给的最好的礼物不就是你吗？""}, {""sex"": ""1"", ""content"": ""我也没啥好还礼的，要不把我自己送给你好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还该相信爱情吗？""}, {""sex"": ""1"", ""content"": ""你不应该相信爱情吗！""}, {""sex"": ""1"", ""content"": ""不试试你怎么知道你应不应该呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你一起睡""}, {""sex"": ""1"", ""content"": ""你确定你是认真的嘛？！""}, {""sex"": ""1"", ""content"": ""我怀疑你图摸不轨呢，还是怀疑我对异性没兴趣呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来吃早餐""}, {""sex"": ""1"", ""content"": ""看到你的美色我就已经饱了。""}, {""sex"": ""1"", ""content"": ""从你呼唤声中醒来的这顿饭一定很好吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在起来""}, {""sex"": ""1"", ""content"": ""终于舍得离开软绵绵的床啦""}, {""sex"": ""1"", ""content"": ""嗯嗯，起来洗漱一下就可以吃早饭啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哇看起来好美味""}, {""sex"": ""1"", ""content"": ""吃起来更美味！""}, {""sex"": ""1"", ""content"": ""你口水收一收。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没一句真话""}, {""sex"": ""1"", ""content"": ""难道非要我说假话你才相信吗？""}, {""sex"": ""1"", ""content"": ""可我对你从来没说过一句假话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子痛，""}, {""sex"": ""1"", ""content"": ""真想帮你揉一揉肚子。""}, {""sex"": ""1"", ""content"": ""是来大姨妈了吗？还是吃坏东西了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你小孩子""}, {""sex"": ""1"", ""content"": ""男人只会在喜欢的人面前展示出小孩子的一面。""}, {""sex"": ""1"", ""content"": ""像我这样的小孩子，只有你能哄得好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没有饿""}, {""sex"": ""1"", ""content"": ""那你准备什么时候开始饿呢""}, {""sex"": ""1"", ""content"": ""饿肚子可不是什么好习惯呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小傻逼""}, {""sex"": ""1"", ""content"": ""大傻瓜。""}, {""sex"": ""1"", ""content"": ""你看我哪里小了？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼 你个糟老头子坏的很""}, {""sex"": ""1"", ""content"": ""男人不坏女人不爱，我的坏还不是为了让你爱上我。""}, {""sex"": ""1"", ""content"": ""相信我，我这么老实怎么可能是糟老头子呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么脑子""}, {""sex"": ""1"", ""content"": ""当然是聪明伶俐，绝世无双的脑子了。""}, {""sex"": ""1"", ""content"": ""你的脑子要是有我一半聪明也不至于总是干蠢事了，对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这两天不舒服""}, {""sex"": ""1"", ""content"": ""怎么会不舒服，是不是没有睡好觉？""}, {""sex"": ""1"", ""content"": ""哪里不舒服，要不要去医院看一下，不然我会担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不应该男孩子主动一点吗""}, {""sex"": ""1"", ""content"": ""那我主动了，就会有故事吗。""}, {""sex"": ""1"", ""content"": ""我怕主动久了，我会累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你你想干嘛""}, {""sex"": ""1"", ""content"": ""你可以闭上眼，这样你就知道我要干嘛了。""}, {""sex"": ""1"", ""content"": ""我在让你模仿一棵树，而我是啄木鸟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子好痛啊""}, {""sex"": ""1"", ""content"": ""是不是来大姨妈了，快弄点红糖姜水喝。""}, {""sex"": ""1"", ""content"": ""怎么了，是不是吃坏肚子了啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要请我吃饭吗？""}, {""sex"": ""1"", ""content"": ""不光请你吃饭，还请你看电影。""}, {""sex"": ""1"", ""content"": ""请你吃全家桶，吃过咱们就是一家亲了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上喝牛奶小心胖哦""}, {""sex"": ""1"", ""content"": ""我晚上喝牛奶是为了长高好不好。""}, {""sex"": ""1"", ""content"": ""胖了没事，大不了和你一起减肥呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太痛苦了""}, {""sex"": ""1"", ""content"": ""毕竟你我分隔两地，要承受相思之苦。""}, {""sex"": ""1"", ""content"": ""苦尽甘来，熬过了痛苦就能尝到甜的滋味了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有多久""}, {""sex"": ""1"", ""content"": ""快了，你稍微等一下就好。""}, {""sex"": ""1"", ""content"": ""你希望我给你多久的时间？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是好女孩""}, {""sex"": ""1"", ""content"": ""那你一定是个有故事的女孩子""}, {""sex"": ""1"", ""content"": ""我知道你也不是坏女孩，你也许是个受过伤的女孩，但你依旧美好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢女孩子""}, {""sex"": ""1"", ""content"": ""没事，我可以两个一起喜欢的。""}, {""sex"": ""1"", ""content"": ""那你做我女朋友，可以很好地掩盖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么保护我""}, {""sex"": ""1"", ""content"": ""贴身保护你！保护的严严实实""}, {""sex"": ""1"", ""content"": ""放心，我会保护好这么好的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[发呆][发呆][发呆][发呆]""}, {""sex"": ""1"", ""content"": ""我刚才一直打喷嚏，你这是想着我都可以想到发呆啊""}, {""sex"": ""1"", ""content"": ""我不会告诉你我在想你发呆的样子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干活干活""}, {""sex"": ""1"", ""content"": ""努力干活的人最帅了。""}, {""sex"": ""1"", ""content"": ""为了生存我们只好努力干活了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活更好""}, {""sex"": ""1"", ""content"": ""要是有我参与，你的生活会更好哦。""}, {""sex"": ""1"", ""content"": ""一个人生活挺好的，但两个人就能生活得更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己照顾自己呗""}, {""sex"": ""1"", ""content"": ""没有亲手照顾我还是不太放心呀""}, {""sex"": ""1"", ""content"": ""你不跟我在一起，那我怎么知道你有没有照顾好自己""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好说话嘛""}, {""sex"": ""1"", ""content"": ""我怕说话太好，你很容易受不了。""}, {""sex"": ""1"", ""content"": ""对不起，看到喜欢的人有点紧张。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好了""}, {""sex"": ""1"", ""content"": ""小仙女中午好啵啵啵""}, {""sex"": ""1"", ""content"": ""中午好啊！今天的天特别蓝！太阳也很好！我可太想出去玩儿了，我还想吃火锅烤肉烧烤韩式拌饭日料酸辣粉面两掺胖哥俩…""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快中午了""}, {""sex"": ""1"", ""content"": ""中午没有我陪你，要好好吃饭哦。""}, {""sex"": ""1"", ""content"": ""又搬了半天砖了，辛苦小仙女了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""电视好看吗""}, {""sex"": ""1"", ""content"": ""还行吧，要是跟你一起看可能会更好看。""}, {""sex"": ""1"", ""content"": ""好看，不过没你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您客气了""}, {""sex"": ""1"", ""content"": ""那我就更不客气的喜欢你了，""}, {""sex"": ""1"", ""content"": ""我本来还想不客气的，你这么一说我还是客气点吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""放哪里""}, {""sex"": ""1"", ""content"": ""放进我心里来吧。""}, {""sex"": ""1"", ""content"": ""你想放哪里都可以呀，我尊重你的意见。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里的人""}, {""sex"": ""1"", ""content"": ""你干嘛对我来自哪里这么好奇""}, {""sex"": ""1"", ""content"": ""无论是哪里人，反正都与你相遇了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""万一我要离开呢""}, {""sex"": ""1"", ""content"": ""我要把你牵住，不许你离开。""}, {""sex"": ""1"", ""content"": ""我绝对我会让你离开吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开不开就不开""}, {""sex"": ""1"", ""content"": ""好好好，小仙女说不开就不开""}, {""sex"": ""1"", ""content"": ""不开不行呀，这样我就没办法进去了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才好看""}, {""sex"": ""1"", ""content"": ""但是像仙女这么好看的就你一个了。""}, {""sex"": ""1"", ""content"": ""再好看也没你来的好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好身材""}, {""sex"": ""1"", ""content"": ""那你要不要让我看看你的好身材？""}, {""sex"": ""1"", ""content"": ""你一定也有好身材，我们真是绝配。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我明天要上课""}, {""sex"": ""1"", ""content"": ""巧了，我明天也是要上课的呢。""}, {""sex"": ""1"", ""content"": ""还能上课真的是太好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""牛肉干好好吃""}, {""sex"": ""1"", ""content"": ""吃好喝好才能长胖胖。""}, {""sex"": ""1"", ""content"": ""你也很好吃啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上问侯""}, {""sex"": ""1"", ""content"": ""晚上好！小仙女我想你啦！""}, {""sex"": ""1"", ""content"": ""晚上好！小仙女是不是在等我呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡的还好吧""}, {""sex"": ""1"", ""content"": ""你的晚安作用很好，当然睡得好啦。""}, {""sex"": ""1"", ""content"": ""不好，梦里你欺负我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想出去好累哦""}, {""sex"": ""1"", ""content"": ""你这不是累是宅！""}, {""sex"": ""1"", ""content"": ""需不需要专业按摩来去除疲惫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想听实话""}, {""sex"": ""1"", ""content"": ""我从来就没有对你说过假话呀。""}, {""sex"": ""1"", ""content"": ""说实话，我真的很喜欢你，没你不行的那种喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会说话""}, {""sex"": ""1"", ""content"": ""我以前其实不怎么会说话的。""}, {""sex"": ""2"", ""content"": ""是吗？没看出来啊。""}, {""sex"": ""1"", ""content"": ""但是我为了跟你拉近距离，所以努力让自己变得会说话啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""事实""}, {""sex"": ""1"", ""content"": ""嗯，焦点访谈-用事实说话（哭笑）""}, {""sex"": ""1"", ""content"": ""我能改变事实,事在人为。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""话比较少""}, {""sex"": ""1"", ""content"": ""你什么时候开始变得这么少说话了呢。""}, {""sex"": ""1"", ""content"": ""没事，我们可以打字。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说自己""}, {""sex"": ""1"", ""content"": ""不想说自己，我想说说你""}, {""sex"": ""1"", ""content"": ""不要说自己了，我们说说对方吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有那个勇气""}, {""sex"": ""1"", ""content"": ""那就让我来给你一个勇气如何？""}, {""sex"": ""1"", ""content"": ""那你希望我给你来个勇气吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你交了多少女朋友""}, {""sex"": ""1"", ""content"": ""我再多交女朋友，都没有你来的用心。""}, {""sex"": ""1"", ""content"": ""喜欢你之上，我就剩下了你一个女朋友了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一个物质的女人""}, {""sex"": ""1"", ""content"": ""巧了，我也是个物质的男人。""}, {""sex"": ""1"", ""content"": ""现在谁能不物质呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直男！""}, {""sex"": ""1"", ""content"": ""好歹是直的，不然弯的未必喜欢你。""}, {""sex"": ""1"", ""content"": ""直男和渣男你选一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕是个直男""}, {""sex"": ""1"", ""content"": ""我是直男啊，要是弯的就不会出现在你面前了。""}, {""sex"": ""1"", ""content"": ""直男不好吗，我要是渣男你可就要受伤了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眼神真好""}, {""sex"": ""1"", ""content"": ""眼神要是不好怎么会看上你呢。""}, {""sex"": ""1"", ""content"": ""眼神好的人，一般都会看上好的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊的话我讲个浪漫的故事给你听吧""}, {""sex"": ""1"", ""content"": ""我和你的故事已经够浪漫了好不好。""}, {""sex"": ""1"", ""content"": ""你现在说这个故事是在暗示我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆粗口""}, {""sex"": ""1"", ""content"": ""小仙女那么温柔，怎么会爆粗口呢？""}, {""sex"": ""1"", ""content"": ""你要是想爆粗口我就用嘴巴堵住你的嘴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少女心爆棚""}, {""sex"": ""1"", ""content"": ""你小心爆出来！""}, {""sex"": ""1"", ""content"": ""说的就是你这种人吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉累""}, {""sex"": ""1"", ""content"": ""累了就到我的怀里来休息会吧。""}, {""sex"": ""1"", ""content"": ""那我帮小仙女捶捶背揉揉肩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再说咱俩也没见面""}, {""sex"": ""1"", ""content"": ""没见面那不妨见一见咯。""}, {""sex"": ""1"", ""content"": ""梦里已经见过了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后别见面了""}, {""sex"": ""1"", ""content"": ""不行，那我想你了怎么办。""}, {""sex"": ""1"", ""content"": ""难道我们以后不是会天天见面吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你一个赞""}, {""sex"": ""1"", ""content"": ""给你个大拇指！""}, {""sex"": ""1"", ""content"": ""多多点赞。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""保姆""}, {""sex"": ""1"", ""content"": ""你家还缺保姆吗？你看我行不行？""}, {""sex"": ""1"", ""content"": ""以后我会让你过上有保姆的日子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一个好人""}, {""sex"": ""1"", ""content"": ""这是事实啊，你不说我也知道""}, {""sex"": ""1"", ""content"": ""你不止是好人，还是我喜欢的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真心相待""}, {""sex"": ""1"", ""content"": ""我一定会用我的真诚对待你的，希望你也一样""}, {""sex"": ""1"", ""content"": ""傻瓜，我肯定是真心待你啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有一个想法""}, {""sex"": ""1"", ""content"": ""是不是关于我们在一起的想法呀。""}, {""sex"": ""1"", ""content"": ""你的小脑袋瓜里竟然还要想法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""助理""}, {""sex"": ""1"", ""content"": ""我我我，我来做你助理，照顾你。""}, {""sex"": ""1"", ""content"": ""你都有我了，还要助理干嘛呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""求助""}, {""sex"": ""1"", ""content"": ""怎么啦？小仙女遇到什么困难了？""}, {""sex"": ""1"", ""content"": ""我很开心在你需要帮助的时候，第一个想到的人是我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我教你啥了""}, {""sex"": ""1"", ""content"": ""把我教坏了就不想承认了吗？""}, {""sex"": ""1"", ""content"": ""你教我要好好喜欢你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都失眠了""}, {""sex"": ""1"", ""content"": ""是不是觉得梦里没有我就没办法入睡了？""}, {""sex"": ""1"", ""content"": ""失眠不是病，但是失眠起来真要命。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开会中""}, {""sex"": ""1"", ""content"": ""开会就不要开小差啦，小心被老板抓包。""}, {""sex"": ""1"", ""content"": ""是不是又有一个几个亿的项目要谈成了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会开车""}, {""sex"": ""1"", ""content"": ""要不要我亮出我的驾驶证？""}, {""sex"": ""1"", ""content"": ""开车都是小意思，我都想去试试开飞机了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会来的""}, {""sex"": ""1"", ""content"": ""所以我来了，没有辜负你。""}, {""sex"": ""1"", ""content"": ""只要你相信，很多东西都会来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会哭""}, {""sex"": ""1"", ""content"": ""那我肯定要把你哄好的呀。""}, {""sex"": ""1"", ""content"": ""那我肯定不会离开你半步的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡会午觉""}, {""sex"": ""1"", ""content"": ""仙女不都是不睡觉的嘛。""}, {""sex"": ""1"", ""content"": ""那我也要和你一起睡午觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再睡会儿吧""}, {""sex"": ""1"", ""content"": ""不睡了，跟你说说话我已经精神焕发了。""}, {""sex"": ""1"", ""content"": ""想抱着你再睡一会儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会再去吃""}, {""sex"": ""1"", ""content"": ""等会我就不让你去了。""}, {""sex"": ""1"", ""content"": ""怎么了，现在不可以去吃吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会再聊""}, {""sex"": ""1"", ""content"": ""1.2.3.4.5，都等五会了，你还不出现。""}, {""sex"": ""1"", ""content"": ""别说是一会了，就算是一辈子我也等你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唱歌去了""}, {""sex"": ""1"", ""content"": ""想听，小仙女唱歌肯定很好听！""}, {""sex"": ""1"", ""content"": ""什么时候能听到你在我耳边唱歌啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唱首歌""}, {""sex"": ""1"", ""content"": ""为你唱这首歌，没有什么风格，它仅仅代表着，我想给你快乐""}, {""sex"": ""1"", ""content"": ""请开始你的表演，我会认真聆听的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真是会说话""}, {""sex"": ""1"", ""content"": ""要是不会说话怎么追你呢。""}, {""sex"": ""1"", ""content"": ""毕竟要来哄你，不能不会说话啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会说话了你""}, {""sex"": ""1"", ""content"": ""对你总有说不完的话。""}, {""sex"": ""1"", ""content"": ""我要是不会说话会让小仙女不高兴的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥真会说话""}, {""sex"": ""1"", ""content"": ""这是在表扬我的口才嘛？我会害羞的。""}, {""sex"": ""1"", ""content"": ""碰到会说话的人我就会说话了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己宠自己""}, {""sex"": ""1"", ""content"": ""以后你不仅有自己宠，还有我宠你。""}, {""sex"": ""1"", ""content"": ""那你什么时候能宠宠我啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会哭""}, {""sex"": ""1"", ""content"": ""你是不会让我知道你哭了，你只会偷偷躲在被子里哭。""}, {""sex"": ""1"", ""content"": ""是不是怕我不在，没人帮你擦眼泪啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嘴真会说""}, {""sex"": ""1"", ""content"": ""再会说也不见得我能说动你的心啊。""}, {""sex"": ""1"", ""content"": ""我嘴还有其他的功能，要不要试试？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不会丢""}, {""sex"": ""1"", ""content"": ""我这不是担心嘛，怕你一不小心就走丢了。""}, {""sex"": ""1"", ""content"": ""那你一定一定要在我身边好好待着不许乱跑哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会聊""}, {""sex"": ""1"", ""content"": ""那也不见得能把你聊动心啊。""}, {""sex"": ""1"", ""content"": ""我只想和你聊的开心点而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会痛""}, {""sex"": ""1"", ""content"": ""那你这个傻瓜还往前走干嘛。""}, {""sex"": ""1"", ""content"": ""现在知道痛了，之前干嘛了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会说假话""}, {""sex"": ""1"", ""content"": ""我相信你，毕竟你是小仙女嘛。""}, {""sex"": ""1"", ""content"": ""不说假话好呀，说明你很真实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕失去""}, {""sex"": ""1"", ""content"": ""有些事情越是害怕就越会发生，所以不要畏惧""}, {""sex"": ""1"", ""content"": ""好好珍惜又怎么会失去呢，如果不去拥有，连失去的机会都没有呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人都会变得""}, {""sex"": ""1"", ""content"": ""真希望当初的我们什么都没变啊。""}, {""sex"": ""1"", ""content"": ""或许这就是现实吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""突然的不开心""}, {""sex"": ""1"", ""content"": ""怎么了呀，为什么会突然不开心呢？""}, {""sex"": ""1"", ""content"": ""有我在呢，我来帮你把不开心赶走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱我你怕了吗""}, {""sex"": ""1"", ""content"": ""一个男子汉怎么会说怕呢。""}, {""sex"": ""1"", ""content"": ""就算你是神经病我都不带怕的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你？""}, {""sex"": ""1"", ""content"": ""是我怕你才对，毕竟我怕老婆。""}, {""sex"": ""1"", ""content"": ""你这么可爱，我怎么会怕你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很难再快乐了""}, {""sex"": ""1"", ""content"": ""我会想办法帮你找回快乐的。""}, {""sex"": ""1"", ""content"": ""别让过去的人带走你的快乐，你的快乐是属于你自己的。""}], ""lock"": 1}"
