"{""chat"": [{""sex"": ""1"", ""content"": ""好久不见了，没想到你比以前更漂亮了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""来个华丽的自我介绍跳过我们的陌生感""}, {""sex"": ""2"", ""content"": ""介绍什么?""}, {""sex"": ""1"", ""content"": ""当然是名字，你还想给我介绍身体？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算你赢""}, {""sex"": ""1"", ""content"": ""那我赢了是不是可以得到奖励？""}, {""sex"": ""1"", ""content"": ""我竟然赢了小仙女，我也太厉害了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你输了""}, {""sex"": ""1"", ""content"": ""输给自己老婆无所谓的啦。""}, {""sex"": ""1"", ""content"": ""赢了全世界输了你又如何呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""雪山""}, {""sex"": ""1"", ""content"": ""雪山上肯定更冷，要多穿点啊。""}, {""sex"": ""1"", ""content"": ""山上的风景，肯定更别致吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么冷的天""}, {""sex"": ""1"", ""content"": ""这么冷的天，你就应该挨在我身边取暖。""}, {""sex"": ""1"", ""content"": ""要是在你身边就好了，这样就可以帮你暖暖手了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""时间不早了""}, {""sex"": ""1"", ""content"": ""你也知道时间不早了，什么时候做我女朋友啊？""}, {""sex"": ""1"", ""content"": ""小仙女是不是要睡觉了？那就不打扰你休息啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想到你了""}, {""sex"": ""1"", ""content"": ""想到我就没有其他想法吗？""}, {""sex"": ""1"", ""content"": ""别想了，我已经在你心里了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有完没完""}, {""sex"": ""1"", ""content"": ""我没完没了，你能拿我怎样？""}, {""sex"": ""1"", ""content"": ""这就扛不住了？我还要缠着你一辈子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人傻了""}, {""sex"": ""1"", ""content"": ""你傻又不是一天两天的事了，对吧。""}, {""sex"": ""1"", ""content"": ""知道你傻，但我就是喜欢你这傻乎乎的样子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太热了吧""}, {""sex"": ""1"", ""content"": ""你可以脱了衣服的，我不会介意""}, {""sex"": ""1"", ""content"": ""没听过什么叫做心静自然凉吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没钱吃饭了""}, {""sex"": ""1"", ""content"": ""我们握个手吧，我没钱很久了""}, {""sex"": ""1"", ""content"": ""没钱了没事，有个钱包也能装装逼""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚太困""}, {""sex"": ""1"", ""content"": ""睡了也没跟我说一声，害我担心了你一晚上。""}, {""sex"": ""1"", ""content"": ""下次困了就告诉我，让你早点睡觉啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚下班""}, {""sex"": ""1"", ""content"": ""我可以占用你下班的时间嘛？""}, {""sex"": ""1"", ""content"": ""巧了，我也刚下班呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想生病""}, {""sex"": ""1"", ""content"": ""不准你生病，生病的是你，难受的肯定是我。""}, {""sex"": ""1"", ""content"": ""小仙女身体棒棒，肯定不会生病的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人睡觉""}, {""sex"": ""1"", ""content"": ""好巧，我也是一个人睡觉。""}, {""sex"": ""1"", ""content"": ""我的床边刚好有个空位，你要不要来？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一般般可爱""}, {""sex"": ""1"", ""content"": ""你都是吃可爱多长大的，怎么会是一般呢。""}, {""sex"": ""1"", ""content"": ""像你这么可爱的人已经不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次认识""}, {""sex"": ""1"", ""content"": ""不仅要跟你认识，还要跟你深交""}, {""sex"": ""1"", ""content"": ""没关系，刚认识会有点拘束，慢慢熟悉就好啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""果然男人都一样""}, {""sex"": ""1"", ""content"": ""请你不要把我这个好男人和一般男人放在一起比较。""}, {""sex"": ""1"", ""content"": ""我的不一样还在等你来发现呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买了一双鞋子""}, {""sex"": ""1"", ""content"": ""你这是要逼着我买情侣款吗？""}, {""sex"": ""1"", ""content"": ""穿起来，让我看看这双好看的鞋子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""尝一口""}, {""sex"": ""1"", ""content"": ""这一口我感觉吃了就吃不下了。""}, {""sex"": ""1"", ""content"": ""你这一口感觉我整个都没了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要注意安全""}, {""sex"": ""1"", ""content"": ""放心吧，没有娶你之前都会安安全全的。""}, {""sex"": ""1"", ""content"": ""戴好安全帽，绝对安全。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只想要一个安全感""}, {""sex"": ""1"", ""content"": ""我马上就给你一个安全感！""}, {""sex"": ""1"", ""content"": ""你的安全感我给了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""重头再来""}, {""sex"": ""1"", ""content"": ""有重头再来的勇气胜过一切。""}, {""sex"": ""1"", ""content"": ""希望重头再来我们不会重蹈覆辙。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再睡一觉""}, {""sex"": ""1"", ""content"": ""再睡一觉，肯定要睡到晚上了。""}, {""sex"": ""1"", ""content"": ""你这时差是不是美国的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我再看一眼。""}, {""sex"": ""1"", ""content"": ""一眼望千年。""}, {""sex"": ""1"", ""content"": ""再看一眼就是难以分离了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么要跟我在一起""}, {""sex"": ""1"", ""content"": ""和你在一起难道就不能是单纯的喜欢吗？""}, {""sex"": ""1"", ""content"": ""那你为什么同意和我在一起？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下次再见""}, {""sex"": ""1"", ""content"": ""我期待下一次能够快点到来。""}, {""sex"": ""1"", ""content"": ""希望下次见面能够有惊喜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们认识一下""}, {""sex"": ""1"", ""content"": ""就只是认识一下吗？""}, {""sex"": ""1"", ""content"": ""认识一下现在的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识下吧""}, {""sex"": ""1"", ""content"": ""你好，我的心动女神。""}, {""sex"": ""1"", ""content"": ""我们上辈子应该认识吧，我怎么感觉你好熟悉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天睡了一下午""}, {""sex"": ""1"", ""content"": ""你是准备给你自己当个睡神吗？""}, {""sex"": ""1"", ""content"": ""睡觉这么好的事情以后就好好带带我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你一样""}, {""sex"": ""1"", ""content"": ""这算不算是一种缘分？""}, {""sex"": ""1"", ""content"": ""我还挺喜欢你的，是不是也跟我一样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一拳要你猪命""}, {""sex"": ""1"", ""content"": ""你以为我的命是这么好取的吗宝贝？猪可跟你们仙女不一样。""}, {""sex"": ""1"", ""content"": ""我会好好保护你的，你别这样说自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很美好""}, {""sex"": ""1"", ""content"": ""未来总是美好的。""}, {""sex"": ""1"", ""content"": ""美好的总是与美丽的人相遇。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不美好""}, {""sex"": ""1"", ""content"": ""我有魔法哦，我来帮你变美好。""}, {""sex"": ""1"", ""content"": ""一定是因为少了我所以觉得不美好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一套一套的啊""}, {""sex"": ""1"", ""content"": ""这还不是为了能把你套住！""}, {""sex"": ""1"", ""content"": ""自古套路得人心！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢的""}, {""sex"": ""1"", ""content"": ""喜欢就好，我想让你开开心心""}, {""sex"": ""1"", ""content"": ""你喜欢的东西那么多，能不能多喜欢一个我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪一种喜欢""}, {""sex"": ""1"", ""content"": ""现在喜欢都开始分种类了嘛？""}, {""sex"": ""1"", ""content"": ""喜欢就是喜欢，哪里有哪一种。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不休息嘛""}, {""sex"": ""1"", ""content"": ""我不想把时间都浪费在休息上，我还要好好陪你呢""}, {""sex"": ""1"", ""content"": ""像我这样钢铁般的男人是不需要休息的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你习惯就好""}, {""sex"": ""1"", ""content"": ""每天想你已经成了我的一个习惯了。""}, {""sex"": ""1"", ""content"": ""我想把自己变成你的一种习惯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱约不约""}, {""sex"": ""1"", ""content"": ""约约约，小仙女邀约我怎么能拒绝呢？""}, {""sex"": ""1"", ""content"": ""脾气这么大的嘛，我约就是了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下一任""}, {""sex"": ""1"", ""content"": ""我就是你的下一任，也是最后一任""}, {""sex"": ""1"", ""content"": ""我已经知道你下一任长什么样了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢被别别人照顾""}, {""sex"": ""1"", ""content"": ""那我来照顾你一辈子如何？""}, {""sex"": ""1"", ""content"": ""以后都不会有别人照顾了，只有我照顾你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我皮肤一点都不好""}, {""sex"": ""1"", ""content"": ""所以现在才需要好好养皮肤呀。""}, {""sex"": ""1"", ""content"": ""让你早点睡觉你就是不听！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一点都不好看""}, {""sex"": ""1"", ""content"": ""你长得好不好看，我说了算。""}, {""sex"": ""1"", ""content"": ""你是在质疑我的眼光吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吃狗粮了""}, {""sex"": ""1"", ""content"": ""我们也可以一起出去撒狗粮啊。""}, {""sex"": ""1"", ""content"": ""狗粮吃一吃，健康身心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我甜不甜""}, {""sex"": ""1"", ""content"": ""你笑起来的时候，我的咖啡都不用加糖了。""}, {""sex"": ""1"", ""content"": ""你非得把我甜死了，才知道自己有多甜？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""酒后胡言乱语。""}, {""sex"": ""1"", ""content"": ""酒后吐真言，哪里是胡言乱语。""}, {""sex"": ""1"", ""content"": ""为什么胡言乱语都显得这么真诚呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么加我微信""}, {""sex"": ""1"", ""content"": ""难道我不可以加你微信吗？""}, {""sex"": ""1"", ""content"": ""什么时候我加你微信都需要理由了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我小肚子疼""}, {""sex"": ""1"", ""content"": ""揉揉你的小肚子，怎么会突然肚子疼呢？""}, {""sex"": ""1"", ""content"": ""一想到你肚子疼我就觉得难受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在肚子痛""}, {""sex"": ""1"", ""content"": ""是不是乱吃东西把肚子吃坏了啊？""}, {""sex"": ""1"", ""content"": ""怎么会肚子痛，是不是来大姨妈了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子要疼死了""}, {""sex"": ""1"", ""content"": ""怎么突然就肚子疼，是不是吃了不干净的东西了？""}, {""sex"": ""1"", ""content"": ""肚子怎么会疼呢，要是在你身边我能帮你揉一揉就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一直以为我是女汉子""}, {""sex"": ""1"", ""content"": ""在我心里你是小女人""}, {""sex"": ""1"", ""content"": ""没事，我也喜欢女汉纸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃粽子吗""}, {""sex"": ""1"", ""content"": ""吃呀，你是要给我送吗？""}, {""sex"": ""1"", ""content"": ""好久没吃粽子了，想念软软糯糯的味道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""各种不舒服""}, {""sex"": ""1"", ""content"": ""那我得想各种办法让你舒服才行啊""}, {""sex"": ""1"", ""content"": ""怎么不舒服了，你告诉我，我看看能不能帮到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懂个屁""}, {""sex"": ""1"", ""content"": ""我的确是不懂屁。""}, {""sex"": ""1"", ""content"": ""我还懂个锤子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上又想吃呢 又怕胖""}, {""sex"": ""1"", ""content"": ""你这么好看的人，怎么会胖呢。""}, {""sex"": ""1"", ""content"": ""再胖也是最好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好，""}, {""sex"": ""1"", ""content"": ""晚上好！小可爱要出去吃夜宵吗""}, {""sex"": ""1"", ""content"": ""晚上好呀，正想来找小仙女呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会在你身边""}, {""sex"": ""1"", ""content"": ""记得在我身边一辈子好不好。""}, {""sex"": ""1"", ""content"": ""我们领证吧，这样这辈子都不分开了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""左边还是右边""}, {""sex"": ""1"", ""content"": ""我猜在左边，离你的心脏近一点。""}, {""sex"": ""1"", ""content"": ""两边都要行不行？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""记得盖好被子""}, {""sex"": ""1"", ""content"": ""好想让你帮我盖被子啊。""}, {""sex"": ""1"", ""content"": ""别担心，我会照顾好自己的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""粉""}, {""sex"": ""1"", ""content"": ""果然可爱的女孩子都喜欢粉色的""}, {""sex"": ""1"", ""content"": ""粉粉的跟小仙女很般配呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""场面""}, {""sex"": ""1"", ""content"": ""这是什么大场面啊，我有点慌。""}, {""sex"": ""1"", ""content"": ""这种小场面，对哥哥我来说根本不算什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢小孩""}, {""sex"": ""1"", ""content"": ""我比较喜欢你。""}, {""sex"": ""1"", ""content"": ""我也挺喜欢小孩的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""保护好自己""}, {""sex"": ""1"", ""content"": ""我一个大男人不用担心，倒是你这个小女生，一定要好好保护自己啊。""}, {""sex"": ""1"", ""content"": ""我会的，我一定会好好的完完整整的出现在你面前。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我就生气""}, {""sex"": ""1"", ""content"": ""你生气的样子都挺可爱的。""}, {""sex"": ""1"", ""content"": ""那我就哄！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真的好累啊""}, {""sex"": ""1"", ""content"": ""真想立马飞到你身边，给你一个可以依靠的肩膀。""}, {""sex"": ""1"", ""content"": ""你这样我真的好心疼，我不想让你这么疲惫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活很美好""}, {""sex"": ""1"", ""content"": ""美好到我都开始怀疑自己了。""}, {""sex"": ""1"", ""content"": ""请好好珍惜这样的生活吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[微笑]你好""}, {""sex"": ""1"", ""content"": ""小仙女的笑治愈了我一天的疲惫呢""}, {""sex"": ""1"", ""content"": ""你好呀，小仙女笑起来真好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好看啊""}, {""sex"": ""1"", ""content"": ""在好看也没有我眼中的你好看。""}, {""sex"": ""1"", ""content"": ""和你相比，还是差一点点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我头像好不好看""}, {""sex"": ""1"", ""content"": ""不好看，你人比较好看。""}, {""sex"": ""1"", ""content"": ""不是和我的情侣头像，不好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午""}, {""sex"": ""1"", ""content"": ""有你的下午才叫好""}, {""sex"": ""1"", ""content"": ""中午好，如果能看见你会更好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好哇""}, {""sex"": ""1"", ""content"": ""下午好哇，如果能看见你会更好""}, {""sex"": ""1"", ""content"": ""都下午了才给我打招呼，生气""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就问问而已""}, {""sex"": ""1"", ""content"": ""就只是问问而已这么简单吗？""}, {""sex"": ""1"", ""content"": ""那你怎么不问的详细一点熬夜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好帅好帅""}, {""sex"": ""1"", ""content"": ""快把你的口水擦擦，都流到衣服上了吧。""}, {""sex"": ""1"", ""content"": ""你的赞美这么直接，我都有点不好意思了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪不好""}, {""sex"": ""1"", ""content"": ""哪都好，除了还不是我女朋友之外。""}, {""sex"": ""1"", ""content"": ""谁敢说我的小仙女不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班挺好""}, {""sex"": ""1"", ""content"": ""大家都觉得上班苦上班累，就你是一股清流了。""}, {""sex"": ""1"", ""content"": ""能让你觉得上班挺好的那一定是一份好工作。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你多大吖""}, {""sex"": ""1"", ""content"": ""到了足够照顾你的年纪了""}, {""sex"": ""1"", ""content"": ""不要问我多大，我现在处于一个适合你的年龄。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""努力学习""}, {""sex"": ""1"", ""content"": ""特别是努力学习喜欢我。""}, {""sex"": ""1"", ""content"": ""好开心，我即将拥有一个学霸女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拍的好看吗""}, {""sex"": ""1"", ""content"": ""小仙女当然是怎么拍都好看啦。""}, {""sex"": ""1"", ""content"": ""好看，你害我都心动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午刚好休息""}, {""sex"": ""1"", ""content"": ""那是不是正好可以拿来想想我呢。""}, {""sex"": ""1"", ""content"": ""聊天就是最好的休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好看就不好看""}, {""sex"": ""1"", ""content"": ""你这是很有个人独特的风格啊，我也特别喜欢。""}, {""sex"": ""1"", ""content"": ""好看的皮囊千篇一律，不如活得有个性。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人也不好看""}, {""sex"": ""1"", ""content"": ""我觉得好看就好了。""}, {""sex"": ""1"", ""content"": ""你只是漂亮，不是好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真不好看""}, {""sex"": ""1"", ""content"": ""你觉得不好看有什么用，反正我觉得好看。""}, {""sex"": ""1"", ""content"": ""我不是那种只在乎外表的肤浅之人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身材很好""}, {""sex"": ""1"", ""content"": ""你是在诱惑我吗？！""}, {""sex"": ""1"", ""content"": ""摸一摸让我感觉一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好听么""}, {""sex"": ""1"", ""content"": ""好听，怎么会不好听呢。""}, {""sex"": ""1"", ""content"": ""还没你唱得好听呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好早上好""}, {""sex"": ""1"", ""content"": ""早上好！小仙女一大早很有精神呢！""}, {""sex"": ""1"", ""content"": ""哇，我一直在等小仙女的早上好呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""媳妇早上好""}, {""sex"": ""1"", ""content"": ""早上好，小淘气鬼。""}, {""sex"": ""1"", ""content"": ""美好的一天，从你的问候开始。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那好叭""}, {""sex"": ""1"", ""content"": ""你好像很不情愿的样子呢。""}, {""sex"": ""1"", ""content"": ""你有什么新想法吗？我可以听你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""Hi, 咱们是好友啦!""}, {""sex"": ""1"", ""content"": ""哇，我竟然有一个小仙女的好友啦""}, {""sex"": ""1"", ""content"": ""现在是好友，以后就不一定啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨咯""}, {""sex"": ""1"", ""content"": ""嗨""}, {""sex"": ""1"", ""content"": ""你好，最近怎么样？""}, {""sex"": ""1"", ""content"": ""在做什么呢？""}, {""sex"": ""1"", ""content"": ""哈喽！我发现你特别有眼光。""}, {""sex"": ""1"", ""content"": ""你好！""}, {""sex"": ""1"", ""content"": ""Nice to meet you.""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞快乐哇""}, {""sex"": ""1"", ""content"": ""圣诞有你就是我最大的快乐。""}, {""sex"": ""1"", ""content"": ""别人说再多的圣诞快乐，都抵不过你的一句圣诞快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你说实话""}, {""sex"": ""1"", ""content"": ""说很多很多的实话。""}, {""sex"": ""1"", ""content"": ""你要是不说实话，我都想揍你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想让我说啥""}, {""sex"": ""1"", ""content"": ""有啥都可以说，我听着就好。""}, {""sex"": ""1"", ""content"": ""你有啥事不可以说的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先说说看""}, {""sex"": ""1"", ""content"": ""那就好好说一说呗。""}, {""sex"": ""1"", ""content"": ""巧了，正好我可以听听你说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会说话多说点""}, {""sex"": ""1"", ""content"": ""我怕说多了，你会控制不住的喜欢上我。""}, {""sex"": ""1"", ""content"": ""说多了就不会体现出说话的艺术了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说是这样说""}, {""sex"": ""1"", ""content"": ""难道有什么不对的地方吗？""}, {""sex"": ""1"", ""content"": ""不光是这么说，还要这么做。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她不说话了""}, {""sex"": ""1"", ""content"": ""你居然连不说话都这么可爱。""}, {""sex"": ""1"", ""content"": ""你再不说话，我就要亲你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说不了话""}, {""sex"": ""1"", ""content"": ""怎么了，为什么突然就说不了话了？""}, {""sex"": ""1"", ""content"": ""你这个样子我会很担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的好听""}, {""sex"": ""1"", ""content"": ""你不相信我吗，我不止是说说而已，我还会用行动证明给你看的。""}, {""sex"": ""1"", ""content"": ""好听的话只说给好看的你听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想说。""}, {""sex"": ""1"", ""content"": ""小仙女不想说的话就不勉强啦。""}, {""sex"": ""1"", ""content"": ""那等你想说的时候再说，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人性""}, {""sex"": ""1"", ""content"": ""人性是最难让人琢磨的！""}, {""sex"": ""1"", ""content"": ""你觉得你要找的人性是什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈过几个对象？""}, {""sex"": ""1"", ""content"": ""不过我谈过几个，最后一个就是你了。""}, {""sex"": ""1"", ""content"": ""对象是什么啊，你在说啥啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太直男了""}, {""sex"": ""1"", ""content"": ""我是直男，但不是直男癌。""}, {""sex"": ""1"", ""content"": ""我只是比较直接，说话直来直去而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚逛完街回来""}, {""sex"": ""1"", ""content"": ""那你需要拎包小弟嘛？""}, {""sex"": ""1"", ""content"": ""逛街一时爽，一直逛街一直爽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很少逛街""}, {""sex"": ""1"", ""content"": ""难道女孩子不都喜欢逛街的嘛。""}, {""sex"": ""1"", ""content"": ""看来你是个小宅女哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开场话题""}, {""sex"": ""1"", ""content"": ""Hi，你觉得我要问你什么样的问题才可以认识你呢？""}, {""sex"": ""1"", ""content"": ""你朋友圈发的好像很好吃/去那里很好玩（将话题更改，牵扯都对方的生活当中）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃东西啊""}, {""sex"": ""1"", ""content"": ""我想跟你一起吃东西一定会很美味。""}, {""sex"": ""1"", ""content"": ""你肯定会更好吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我是怎样的""}, {""sex"": ""1"", ""content"": ""挺好的，感觉很适合做女朋友。""}, {""sex"": ""1"", ""content"": ""是一个不错的女孩子，我有点喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想做坏人""}, {""sex"": ""1"", ""content"": ""放弃吧，你注定只能做个小可爱""}, {""sex"": ""1"", ""content"": ""你要是做坏人，肯定是最不像坏人的坏人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你备注""}, {""sex"": ""1"", ""content"": ""那我就给你备注亲爱的咯。""}, {""sex"": ""1"", ""content"": ""你备注男朋友就可以了，省得以后还要改。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""机会渺茫""}, {""sex"": ""1"", ""content"": ""机会渺茫并不是没机会呀，别灰心。""}, {""sex"": ""1"", ""content"": ""只要把握好每一个出现的机会就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲笑话。""}, {""sex"": ""1"", ""content"": ""我怕不小心把你给笑死了怎么办。""}, {""sex"": ""1"", ""content"": ""说了，你可要对我负责的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小憨憨""}, {""sex"": ""1"", ""content"": ""我是大憨憨！""}, {""sex"": ""1"", ""content"": ""怎么想憨憨了？""}], ""lock"": 1}"
